player,nationality,position,team,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,matches
David Čolina,hr CRO,"DF,FW",Augsburg,22,2000,1.8,109,7,28,51,34,2,109,13,4,30.8,7,53.8,45,223,104,2,4,0,5,2,33,7,Matches
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,26,1996,15.7,1006,9,75,334,615,94,1006,92,47,51.1,33,35.9,723,4737,2554,98,49,44,48,20,808,296,Matches
Danny da Costa,de GER,DF,Mainz 05,29,1993,13.7,767,29,164,362,246,24,767,28,11,39.3,16,57.1,346,1874,913,32,19,11,25,11,386,74,Matches
Soumaïla Coulibaly,fr FRA,DF,Dortmund,18,2003,0.5,48,1,7,40,1,0,48,0,0,,0,,40,200,91,0,0,0,0,0,43,0,Matches
Tanguy Coulibaly,fr FRA,"FW,DF",Stuttgart,21,2001,3.6,206,2,30,81,101,17,205,22,11,50.0,11,50.0,126,811,415,14,9,5,7,9,123,38,Matches
Nicolas Cozza,fr FRA,DF,Wolfsburg,23,1999,1.1,53,2,26,26,3,0,53,1,0,0.0,0,0.0,36,246,85,2,0,0,1,2,35,2,Matches
Moanes Dabbur,il ISR,FW,Hoffenheim,30,1992,10.4,408,2,27,196,191,42,408,29,13,44.8,16,55.2,256,950,351,10,6,6,28,21,304,61,Matches
Finn Dahmen,de GER,GK,Mainz 05,24,1998,8.0,294,226,288,7,0,0,294,0,0,,0,,190,1151,638,0,0,0,0,0,111,0,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,26,1996,3.7,302,9,64,183,56,2,302,5,3,60.0,2,40.0,153,736,305,5,6,1,6,4,218,4,Matches
Muhammed Damar,de GER,MF,Hoffenheim,18,2004,1.8,94,1,17,49,29,6,94,6,0,0.0,5,83.3,49,273,145,2,3,1,9,2,65,7,Matches
Márton Dárdai,de GER,"DF,MF",Hertha BSC,20,2002,10.5,485,56,257,217,18,5,485,4,3,75.0,0,0.0,219,1042,608,2,1,0,4,4,236,0,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,31,1990,0.3,20,0,5,6,9,0,20,1,1,100.0,0,0.0,7,38,19,1,1,0,4,1,8,1,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,21,2000,22.7,1859,51,446,912,545,84,1859,140,70,50.0,55,39.3,1226,7671,4417,117,66,37,50,27,1229,158,Matches
Thomas Delaney,dk DEN,MF,Hoffenheim,30,1991,3.3,191,10,80,90,22,0,191,6,2,33.3,3,50.0,105,321,132,0,0,0,1,2,112,3,Matches
Kerem Demirbay,de GER,MF,Leverkusen,29,1993,17.2,1253,42,247,700,313,16,1253,24,8,33.3,12,50.0,624,3184,1510,22,20,4,25,21,817,21,Matches
Ermedin Demirović,ba BIH,"FW,MF",Augsburg,24,1998,26.3,867,42,122,326,430,122,866,53,19,35.8,28,52.8,391,1933,797,26,22,11,53,32,516,120,Matches
Sepp van den Berg,nl NED,DF,Schalke 04,20,2001,7.7,419,50,250,152,19,12,419,4,1,25.0,3,75.0,223,1062,528,1,0,0,8,1,217,3,Matches
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,23,1999,30.0,1279,3,88,539,666,139,1278,105,51,48.6,45,42.9,849,5736,3178,125,73,55,64,42,1040,258,Matches
Abdou Diallo,sn SEN,"DF,MF",RB Leipzig,26,1996,5.3,443,57,203,216,27,8,443,5,3,60.0,1,20.0,277,1519,942,11,3,1,3,6,305,3,Matches
Justin Diehl,de GER,"MF,FW",Köln,17,2004,0.2,3,0,0,0,3,0,3,1,0,0.0,1,100.0,3,17,12,0,0,0,0,0,4,1,Matches
Florian Dietz,de GER,FW,Köln,23,1998,4.4,137,3,4,62,72,25,137,7,1,14.3,4,57.1,68,331,153,8,4,4,18,9,99,22,Matches
Junior Dina Ebimbe,fr FRA,"DF,MF",Eint Frankfurt,21,2000,11.8,689,33,175,353,175,38,689,44,17,38.6,22,50.0,344,2173,1122,38,22,8,27,15,398,42,Matches
Eren Dinkçi,de GER,"FW,MF",Werder Bremen,20,2001,2.6,131,2,8,51,75,20,131,14,4,28.6,10,71.4,79,376,143,5,6,3,16,4,92,24,Matches
Ritsu Doan,jp JPN,"MF,FW",Freiburg,24,1998,26.9,1038,18,125,430,508,103,1038,129,50,38.8,62,48.1,636,4016,1993,83,50,35,75,52,690,167,Matches
Danilho Doekhi,nl NED,DF,Union Berlin,24,1998,24.6,1209,116,563,553,99,27,1209,7,3,42.9,1,14.3,640,2993,1470,15,9,1,8,3,703,21,Matches
Kasper Dolberg,dk DEN,"FW,MF",Hoffenheim,24,1997,4.5,148,10,23,56,71,16,148,8,3,37.5,4,50.0,82,444,158,4,7,2,24,6,96,20,Matches
Niklas Dorsch,de GER,MF,Augsburg,24,1998,5.4,237,24,95,121,27,0,237,8,5,62.5,3,37.5,99,526,223,2,1,0,1,5,100,0,Matches
Dion Drena Beljo,hr CRO,FW,Augsburg,20,2002,12.5,371,18,45,190,140,29,371,15,7,46.7,6,40.0,184,951,291,14,7,4,33,23,275,42,Matches
Dominick Drexler,de GER,"MF,FW",Schalke 04,32,1990,15.2,628,20,113,304,223,41,628,21,10,47.6,9,42.9,324,1557,696,17,17,2,22,18,374,69,Matches
Marvin Ducksch,de GER,FW,Werder Bremen,28,1994,31.7,1251,50,116,463,676,149,1250,38,15,39.5,20,52.6,576,2035,851,31,15,24,63,16,762,215,Matches
Ondrej Duda,sk SVK,MF,Köln,27,1994,7.7,360,5,37,205,120,14,360,21,9,42.9,11,52.4,220,1157,450,12,9,3,16,13,241,33,Matches
Julien Duranville,be BEL,MF,Dortmund,16,2006,0.3,20,0,2,3,15,0,20,3,3,100.0,0,0.0,16,231,76,4,0,0,1,0,17,4,Matches
Maximilian Eggestein,de GER,MF,Freiburg,25,1996,27.2,1098,38,235,598,276,34,1098,16,9,56.3,5,31.3,494,2396,990,20,23,2,21,23,581,46,Matches
Lilian Egloff,de GER,"MF,FW",Stuttgart,19,2002,2.7,113,1,15,40,58,14,113,5,3,60.0,1,20.0,62,325,131,8,3,3,10,5,68,22,Matches
Kingsley Ehizibue,nl NED,DF,Köln,27,1995,0.7,33,1,12,14,7,0,33,1,0,0.0,1,100.0,15,66,31,1,2,0,2,0,18,3,Matches
Julian Eitschberger,de GER,FW,Hertha BSC,18,2004,0.0,2,0,1,0,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Chidera Ejuke,ng NGA,"FW,MF",Hertha BSC,24,1998,9.9,434,2,34,226,196,32,434,97,47,48.5,40,41.2,303,2533,1113,38,21,18,32,20,308,67,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,25,1996,31.4,2492,366,1398,1042,61,27,2492,3,1,33.3,2,66.7,1517,7687,4018,20,19,1,8,3,1748,5,Matches
Wataru Endo,jp JPN,MF,Stuttgart,29,1993,32.5,1873,108,507,1013,380,55,1873,55,28,50.9,20,36.4,994,4470,2190,32,38,5,55,52,1217,67,Matches
Arne Engels,be BEL,MF,Augsburg,18,2003,16.0,739,21,158,380,205,5,739,9,4,44.4,4,44.4,322,1403,762,9,7,0,7,8,399,25,Matches
Tjark Ernst,de GER,GK,Hertha BSC,19,2003,1.0,42,38,42,0,0,0,42,0,0,,0,,16,66,54,0,0,0,1,0,11,0,Matches
Kimberly Ezekwem,de GER,DF,Freiburg,21,2001,0.1,9,1,3,6,0,0,9,0,0,,0,,5,51,17,0,0,0,0,0,4,2,Matches
Ralf Fährmann,de GER,GK,Schalke 04,33,1988,11.4,485,397,476,10,0,0,485,0,0,,0,,270,1391,899,0,0,0,0,0,221,0,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,24,1997,16.1,927,100,493,414,27,12,927,12,5,41.7,5,41.7,470,2443,1165,12,1,0,10,5,486,5,Matches
Edimilson Fernandes,ch SUI,DF,Mainz 05,26,1996,27.1,1485,158,671,666,166,6,1485,25,17,68.0,4,16.0,768,3634,1792,15,12,3,15,14,739,23,Matches
Kilian Fischer,de GER,"DF,FW",Wolfsburg,21,2000,5.6,327,16,113,137,78,7,327,6,3,50.0,3,50.0,160,726,355,6,5,2,4,1,177,21,Matches
Mark Flekken,nl NED,GK,Freiburg,29,1993,34.0,1550,1234,1536,17,0,0,1550,3,3,100.0,0,0.0,942,5638,3160,0,0,0,0,0,739,0,Matches
Florian Flick,de GER,MF,Schalke 04,22,2000,5.7,244,28,86,135,26,1,244,2,1,50.0,1,50.0,94,445,186,2,4,0,3,2,99,2,Matches
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,30,1991,16.5,672,5,45,332,300,28,670,29,15,51.7,13,44.8,430,1978,855,20,29,3,28,12,497,77,Matches
Philipp Förster,de GER,MF,Bochum,27,1995,14.5,694,12,80,351,271,23,694,20,6,30.0,13,65.0,312,1670,775,19,18,3,23,15,387,47,Matches
Timothy Fosu-Mensah,nl NED,DF,Leverkusen,24,1998,2.1,138,3,34,65,39,3,138,1,0,0.0,1,100.0,42,174,109,3,2,0,3,1,87,8,Matches
Raphael Framberger,de GER,"DF,FW",Augsburg,26,1995,2.0,88,8,32,37,21,0,88,1,0,0.0,1,100.0,26,114,54,0,0,0,3,3,32,3,Matches
Bartol Franjić,hr CRO,MF,Wolfsburg,22,2000,2.5,114,8,35,64,17,3,114,2,1,50.0,1,50.0,51,222,88,3,2,0,6,0,62,1,Matches
Oscar Fraulo,dk DEN,"FW,MF",M'Gladbach,18,2003,0.1,16,1,3,9,4,0,16,1,1,100.0,0,0.0,7,75,19,0,1,0,0,0,10,0,Matches
Michael Frey,ch SUI,FW,Schalke 04,28,1994,9.6,347,1,13,162,177,56,347,20,5,25.0,12,60.0,201,786,231,10,8,3,40,12,280,65,Matches
Marco Friedl,at AUT,DF,Werder Bremen,24,1998,28.8,2074,218,1052,934,101,7,2074,16,10,62.5,5,31.3,1186,5378,2540,14,11,0,19,9,1242,11,Matches
Marvin Friedrich,de GER,DF,M'Gladbach,26,1995,13.9,1094,121,640,426,38,21,1094,2,2,100.0,0,0.0,650,2870,1387,3,3,0,6,2,789,6,Matches
Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,21,2000,30.1,1621,47,349,670,636,122,1621,165,85,51.5,51,30.9,909,7276,4495,155,103,46,88,49,1009,250,Matches
Chris Führich,de GER,"FW,MF",Stuttgart,24,1998,20.9,948,16,131,376,461,69,947,106,50,47.2,45,42.5,575,4471,2403,93,60,31,36,29,641,142,Matches
Angelo Fulgini,fr FRA,MF,Mainz 05,25,1996,5.8,320,6,36,177,110,14,320,25,8,32.0,14,56.0,199,800,326,3,6,2,12,7,228,43,Matches
Niclas Füllkrug,de GER,FW,Werder Bremen,29,1993,27.5,1227,31,70,635,534,131,1222,60,31,51.7,22,36.7,668,2854,1216,41,33,21,74,51,1005,200,Matches
Cristian Gamboa,cr CRC,DF,Bochum,32,1989,16.4,830,62,295,393,147,2,830,14,6,42.9,6,42.9,339,1516,718,10,9,1,10,4,415,21,Matches
Silvère Ganvoula M'Boussy,cg CGO,"FW,MF",Bochum,26,1996,2.7,118,3,5,45,69,18,118,7,3,42.9,4,57.1,51,246,79,5,2,6,7,1,92,19,Matches
Dario Gebuhr,de GER,DF,Eint Frankfurt,19,2003,0.2,13,0,5,6,2,0,13,0,0,,0,,6,31,15,0,0,0,0,0,11,0,Matches
Dennis Geiger,de GER,MF,Hoffenheim,24,1998,21.7,1027,36,218,618,202,7,1027,16,9,56.3,5,31.3,525,2874,1267,21,11,0,22,8,582,22,Matches
Yannick Gerhardt,de GER,MF,Wolfsburg,28,1994,20.7,856,34,161,445,254,55,856,16,4,25.0,11,68.8,468,2089,842,12,11,3,22,10,557,88,Matches
Niko Gießelmann,de GER,DF,Union Berlin,30,1991,14.5,889,37,254,322,319,22,889,14,4,28.6,8,57.1,349,1310,593,14,8,0,17,6,416,50,Matches
Rafał Gikiewicz,pl POL,GK,Augsburg,34,1987,23.0,1221,960,1213,10,0,0,1221,0,0,,0,,713,4039,2275,0,0,0,2,0,552,0,Matches
Matthias Ginter,de GER,DF,Freiburg,28,1994,34.0,2230,240,1151,993,94,46,2230,4,2,50.0,2,50.0,1305,7344,4228,23,12,0,12,4,1412,11,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,27,1995,21.6,1149,7,124,474,565,146,1148,64,28,43.8,30,46.9,747,4275,2010,74,50,41,51,26,880,217,Matches
Jacek Góralski,pl POL,MF,Bochum,29,1992,1.6,59,5,22,33,4,0,59,0,0,,0,,25,123,65,1,3,0,1,0,29,0,Matches
Leon Goretzka,de GER,MF,Bayern Munich,27,1995,19.2,1272,56,296,678,312,43,1272,17,9,52.9,6,35.3,646,3087,1775,42,32,6,20,11,817,62,Matches
