player,nationality,position,team,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,matches
Karim Bellarabi,de GER,FW,Leverkusen,28,1990,11.7,45,3.84,37,0,2,4,1,1,6,0.51,5,0,0,1,0,0,Matches
Lars Bender,de GER,"MF,DF",Leverkusen,29,1989,15.1,30,1.99,23,4,0,2,1,0,5,0.33,5,0,0,0,0,0,Matches
Sven Bender,de GER,DF,Leverkusen,29,1989,22.1,14,0.63,11,0,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches
László Bénes,sk SVK,"MF,FW",M'Gladbach,20,1997,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Nabil Bentaleb,dz ALG,MF,Schalke 04,23,1994,19.9,45,2.26,26,9,0,3,5,2,2,0.10,1,0,0,1,0,0,Matches
Jordan Beyer,de GER,DF,M'Gladbach,18,2000,8.0,8,1.00,6,0,1,1,0,0,2,0.25,2,0,0,0,0,0,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,28,1990,19.9,19,0.96,18,0,0,1,0,0,5,0.25,5,0,0,0,0,0,Matches
Leonardo Bittencourt,de GER,MF,Hoffenheim,24,1993,11.9,53,4.46,37,6,0,4,5,1,6,0.51,5,0,0,1,0,0,Matches
Pablo de Blasis,ar ARG,FW,Mainz 05,30,1988,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Danny Blum,de GER,MF,Eint Frankfurt,27,1991,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jérôme Boateng,de GER,DF,Bayern Munich,29,1988,18.8,30,1.59,27,0,1,2,0,0,5,0.27,5,0,0,0,0,0,Matches
Adam Bodzek,de GER,"MF,DF",Düsseldorf,32,1985,17.7,26,1.47,19,2,0,0,3,2,3,0.17,2,0,0,0,0,1,Matches
Jean-Paul Boëtius,nl NED,MF,Mainz 05,24,1994,23.6,83,3.51,63,0,6,4,8,2,11,0.47,10,0,1,0,0,0,Matches
Robin Bormuth,de GER,DF,Düsseldorf,22,1995,6.8,3,0.44,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Nassim Boujellab,ma MAR,MF,Schalke 04,19,1999,4.2,5,1.19,2,0,1,1,1,0,2,0.48,1,0,1,0,0,0,Matches
Julian Brandt,de GER,"MF,FW",Leverkusen,22,1996,29.6,176,5.94,123,27,11,10,4,1,31,1.05,22,5,1,2,1,0,Matches
Fabian Bredlow,de GER,GK,Nürnberg,23,1995,12.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Josip Brekalo,hr CRO,"FW,MF",Wolfsburg,20,1998,15.7,62,3.94,41,15,1,1,3,1,7,0.44,6,0,1,0,0,0,Matches
Joshua Brenet,nl NED,DF,Hoffenheim,24,1994,10.1,34,3.38,28,2,0,3,0,1,3,0.30,3,0,0,0,0,0,Matches
John Brooks,us USA,DF,Wolfsburg,25,1993,29.0,22,0.76,21,0,0,1,0,0,4,0.14,3,0,0,1,0,0,Matches
Daniel Brosinski,de GER,DF,Mainz 05,30,1988,24.5,67,2.74,47,16,1,2,1,0,6,0.25,6,0,0,0,0,0,Matches
Bruma,pt POR,MF,RB Leipzig,23,1994,6.1,24,3.91,19,0,3,1,1,0,3,0.49,2,0,1,0,0,0,Matches
Jeffrey Bruma,nl NED,DF,Schalke 04,26,1991,6.9,2,0.29,2,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
Jacob Bruun Larsen,dk DEN,FW,Dortmund,19,1998,14.1,32,2.28,25,3,2,1,0,1,2,0.14,2,0,0,0,0,0,Matches
Niko Bungert,de GER,DF,Mainz 05,31,1986,3.2,3,0.95,1,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
Guido Burgstaller,at AUT,FW,Schalke 04,29,1989,17.0,36,2.12,19,1,1,5,8,2,1,0.06,1,0,0,0,0,0,Matches
Jonathan Burkardt,de GER,"FW,MF",Mainz 05,18,2000,2.9,9,3.13,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Roman Bürki,ch SUI,GK,Dortmund,27,1990,32.0,1,0.03,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gaëtan Bussmann,fr FRA,DF,Mainz 05,27,1991,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jakub Błaszczykowski,pl POL,MF,Wolfsburg,32,1985,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Caiuby,br BRA,"MF,FW",Augsburg,30,1988,11.2,36,3.22,26,0,3,5,2,0,2,0.18,1,0,0,1,0,0,Matches
Daniel Caligiuri,it ITA,"DF,FW",Schalke 04,30,1988,30.6,113,3.69,51,38,9,5,6,4,11,0.36,4,3,2,1,1,0,Matches
Jan-Ingwer Callsen-Bracker,de GER,DF,Augsburg,33,1984,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ignacio Camacho,es ESP,MF,Wolfsburg,28,1990,6.0,9,1.50,6,0,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches
Jonas Carls,de GER,FW,Schalke 04,21,1997,1.0,4,4.00,2,2,0,0,0,0,1,1.00,1,0,0,0,0,0,Matches
Koen Casteels,be BEL,GK,Wolfsburg,26,1992,25.5,7,0.27,7,0,0,0,0,0,2,0.08,2,0,0,0,0,0,Matches
Gonzalo Castro,de GER,MF,Stuttgart,31,1987,18.8,54,2.87,28,24,0,0,2,0,8,0.43,2,6,0,0,0,0,Matches
Timothy Chandler,us USA,DF,Eint Frankfurt,28,1990,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,31,1987,11.1,20,1.81,20,0,0,0,0,0,3,0.27,3,0,0,0,0,0,Matches
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,22,1996,15.3,65,4.25,45,0,12,2,6,0,8,0.52,6,0,0,1,1,0,Matches
Sergio Córdova,ve VEN,FW,Augsburg,20,1997,5.9,13,2.21,6,0,2,1,3,1,0,0.00,0,0,0,0,0,0,Matches
Danny da Costa,de GER,"DF,FW",Eint Frankfurt,25,1993,33.7,61,1.81,47,6,4,2,2,0,10,0.30,6,2,1,0,1,0,Matches
Mickaël Cuisance,fr FRA,MF,M'Gladbach,18,1999,3.1,12,3.87,10,0,2,0,0,0,2,0.65,2,0,0,0,0,0,Matches
Matheus Cunha,br BRA,"FW,MF",RB Leipzig,19,1999,9.5,33,3.48,19,0,8,2,4,0,4,0.42,0,0,2,0,2,0,Matches
Christoph Daferner,de GER,FW,Freiburg,20,1998,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,22,1996,7.7,19,2.45,17,0,1,0,1,0,3,0.39,3,0,0,0,0,0,Matches
Leon Dajaku,de GER,"DF,MF",Stuttgart,17,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kevin Danso,at AUT,DF,Augsburg,19,1998,13.9,6,0.43,3,1,0,2,0,0,3,0.22,1,0,0,2,0,0,Matches
Palkó Dárdai,hu HUN,"FW,MF",Hertha BSC,19,1999,1.3,4,3.19,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,27,1990,4.2,12,2.87,12,0,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches
Alphonso Davies,ca CAN,"MF,FW",Bayern Munich,17,2000,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Thomas Delaney,dk DEN,MF,Dortmund,26,1991,25.4,42,1.66,33,0,2,3,1,3,10,0.39,7,0,0,3,0,0,Matches
Kerem Demirbay,de GER,MF,Hoffenheim,25,1993,22.4,143,6.38,81,38,10,7,2,5,12,0.54,7,3,1,1,0,0,Matches
Diego Demme,de GER,MF,RB Leipzig,26,1991,22.8,65,2.85,54,6,0,1,4,0,4,0.18,3,0,0,1,0,0,Matches
Franco Di Santo,ar ARG,"MF,FW",Schalke 04,29,1989,2.7,5,1.84,3,0,0,0,1,1,1,0.37,1,0,0,0,0,0,Matches
Abdou Diallo,sn SEN,DF,Dortmund,22,1996,26.4,21,0.79,17,0,0,3,1,0,2,0.08,1,0,0,1,0,0,Matches
Daniel Didavi,de GER,"MF,FW",Stuttgart,28,1990,10.6,62,5.84,37,13,3,2,6,1,4,0.38,3,0,1,0,0,0,Matches
Tim Dierßen,de GER,MF,Hannover 96,22,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,20,1998,10.0,35,3.51,23,0,5,2,4,1,5,0.50,4,0,0,1,0,0,Matches
Giulio Donati,it ITA,DF,Mainz 05,28,1990,6.9,20,2.88,15,3,0,0,1,1,2,0.29,1,1,0,0,0,0,Matches
Ji Dong-won,kr KOR,"MF,FW",Augsburg,27,1991,9.9,33,3.33,23,0,2,2,4,2,4,0.40,2,0,0,1,0,1,Matches
Anastasios Donis,gr GRE,"FW,MF",Stuttgart,21,1996,10.7,21,1.97,14,0,4,2,0,1,3,0.28,2,0,1,0,0,0,Matches
Aleksandar Dragović,at AUT,DF,Leverkusen,27,1991,14.8,9,0.61,7,0,0,1,1,0,1,0.07,1,0,0,0,0,0,Matches
Josip Drmić,ch SUI,FW,M'Gladbach,25,1992,2.5,4,1.62,4,0,0,0,0,0,1,0.41,1,0,0,0,0,0,Matches
Jaroslav Drobný,cz CZE,GK,Düsseldorf,38,1979,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Marvin Ducksch,de GER,FW,Düsseldorf,24,1994,9.1,37,4.05,28,2,0,5,0,2,3,0.33,3,0,0,0,0,0,Matches
Ondrej Duda,sk SVK,MF,Hertha BSC,23,1994,28.5,93,3.27,59,14,5,10,4,1,12,0.42,7,1,0,2,1,1,Matches
Johannes Eggestein,de GER,"FW,MF",Werder Bremen,20,1998,12.4,30,2.43,20,0,5,3,2,0,7,0.57,4,0,1,2,0,0,Matches
Maximilian Eggestein,de GER,MF,Werder Bremen,21,1996,33.9,90,2.65,76,0,5,4,2,3,9,0.27,7,0,2,0,0,0,Matches
Josip Elez,hr CRO,DF,Hannover 96,24,1994,7.2,5,0.69,4,0,1,0,0,0,1,0.14,1,0,0,0,0,0,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,21,1996,29.1,21,0.72,18,1,0,1,0,1,5,0.17,5,0,0,0,0,0,Matches
Breel Embolo,ch SUI,FW,Schalke 04,21,1997,14.9,48,3.21,26,0,6,3,13,0,9,0.60,3,0,2,2,2,0,Matches
Patrick Erras,de GER,MF,Nürnberg,23,1995,13.6,20,1.47,19,0,0,1,0,0,2,0.15,1,0,0,1,0,0,Matches
Michael Esser,de GER,GK,Hannover 96,30,1987,32.0,12,0.37,10,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alexander Esswein,de GER,"MF,FW",Stuttgart,28,1990,13.9,46,3.30,33,2,3,3,4,1,4,0.29,2,0,0,1,1,0,Matches
Ewerton,br BRA,DF,Nürnberg,29,1989,14.9,6,0.40,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Marco Fabián,mx MEX,FW,Eint Frankfurt,29,1989,0.7,1,1.45,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ralf Fährmann,de GER,GK,Schalke 04,29,1988,16.3,1,0.06,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Simon Falette,gn GUI,DF,Eint Frankfurt,26,1992,6.7,3,0.45,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Felipe,br BRA,DF,Hannover 96,31,1987,12.2,4,0.33,2,0,0,1,1,0,2,0.16,0,0,0,1,1,0,Matches
Ohis Felix Uduokhai,de GER,DF,Wolfsburg,20,1997,2.7,4,1.48,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gelson Fernandes,ch SUI,MF,Eint Frankfurt,31,1986,24.7,13,0.53,11,0,0,0,0,2,1,0.04,1,0,0,0,0,0,Matches
Oliver Fink,de GER,MF,Düsseldorf,36,1982,11.7,26,2.22,17,1,2,1,2,3,4,0.34,2,0,1,0,0,1,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,29,1989,14.8,39,2.63,32,0,2,2,3,0,6,0.40,3,0,1,0,2,0,Matches
Mark Flekken,nl NED,GK,Freiburg,25,1993,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,26,1991,13.9,70,5.04,50,10,3,4,3,0,15,1.08,10,1,1,2,1,0,Matches
Iver Fossum,no NOR,MF,Hannover 96,22,1996,5.1,16,3.16,12,4,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches
Raphael Framberger,de GER,"DF,MF",Augsburg,22,1995,6.1,13,2.14,8,1,2,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Mike Frantz,de GER,"MF,FW",Freiburg,31,1986,24.6,35,1.42,27,1,2,0,4,1,3,0.12,1,0,0,0,1,1,Matches
Marco Friedl,at AUT,DF,Werder Bremen,20,1998,5.3,1,0.19,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alexander Fuchs,de GER,"MF,FW",Nürnberg,21,1997,7.3,19,2.61,14,0,1,3,1,0,0,0.00,0,0,0,0,0,0,Matches
Niclas Füllkrug,de GER,FW,Hannover 96,25,1993,12.4,33,2.67,26,0,1,3,3,0,6,0.49,5,0,0,0,1,0,Matches
Mijat Gaćinović,rs SRB,MF,Eint Frankfurt,23,1995,18.1,52,2.88,46,2,1,1,2,0,7,0.39,6,0,0,0,1,0,Matches
Jean-Philippe Gbamin,ci CIV,MF,Mainz 05,22,1995,29.7,60,2.02,52,1,2,4,0,1,3,0.10,2,0,1,0,0,0,Matches
Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,31,1986,31.3,60,1.92,42,4,1,6,4,3,10,0.32,6,0,1,2,1,0,Matches
Dennis Geiger,de GER,MF,Hoffenheim,20,1998,2.7,13,4.76,6,5,0,0,1,1,2,0.73,0,1,0,0,1,0,Matches
Christian Gentner,de GER,"MF,FW",Stuttgart,32,1985,22.4,50,2.23,43,0,1,2,3,1,8,0.36,7,0,1,0,0,0,Matches
Yannick Gerhardt,de GER,MF,Wolfsburg,24,1994,27.3,67,2.46,54,1,0,6,6,0,9,0.33,4,0,0,4,1,0,Matches
Fabian Giefer,de GER,GK,Augsburg,28,1990,4.0,2,0.50,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Niko Gießelmann,de GER,DF,Düsseldorf,26,1991,28.8,66,2.29,41,10,3,6,6,0,9,0.31,5,1,0,1,2,0,Matches
Daniel Ginczek,de GER,FW,Wolfsburg,27,1991,14.2,35,2.47,22,0,6,3,4,0,6,0.42,4,0,1,1,0,0,Matches
Matthias Ginter,de GER,DF,M'Gladbach,24,1994,26.4,31,1.17,21,0,0,8,1,1,2,0.08,1,0,0,1,0,0,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,23,1995,19.6,78,3.98,57,1,8,9,2,1,15,0.77,10,0,1,4,0,0,Matches
Kevin Goden,de GER,"DF,MF",Nürnberg,19,1999,3.0,2,0.66,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mario Gómez,de GER,FW,Stuttgart,33,1985,24.6,48,1.95,37,0,3,6,0,2,5,0.20,3,0,0,2,0,0,Matches
Jérôme Gondorf,de GER,"MF,FW",Freiburg,30,1988,14.4,40,2.78,27,7,2,2,2,0,3,0.21,3,0,0,0,0,0,Matches
Nicolás González,ar ARG,"FW,MF",Stuttgart,20,1998,24.0,76,3.17,58,0,3,5,9,1,6,0.25,5,0,0,1,0,0,Matches
Leon Goretzka,de GER,MF,Bayern Munich,23,1995,22.5,50,2.23,37,0,2,8,3,0,7,0.31,5,0,0,2,0,0,Matches
Felix Götze,de GER,MF,Augsburg,20,1998,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mario Götze,de GER,"FW,MF",Dortmund,26,1992,18.6,72,3.87,60,1,3,3,5,0,8,0.43,8,0,0,0,0,0,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,27,1991,23.2,21,0.90,16,0,1,2,0,2,3,0.13,2,0,0,1,0,0,Matches
Michael Gregoritsch,at AUT,"MF,FW",Augsburg,24,1994,27.6,70,2.53,54,1,3,7,4,1,3,0.11,3,0,0,0,0,0,Matches
Vincenzo Grifo,it ITA,"MF,FW",Hoffenheim,25,1993,3.7,20,5.37,13,3,1,2,1,0,3,0.81,2,1,0,0,0,0,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,25,1993,15.9,76,4.79,46,12,10,3,4,1,8,0.50,3,2,0,1,2,0,Matches
Florian Grillitsch,at AUT,MF,Hoffenheim,22,1995,26.6,85,3.20,69,2,2,1,6,5,9,0.34,8,0,0,0,1,0,Matches
Marko Grujić,rs SRB,MF,Hertha BSC,22,1996,19.8,47,2.38,35,0,4,5,3,0,1,0.05,1,0,0,0,0,0,Matches
Raphaël Guerreiro,pt POR,"FW,DF",Dortmund,24,1993,17.0,76,4.48,47,18,3,5,2,1,13,0.77,9,3,1,0,0,0,Matches
Josuha Guilavogui,fr FRA,MF,Wolfsburg,27,1990,17.4,22,1.26,22,0,0,0,0,0,2,0.11,2,0,0,0,0,0,Matches
Péter Gulácsi,hu HUN,GK,RB Leipzig,28,1990,32.5,5,0.15,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Manuel Gulde,de GER,DF,Freiburg,27,1991,19.0,17,0.89,15,0,0,2,0,0,1,0.05,0,0,0,1,0,0,Matches
Christian Günter,de GER,"DF,MF",Freiburg,25,1993,32.0,92,2.88,51,27,7,5,2,0,7,0.22,3,2,0,2,0,0,Matches
Ahmet Gürleyen,de GER,DF,Mainz 05,19,1999,0.1,1,6.92,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jonathan de Guzmán,nl NED,MF,Eint Frankfurt,30,1987,17.4,55,3.16,25,24,1,3,1,1,9,0.52,6,1,0,1,0,1,Matches
Janik Haberer,de GER,"MF,FW",Freiburg,24,1994,26.0,91,3.50,75,0,3,5,6,2,8,0.31,5,0,0,1,2,0,Matches
Alexander Hack,de GER,DF,Mainz 05,24,1993,11.3,19,1.68,13,1,1,3,1,0,2,0.18,0,0,0,2,0,0,Matches
Benjamin Hadžić,ba BIH,"FW,MF",Hannover 96,19,1999,0.3,1,3.60,1,0,0,0,0,0,1,3.60,1,0,0,0,0,0,Matches
André Hahn,de GER,"FW,MF",Augsburg,27,1990,22.8,51,2.24,39,2,0,8,1,1,7,0.31,3,0,0,4,0,0,Matches
Amadou Haidara,ml MLI,MF,RB Leipzig,20,1998,4.2,13,3.10,10,0,1,2,0,0,1,0.24,1,0,0,0,0,0,Matches
Achraf Hakimi,ma MAR,DF,Dortmund,19,1998,19.3,43,2.22,30,1,0,2,9,1,10,0.52,6,0,0,0,3,1,Matches
Sébastien Haller,ci CIV,FW,Eint Frankfurt,24,1994,24.2,72,2.97,53,0,8,8,2,1,16,0.66,12,0,1,3,0,0,Matches
Marcel Halstenberg,de GER,"DF,FW",RB Leipzig,26,1991,26.8,93,3.47,51,32,5,2,1,2,16,0.60,11,2,0,0,1,2,Matches
Genki Haraguchi,jp JPN,"MF,DF",Hannover 96,27,1991,23.7,63,2.66,48,0,7,1,6,1,3,0.13,3,0,0,0,0,0,Matches
Amine Harit,ma MAR,"MF,FW",Schalke 04,21,1997,12.0,48,3.99,32,0,1,1,12,2,2,0.17,1,0,0,0,1,0,Matches
Martin Harnik,at AUT,"FW,MF",Werder Bremen,31,1987,9.2,27,2.93,19,0,2,4,1,1,6,0.65,2,0,2,2,0,0,Matches
