player,nationality,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Sebastiaan Bornauw,be BEL,DF,Wolfsburg,24-280,1999,5.4,8,2,6,2,0,6,9,66.7,3,11,7,4,5,13,21,0,Matches
Rafael Borré,co COL,FW,Werder Bremen,28-103,1995,9.2,9,6,2,4,3,5,13,38.5,8,5,0,5,2,11,6,0,Matches
Julian Brandt,de GER,"MF,FW",Dortmund,27-239,1996,13.5,12,11,7,5,0,7,18,38.9,11,10,1,9,7,19,8,0,Matches
Tim Breithaupt,de GER,MF,Augsburg,21-323,2002,2.9,5,3,4,1,0,4,6,66.7,2,4,2,2,1,6,5,0,Matches
Maximilian Breunig,de GER,FW,Freiburg,23-135,2000,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
John Brooks,us USA,DF,Hoffenheim,30-333,1993,12.0,20,11,13,6,1,10,22,45.5,12,22,13,9,21,41,80,1,Matches
Moritz Broschinski,de GER,"FW,MF",Bochum,23-095,2000,3.4,4,2,1,2,1,0,2,0.0,2,1,1,0,0,4,1,0,Matches
Alexander Brunst,de GER,GK,Darmstadt 98,28-173,1995,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Marius Bülter,de GER,"DF,FW",Hoffenheim,30-273,1993,8.7,10,5,6,3,1,6,13,46.2,7,8,0,8,6,16,12,0,Matches
Jonathan Burkardt,de GER,"MF,FW",Mainz 05,23-169,2000,2.1,0,0,0,0,0,0,0,,0,5,2,3,2,2,0,0,Matches
Oliver Burke,sct SCO,FW,Werder Bremen,26-264,1997,0.4,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches
Marnon Busch,de GER,DF,Heidenheim,29-019,1994,3.2,5,3,4,1,0,3,7,42.9,4,7,0,7,4,9,3,0,Matches
Aurélio Buta,pt POR,"DF,MF",Eint Frankfurt,26-320,1997,10.5,22,13,11,7,4,12,22,54.5,10,12,3,9,6,28,20,0,Matches
Jamie Bynoe-Gittens,eng ENG,"FW,DF",Dortmund,19-141,2004,4.4,6,3,4,2,0,2,7,28.6,5,3,1,2,2,8,5,0,Matches
Anthony Caci,fr FRA,DF,Mainz 05,26-179,1997,12.8,21,8,14,7,0,15,22,68.2,7,17,3,14,15,36,21,0,Matches
Emre Can,de GER,MF,Dortmund,29-349,1994,10.6,35,25,20,12,3,17,24,70.8,7,17,2,15,10,45,16,1,Matches
Irvin Cardona,fr FRA,"MF,DF",Augsburg,26-141,1997,0.6,1,1,0,0,1,1,3,33.3,2,1,0,1,0,1,1,0,Matches
Rasmus Carstensen,dk DEN,"DF,FW",Köln,23-077,2000,11.7,29,13,13,13,3,19,35,54.3,16,27,6,21,13,42,30,1,Matches
Fabio Carvalho,pt POR,MF,RB Leipzig,21-119,2002,1.8,3,1,0,2,1,1,3,33.3,2,8,0,8,0,3,1,0,Matches
Koen Casteels,be BEL,GK,Wolfsburg,31-185,1992,13.0,2,1,2,0,0,2,3,66.7,1,0,0,0,0,2,7,2,Matches
Václav Černý,cz CZE,"FW,MF",Wolfsburg,26-071,1997,6.1,5,2,2,3,0,1,9,11.1,8,9,0,9,6,11,4,0,Matches
Julian Chabot,de GER,DF,Köln,25-318,1998,13.4,29,19,18,11,0,15,22,68.2,7,31,18,13,25,54,63,0,Matches
Fares Chaïbi,dz ALG,"MF,FW",Eint Frankfurt,21-029,2002,10.4,17,10,4,7,6,4,7,57.1,3,20,0,20,2,19,4,0,Matches
Fabio Chiarodia,it ITA,"DF,MF",M'Gladbach,18-205,2005,0.7,4,2,4,0,0,2,2,100.0,0,1,1,0,1,5,6,0,Matches
Kingsley Coman,fr FRA,FW,Bayern Munich,27-197,1996,9.3,11,6,5,3,3,8,13,61.5,5,12,1,11,2,13,5,0,Matches
Bambasé Conté,de GER,"FW,MF",Hoffenheim,20-173,2003,0.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
Danny da Costa,de GER,DF,Mainz 05,30-167,1993,8.1,15,7,7,6,2,6,16,37.5,10,14,3,11,14,29,20,0,Matches
Nicolas Cozza,fr FRA,DF,Wolfsburg,24-353,1999,2.4,7,5,3,4,0,2,7,28.6,5,2,0,2,4,11,3,0,Matches
Tomáš Čvančara,cz CZE,FW,M'Gladbach,23-136,2000,7.1,2,2,0,2,0,0,1,0.0,1,3,1,2,0,2,8,0,Matches
Finn Dahmen,de GER,GK,Augsburg,25-275,1998,16.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,3,Matches
Lukas Daschner,de GER,"MF,FW",Bochum,25-087,1998,3.4,5,3,2,2,1,3,7,42.9,4,5,0,5,2,7,1,0,Matches
David Datro Fofana,ci CIV,"FW,MF",Union Berlin,21-005,2002,7.6,10,7,3,5,2,4,9,44.4,5,4,0,4,0,10,5,0,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,23-055,2000,12.1,21,12,12,9,0,11,22,50.0,11,17,1,16,11,32,23,1,Matches
Olivier Deman,be BEL,DF,Werder Bremen,23-265,2000,9.2,21,12,16,3,2,14,25,56.0,11,21,7,14,9,30,19,0,Matches
Ermedin Demirović,ba BIH,"MF,FW",Augsburg,25-277,1998,15.4,14,8,4,9,1,7,23,30.4,16,16,1,15,5,19,14,0,Matches
Sepp van den Berg,nl NED,DF,Mainz 05,22-007,2001,13.5,24,14,12,10,2,8,13,61.5,5,29,12,17,21,45,51,1,Matches
Florian Dietz,de GER,FW,Köln,25-146,1998,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Junior Dina Ebimbe,fr FRA,"MF,DF",Eint Frankfurt,23-036,2000,10.6,21,13,5,10,6,8,19,42.1,11,15,3,12,3,24,17,0,Matches
Eren Dinkçi,de GER,"FW,MF",Heidenheim,22-014,2001,13.4,15,9,9,5,1,7,17,41.2,10,15,0,15,4,19,12,0,Matches
Ritsu Doan,jp JPN,"MF,FW",Freiburg,25-194,1998,11.8,23,13,11,8,4,9,17,52.9,8,11,1,10,3,26,14,0,Matches
Danilho Doekhi,nl NED,DF,Union Berlin,25-180,1998,8.0,14,10,9,5,0,5,9,55.6,4,13,3,10,15,29,25,0,Matches
Niklas Dorsch,de GER,MF,Augsburg,25-346,1998,11.7,28,20,10,18,0,11,25,44.0,14,11,8,3,12,40,18,0,Matches
Nikola Dovedan,at AUT,"MF,FW",Heidenheim,29-174,1994,2.7,7,5,0,7,0,2,8,25.0,6,4,0,4,0,7,1,0,Matches
Damion Downs,de GER,"FW,MF",Köln,19-174,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Dion Drena Beljo,hr CRO,"FW,MF",Augsburg,21-301,2002,4.3,0,0,0,0,0,0,1,0.0,1,5,0,5,1,1,2,0,Matches
Marvin Ducksch,de GER,FW,Werder Bremen,29-295,1994,14.1,5,2,4,1,0,3,7,42.9,4,0,0,0,1,6,13,0,Matches
Maximilian Eggestein,de GER,MF,Freiburg,27-019,1996,15.5,20,8,11,6,3,3,13,23.1,10,25,12,13,17,37,23,0,Matches
Lilian Egloff,de GER,"MF,DF",Stuttgart,21-129,2002,1.2,4,1,3,1,0,2,4,50.0,2,3,1,2,1,5,0,0,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,27-088,1996,11.9,19,8,14,4,1,12,15,80.0,3,10,6,4,16,35,57,1,Matches
Arne Engels,be BEL,"MF,DF",Augsburg,20-110,2003,7.6,12,8,0,10,2,4,12,33.3,8,14,1,13,6,18,9,0,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,26-109,1997,14.5,16,8,10,4,2,7,11,63.6,4,13,10,3,22,38,82,1,Matches
Edimilson Fernandes,ch SUI,DF,Mainz 05,27-256,1996,9.7,17,11,12,5,0,11,16,68.8,5,8,2,6,21,38,36,0,Matches
Nacho Ferri,es ESP,"FW,MF",Eint Frankfurt,19-083,2004,0.6,3,3,1,2,0,2,2,100.0,0,0,0,0,0,3,2,0,Matches
Max Finkgräfe,de GER,"DF,MF",Köln,19-275,2004,3.1,6,2,4,2,0,3,14,21.4,11,4,1,3,4,10,6,0,Matches
Jonas Föhrenbach,de GER,DF,Heidenheim,27-335,1996,14.1,21,14,12,6,3,9,22,40.9,13,14,8,6,12,33,26,0,Matches
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,32-065,1991,5.2,7,3,2,5,0,5,12,41.7,7,7,0,7,0,7,5,0,Matches
Philipp Förster,de GER,"MF,FW",Bochum,28-326,1995,2.4,4,3,2,0,2,2,4,50.0,2,2,0,2,4,8,1,0,Matches
Bartol Franjić,hr CRO,MF,Darmstadt 98,23-347,2000,6.0,2,2,1,0,1,2,13,15.4,11,7,0,7,16,18,17,0,Matches
Marco Friedl,at AUT,DF,Werder Bremen,25-286,1998,11.4,26,16,18,8,0,20,29,69.0,9,27,17,10,14,40,55,0,Matches
Marvin Friedrich,de GER,DF,M'Gladbach,28-014,1995,5.4,10,6,8,1,1,7,8,87.5,1,13,10,3,3,13,30,0,Matches
Jeremie Frimpong,nl NED,DF,Leverkusen,23-017,2000,14.6,13,8,8,2,3,5,12,41.7,7,20,0,20,5,18,6,0,Matches
Chris Führich,de GER,"FW,MF",Stuttgart,25-352,1998,13.9,15,11,2,8,5,9,25,36.0,16,16,0,16,4,19,2,0,Matches
Niclas Füllkrug,de GER,FW,Werder Bremen,30-321,1993,2.0,1,1,0,1,0,1,1,100.0,0,2,1,1,0,1,1,0,Matches
Niclas Füllkrug,de GER,FW,Dortmund,30-321,1993,11.2,3,2,0,3,0,1,2,50.0,1,5,1,4,0,3,12,0,Matches
Cristian Gamboa,cr CRC,DF,Bochum,34-064,1989,10.5,17,12,8,8,1,10,25,40.0,15,9,1,8,11,28,25,1,Matches
Yannick Gerhardt,de GER,"MF,FW",Wolfsburg,29-289,1994,7.7,4,3,2,1,1,1,10,10.0,9,9,2,7,4,8,13,0,Matches
Anwar El Ghazi,nl NED,"MF,DF",Mainz 05,28-238,1995,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Benedikt Gimber,de GER,DF,Heidenheim,26-311,1997,6.7,19,11,11,7,1,12,14,85.7,2,8,7,1,7,26,35,0,Matches
Matthias Ginter,de GER,DF,Freiburg,29-342,1994,14.3,17,9,11,6,0,10,20,50.0,10,27,17,10,13,30,61,0,Matches
Klaus Gjasula,al ALB,"DF,MF",Darmstadt 98,34-013,1989,7.0,22,11,9,13,0,6,10,60.0,4,8,4,4,9,31,26,0,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,28-166,1995,2.5,3,2,0,3,0,2,9,22.2,7,3,0,3,0,3,2,0,Matches
Leon Goretzka,de GER,MF,Bayern Munich,28-324,1995,9.2,11,7,5,3,3,5,16,31.3,11,12,0,12,11,22,13,0,Matches
Robin Gosens,de GER,"DF,MF",Union Berlin,29-175,1994,10.6,31,20,9,19,3,16,21,76.2,5,24,2,22,18,49,27,0,Matches
Mario Götze,de GER,"MF,FW",Eint Frankfurt,31-207,1992,8.7,19,11,8,6,5,12,24,50.0,12,11,0,11,4,23,4,0,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,32-170,1991,12.0,13,9,5,7,1,5,7,71.4,2,18,6,12,17,30,55,0,Matches
Jens Grahl,de GER,GK,Eint Frankfurt,35-096,1988,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Ryan Gravenberch,nl NED,FW,Bayern Munich,21-225,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Michael Gregoritsch,at AUT,FW,Freiburg,29-253,1994,6.4,3,2,1,1,1,0,4,0.0,4,8,1,7,4,7,10,0,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,30-264,1993,12.2,14,11,5,6,3,6,14,42.9,8,11,0,11,5,19,8,0,Matches
Florian Grillitsch,at AUT,MF,Hoffenheim,28-142,1995,8.6,15,12,9,5,1,6,17,35.3,11,12,1,11,13,28,7,1,Matches
Álex Grimaldo,es ESP,DF,Leverkusen,28-098,1995,15.9,27,13,15,4,8,20,32,62.5,12,18,4,14,10,37,24,0,Matches
Christian Groß,de GER,"MF,DF",Werder Bremen,34-322,1989,5.1,10,6,6,4,0,4,15,26.7,11,7,2,5,5,15,9,1,Matches
Brajan Gruda,de GER,"MF,FW",Mainz 05,19-210,2004,8.9,6,4,1,3,2,5,10,50.0,5,12,0,12,3,9,3,0,Matches
Ilia Gruev,bg BUL,MF,Werder Bremen,23-235,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Raphaël Guerreiro,pt POR,"MF,DF",Bayern Munich,30-005,1993,3.3,8,7,2,4,2,3,5,60.0,2,1,0,1,4,12,2,1,Matches
Josuha Guilavogui,fr FRA,DF,Mainz 05,33-099,1990,0.3,2,1,2,0,0,1,1,100.0,0,3,1,2,1,3,2,0,Matches
Serhou Guirassy,gn GUI,FW,Stuttgart,27-290,1996,11.7,3,2,0,3,0,1,3,33.3,2,4,1,3,2,5,13,0,Matches
Manuel Gulde,de GER,DF,Freiburg,32-318,1991,8.0,12,10,7,4,1,5,5,100.0,0,9,6,3,12,24,21,0,Matches
Robert Gumny,pl POL,DF,Augsburg,25-206,1998,5.1,6,5,1,3,2,1,5,20.0,4,13,5,8,7,13,12,0,Matches
Christian Günter,de GER,DF,Freiburg,30-302,1993,1.0,1,0,1,0,0,0,0,,0,2,1,1,0,1,2,0,Matches
Janik Haberer,de GER,MF,Union Berlin,29-269,1994,8.6,23,18,8,10,5,16,30,53.3,14,12,2,10,8,31,6,0,Matches
Robin Hack,de GER,"MF,FW",M'Gladbach,25-122,1998,3.7,3,1,1,2,0,0,7,0.0,7,6,0,6,3,6,7,0,Matches
Amadou Haidara,ml MLI,MF,RB Leipzig,25-330,1998,7.1,17,12,9,6,2,7,15,46.7,8,12,1,11,10,27,8,0,Matches
Sébastien Haller,ci CIV,FW,Dortmund,29-188,1994,4.0,1,0,0,1,0,1,1,100.0,0,4,1,3,0,1,7,0,Matches
Andreas Hanche-Olsen,no NOR,DF,Mainz 05,26-344,1997,0.7,3,0,2,1,0,1,1,100.0,0,0,0,0,0,3,2,0,Matches
Genki Haraguchi,jp JPN,MF,Stuttgart,32-232,1991,0.2,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,Matches
Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,39-343,1984,0.4,2,2,2,0,0,2,2,100.0,0,0,0,0,0,2,1,0,Matches
Thorgan Hazard,be BEL,DF,Dortmund,30-273,1993,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Dominique Heintz,de GER,DF,Köln,30-134,1993,4.6,11,5,6,5,0,7,10,70.0,3,6,1,5,3,14,20,0,Matches
Benjamin Henrichs,de GER,DF,RB Leipzig,26-307,1997,13.9,30,18,13,14,3,10,26,38.5,16,22,1,21,14,44,10,0,Matches
Patrick Herrmann,de GER,"DF,FW",M'Gladbach,32-318,1991,0.5,2,2,1,0,1,1,1,100.0,0,0,0,0,1,3,1,0,Matches
Piero Hincapié,ec ECU,DF,Leverkusen,21-352,2002,3.3,3,2,2,1,0,2,2,100.0,0,0,0,0,4,7,6,0,Matches
Adam Hložek,cz CZE,"FW,MF",Leverkusen,21-155,2002,1.0,2,1,1,1,0,1,1,100.0,0,0,0,0,2,4,0,0,Matches
Nicolas Höfler,de GER,MF,Freiburg,33-293,1990,11.9,23,17,15,6,2,8,21,38.1,13,15,7,8,16,39,24,0,Matches
Jonas Hofmann,de GER,MF,Leverkusen,31-166,1992,14.1,14,9,3,8,3,7,15,46.7,8,8,0,8,6,20,5,0,Matches
Philipp Hofmann,de GER,FW,Bochum,30-272,1993,8.7,8,3,2,5,1,4,6,66.7,2,3,0,3,1,9,12,0,Matches
Lucas Höler,de GER,"FW,MF",Freiburg,29-170,1994,13.0,19,13,9,6,4,2,8,25.0,6,9,1,8,9,28,15,0,Matches
Fabian Holland,de GER,"MF,DF",Darmstadt 98,33-169,1990,11.0,23,13,12,9,2,13,23,56.5,10,12,6,6,15,38,21,0,Matches
Benedict Hollerbach,de GER,"FW,MF",Union Berlin,22-224,2001,3.9,7,4,2,4,1,3,10,30.0,7,13,0,13,1,8,2,0,Matches
Franck Honorat,fr FRA,"DF,FW",M'Gladbach,27-138,1996,13.9,12,7,7,5,0,6,10,60.0,4,12,1,11,5,17,14,0,Matches
Mathias Honsak,at AUT,"MF,FW",Darmstadt 98,27-007,1996,6.6,6,4,3,2,1,4,10,40.0,6,7,1,6,3,9,12,0,Matches
Fraser Hornby,sct SCO,"FW,MF",Darmstadt 98,24-105,1999,2.4,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,4,0,Matches
Lukáš Hrádecký,fi FIN,GK,Leverkusen,34-033,1989,16.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,4,2,Matches
Timo Hübers,de GER,DF,Köln,27-160,1996,15.9,37,30,29,6,2,25,46,54.3,21,32,18,14,37,74,87,0,Matches
Mats Hummels,de GER,DF,Dortmund,35-011,1988,11.0,31,21,16,9,6,18,33,54.5,15,21,5,16,25,56,53,0,Matches
Denis Huseinbasic,de GER,MF,Köln,22-177,2001,5.1,9,4,5,2,2,4,9,44.4,5,8,0,8,4,13,3,0,Matches
Iago,br BRA,"DF,FW",Augsburg,26-279,1997,5.7,14,7,8,5,1,8,16,50.0,8,8,1,7,4,18,11,0,Matches
Thomas Isherwood,se SWE,DF,Darmstadt 98,25-333,1998,3.6,7,3,3,3,1,4,5,80.0,1,3,2,1,5,12,16,0,Matches
Ko Itakura,jp JPN,DF,M'Gladbach,26-334,1997,6.8,12,7,6,6,0,6,11,54.5,5,15,7,8,12,24,22,0,Matches
Hiroki Ito,jp JPN,DF,Stuttgart,24-229,1999,10.9,4,4,3,1,0,3,8,37.5,5,11,5,6,16,20,30,0,Matches
Lee Jae-sung,kr KOR,MF,Mainz 05,31-139,1992,12.4,12,7,4,7,1,5,23,21.7,18,13,1,12,15,27,12,0,Matches
Paul Jaeckel,de GER,DF,Union Berlin,25-158,1998,2.4,7,2,4,3,0,5,8,62.5,3,2,1,1,4,11,5,0,Matches
Kristijan Jakić,hr CRO,MF,Eint Frankfurt,26-227,1997,2.0,1,1,0,1,0,0,2,0.0,2,1,0,1,1,2,2,0,Matches
Tony Jantschke,de GER,"DF,MF",M'Gladbach,33-264,1990,0.2,1,1,1,0,0,1,1,100.0,0,2,2,0,0,1,2,0,Matches
Fredrik Jensen,fi FIN,"FW,MF",Augsburg,26-109,1997,7.5,10,3,3,2,5,5,13,38.5,8,13,1,12,6,16,8,0,Matches
Moritz Jenz,de GER,DF,Wolfsburg,24-241,1999,8.5,10,7,4,5,1,4,6,66.7,2,12,8,4,13,23,47,0,Matches
Anthony Jung,de GER,"DF,FW",Werder Bremen,32-054,1991,13.4,18,9,12,5,1,8,16,50.0,8,16,7,9,11,29,46,0,Matches
Josip Juranović,hr CRO,DF,Union Berlin,28-133,1995,6.6,8,5,4,3,1,2,7,28.6,5,5,1,4,1,9,15,0,Matches
Julian Justvan,de GER,"FW,MF",Hoffenheim,25-269,1998,0.5,1,0,1,0,0,1,2,50.0,1,1,0,1,0,1,0,0,Matches
Ozan Kabak,tr TUR,DF,Hoffenheim,23-277,2000,10.7,19,15,12,5,2,9,13,69.2,4,14,6,8,15,34,39,1,Matches
Pavel Kadeřábek,cz CZE,"DF,FW",Hoffenheim,31-246,1992,11.0,13,8,4,8,1,9,17,52.9,8,10,4,6,12,25,25,0,Matches
Florian Kainz,at AUT,"MF,FW",Köln,31-064,1992,12.3,18,14,6,6,6,12,23,52.2,11,12,5,7,7,25,10,0,Matches
Jakub Kamiński,pl POL,"FW,MF",Wolfsburg,21-205,2002,1.8,3,2,3,0,0,1,3,33.3,2,2,0,2,0,3,2,0,Matches
Kevin Kampl,si SVN,MF,RB Leipzig,33-079,1990,9.5,13,7,5,6,2,6,13,46.2,7,13,5,8,8,21,8,1,Matches
Harry Kane,eng ENG,FW,Bayern Munich,30-152,1993,14.6,5,3,3,1,1,3,11,27.3,8,5,1,4,4,9,10,0,Matches
Atakan Karazor,de GER,MF,Stuttgart,27-075,1996,15.2,43,27,16,23,4,20,33,60.6,13,13,4,9,17,60,23,0,Matches
Emir Karic,at AUT,DF,Darmstadt 98,26-201,1997,7.3,20,15,10,5,5,12,15,80.0,3,15,1,14,7,27,15,0,Matches
