player,nationality,position,team,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches
Lucas Alario,ar ARG,FW,Leverkusen,27,1992,13.8,226,308,73.4,2804,292,152,188,80.9,49,64,76.6,9,16,56.3,2,0.9,0.6,+1.1,15,15,3,0,21,Matches
Omar Alderete,py PAR,DF,Hertha BSC,23,1996,14.4,732,916,79.9,15862,7234,183,221,82.8,433,490,88.4,114,187,61.0,0,0.1,0.6,-0.1,3,44,4,1,55,Matches
Nadiem Amiri,de GER,MF,Leverkusen,23,1996,21.0,930,1139,81.7,15414,3793,464,512,90.6,325,377,86.2,102,168,60.7,6,3.1,3.7,+2.9,38,96,27,3,113,Matches
Sebastian Andersson,se SWE,FW,Köln,29,1991,12.5,168,247,68.0,2188,346,96,128,75.0,56,86,65.1,3,5,60.0,0,0.3,0.4,-0.3,6,15,4,1,20,Matches
Robert Andrich,de GER,MF,Union Berlin,25,1994,28.1,1127,1442,78.2,19061,5611,534,632,84.5,460,553,83.2,99,170,58.2,2,2.0,2.4,0.0,20,111,12,0,128,Matches
Angeliño,es ESP,"DF,FW",RB Leipzig,23,1997,24.0,1057,1500,70.5,17210,6049,561,634,88.5,373,516,72.3,92,248,37.1,4,5.5,7.2,-1.5,52,70,55,28,93,Matches
Waldemar Anton,de GER,DF,Stuttgart,24,1996,30.1,1835,2097,87.5,34500,14015,630,678,92.9,1039,1118,92.9,147,243,60.5,1,0.9,1.1,+0.1,9,69,10,3,116,Matches
Charles Aránguiz,cl CHI,MF,Leverkusen,31,1989,18.5,998,1168,85.4,16391,5528,476,526,90.5,416,461,90.2,71,115,61.7,0,0.6,1.1,-0.6,15,113,13,0,119,Matches
Santiago Arias,co COL,DF,Leverkusen,28,1992,1.0,47,57,82.5,806,240,17,21,81.0,27,31,87.1,2,3,66.7,0,0.1,0.0,-0.1,1,2,0,0,5,Matches
Maximilian Arnold,de GER,MF,Wolfsburg,26,1994,28.7,1323,1664,79.5,27177,8485,456,519,87.9,586,677,86.6,248,391,63.4,6,4.2,5.2,+1.8,49,139,25,3,180,Matches
Toluwalase Arokodare,ng NGA,"FW,MF",Köln,19,2000,1.2,26,37,70.3,421,68,11,14,78.6,11,15,73.3,2,2,100.0,0,0.2,0.4,-0.2,3,1,2,0,4,Matches
Santiago Ascacíbar,ar ARG,MF,Hertha BSC,23,1997,8.5,291,358,81.3,4862,1446,143,162,88.3,108,128,84.4,28,37,75.7,0,0.3,0.3,-0.3,6,21,4,0,31,Matches
Ludwig Augustinsson,se SWE,"DF,FW",Werder Bremen,26,1994,21.7,762,1177,64.7,12691,5651,397,480,82.7,281,412,68.2,67,221,30.3,4,2.7,3.8,+1.3,41,42,27,24,60,Matches
Taiwo Awoniyi,ng NGA,FW,Union Berlin,22,1997,15.1,194,295,65.8,2588,456,120,164,73.2,54,81,66.7,10,18,55.6,2,1.3,0.8,+0.7,20,8,2,0,16,Matches
Mehmet Aydin,de GER,DF,Schalke 04,18,2002,5.6,136,204,66.7,2017,775,79,98,80.6,50,74,67.6,6,20,30.0,0,0.5,0.5,-0.5,1,7,2,0,7,Matches
Leon Bailey,jm JAM,"FW,MF",Leverkusen,22,1997,23.8,668,962,69.4,10811,2275,385,439,87.7,156,241,64.7,89,174,51.1,8,6.0,6.6,+2.0,48,26,37,16,63,Matches
Ridle Baku,de GER,"FW,DF",Wolfsburg,22,1998,29.8,1095,1484,73.8,17435,5110,575,668,86.1,432,575,75.1,67,136,49.3,7,4.1,5.0,+2.9,44,62,49,17,104,Matches
Ridle Baku,de GER,DF,Mainz 05,22,1998,2.0,63,91,69.2,1038,521,37,43,86.0,17,27,63.0,8,17,47.1,0,0.0,0.1,0.0,0,7,3,1,11,Matches
Philipp Bargfrede,de GER,MF,Werder Bremen,31,1989,0.3,15,16,93.8,239,90,9,9,100.0,6,6,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,2,Matches
Aymen Barkok,ma MAR,"MF,DF",Eint Frankfurt,22,1998,10.9,362,495,73.1,5510,1769,201,245,82.0,118,159,74.2,26,51,51.0,3,3.2,2.6,-0.2,26,30,19,5,46,Matches
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,20,2000,25.6,449,702,64.0,6871,2878,225,316,71.2,178,236,75.4,27,74,36.5,2,2.7,2.1,-0.7,18,46,9,2,76,Matches
Jacob Barrett Laursen,dk DEN,DF,Arminia,25,1994,12.3,434,557,77.9,7682,2833,194,231,84.0,187,231,81.0,43,68,63.2,1,1.1,1.1,-0.1,4,34,6,3,30,Matches
Oliver Baumann,de GER,GK,Hoffenheim,30,1990,31.0,1049,1349,77.8,24414,16656,298,298,100.0,486,495,98.2,246,535,46.0,0,0.0,0.1,0.0,0,15,0,0,2,Matches
Julian Baumgartlinger,at AUT,MF,Leverkusen,32,1988,11.9,557,651,85.6,9471,2357,247,280,88.2,215,241,89.2,63,79,79.7,0,0.2,0.6,-0.2,5,42,5,1,51,Matches
Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,20,1999,26.3,699,951,73.5,10511,2835,395,492,80.3,220,281,78.3,51,89,57.3,3,3.5,2.7,-0.5,34,65,29,3,110,Matches
Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Augsburg,23,1996,0.4,5,12,41.7,70,21,3,5,60.0,2,3,66.7,0,2,0.0,1,0.7,0.5,+0.3,1,0,0,0,0,Matches
Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,26,1994,24.4,466,630,74.0,6190,1385,293,358,81.8,115,164,70.1,24,37,64.9,7,5.0,2.8,+2.0,39,28,28,13,52,Matches
Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,25,1995,12.3,202,326,62.0,3200,869,112,146,76.7,66,115,57.4,15,35,42.9,3,3.1,2.5,-0.1,18,8,19,11,22,Matches
Timo Becker,de GER,DF,Schalke 04,23,1997,18.2,593,788,75.3,10248,3492,261,312,83.7,269,327,82.3,51,97,52.6,0,0.4,0.3,-0.4,3,28,8,4,44,Matches
Brian Behrendt,de GER,DF,Arminia,28,1991,0.9,38,58,65.5,794,301,13,17,76.5,19,28,67.9,6,10,60.0,0,0.0,0.0,0.0,0,4,0,0,2,Matches
Maximilian Beier,de GER,"FW,DF",Hoffenheim,17,2002,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,28,1992,6.6,104,149,69.8,1249,266,62,75,82.7,26,42,61.9,3,5,60.0,1,0.9,1.4,+0.1,7,6,3,0,8,Matches
Stefan Bell,de GER,DF,Mainz 05,28,1991,14.1,438,594,73.7,7986,3489,167,207,80.7,225,273,82.4,42,98,42.9,1,0.8,0.7,+0.2,3,17,3,0,25,Matches
Karim Bellarabi,de GER,"FW,MF",Leverkusen,30,1990,8.9,291,410,71.0,4146,1134,171,203,84.2,87,125,69.6,19,40,47.5,0,2.6,2.4,-2.6,16,17,14,8,25,Matches
Jude Bellingham,eng ENG,MF,Dortmund,17,2003,18.9,866,1049,82.6,14258,3234,413,478,86.4,338,380,88.9,74,101,73.3,3,3.2,3.4,-0.2,14,74,22,1,93,Matches
Lars Bender,de GER,DF,Leverkusen,31,1989,10.4,600,725,82.8,10319,3425,281,316,88.9,239,280,85.4,65,83,78.3,2,0.6,1.0,+1.4,7,44,12,4,55,Matches
Sven Bender,de GER,DF,Leverkusen,31,1989,13.0,916,1020,89.8,17906,5459,247,274,90.1,576,616,93.5,81,112,72.3,0,0.2,0.5,-0.2,5,27,2,1,42,Matches
László Bénes,sk SVK,MF,Augsburg,22,1997,7.3,166,265,62.6,2556,888,88,113,77.9,50,77,64.9,17,47,36.2,1,0.9,0.7,+0.1,10,13,4,1,19,Matches
László Bénes,sk SVK,MF,M'Gladbach,22,1997,1.7,81,112,72.3,1348,425,45,53,84.9,28,35,80.0,8,19,42.1,1,0.2,0.3,+0.8,4,6,0,0,7,Matches
Ramy Bensebaini,dz ALG,DF,M'Gladbach,25,1995,20.1,997,1237,80.6,16182,6299,492,553,89.0,399,480,83.1,73,130,56.2,0,1.2,1.1,-1.2,10,59,12,4,83,Matches
Nabil Bentaleb,dz ALG,MF,Schalke 04,25,1994,6.1,231,285,81.1,3685,948,118,139,84.9,82,98,83.7,19,28,67.9,0,0.0,0.1,0.0,1,30,2,0,29,Matches
Jordan Beyer,de GER,DF,M'Gladbach,20,2000,2.1,79,99,79.8,1346,478,30,33,90.9,40,46,87.0,5,11,45.5,0,0.0,0.0,0.0,0,3,1,0,5,Matches
Bartosz Białek,pl POL,"FW,MF",Wolfsburg,18,2001,3.0,50,74,67.6,867,276,23,33,69.7,17,23,73.9,8,10,80.0,0,0.2,0.2,-0.2,4,8,3,0,12,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,30,1990,1.4,53,61,86.9,949,317,20,23,87.0,30,31,96.8,3,7,42.9,0,0.0,0.0,0.0,0,4,0,0,4,Matches
Leonardo Bittencourt,de GER,"MF,FW",Werder Bremen,26,1993,16.8,459,656,70.0,7449,1705,236,286,82.5,152,205,74.1,47,91,51.6,1,1.0,1.5,0.0,17,37,15,7,42,Matches
Jérôme Boateng,de GER,DF,Bayern Munich,31,1988,26.3,1775,2030,87.4,38629,13549,403,439,91.8,1065,1133,94.0,288,422,68.2,1,0.5,1.8,+0.5,5,183,16,2,184,Matches
Jean-Paul Boëtius,nl NED,"MF,FW",Mainz 05,26,1994,22.9,559,815,68.6,9103,3042,282,379,74.4,192,257,74.7,59,102,57.8,4,6.1,5.4,-2.1,33,70,30,6,109,Matches
Melayro Bogarde,nl NED,"DF,MF",Hoffenheim,18,2002,3.1,143,170,84.1,2511,773,60,68,88.2,66,73,90.4,13,18,72.2,1,0.2,0.2,+0.8,5,16,2,1,18,Matches
Elias Bördner,de GER,GK,Eint Frankfurt,18,2002,1.0,29,43,67.4,699,549,8,8,100.0,16,16,100.0,5,19,26.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Dennis Borkowski,de GER,"MF,FW",RB Leipzig,18,2002,0.1,4,5,80.0,53,0,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Sebastiaan Bornauw,be BEL,DF,Köln,21,1999,23.1,752,922,81.6,16904,5637,164,195,84.1,442,488,90.6,141,211,66.8,1,0.0,0.1,+1.0,1,26,3,1,43,Matches
Nassim Boujellab,ma MAR,"MF,FW",Schalke 04,21,1999,6.7,120,177,67.8,1581,439,69,88,78.4,36,46,78.3,4,10,40.0,0,0.2,0.5,-0.2,3,14,3,0,22,Matches
Dedryck Boyata,be BEL,DF,Hertha BSC,29,1990,17.2,923,1038,88.9,20850,5010,178,196,90.8,595,634,93.8,150,195,76.9,0,0.8,0.9,-0.8,5,33,4,0,44,Matches
Can Bozdogan,de GER,"MF,FW",Schalke 04,19,2001,7.2,156,215,72.6,2404,580,78,94,83.0,63,79,79.7,7,21,33.3,2,0.7,0.3,+1.3,5,10,3,1,16,Matches
Julian Brandt,de GER,"FW,MF",Dortmund,24,1996,16.6,776,931,83.4,12066,2776,411,477,86.2,248,281,88.3,71,87,81.6,2,2.3,2.5,-0.3,31,62,30,4,102,Matches
Fabian Bredlow,de GER,GK,Stuttgart,25,1995,1.0,31,39,79.5,633,412,12,12,100.0,12,12,100.0,6,14,42.9,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Josip Brekalo,hr CRO,FW,Wolfsburg,22,1998,20.2,649,873,74.3,11300,2496,284,348,81.6,275,344,79.9,68,119,57.1,3,3.8,3.4,-0.8,38,54,26,7,82,Matches
Joshua Brenet,nl NED,DF,Hoffenheim,26,1994,0.0,0,2,0.0,0,0,0,1,0.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
John Brooks,us USA,DF,Wolfsburg,27,1993,30.8,1612,1943,83.0,35222,12537,339,404,83.9,1032,1133,91.1,230,367,62.7,0,0.4,0.6,-0.4,6,112,4,0,144,Matches
Daniel Brosinski,de GER,"DF,FW",Mainz 05,32,1988,15.9,531,859,61.8,9620,4858,234,285,82.1,213,338,63.0,68,189,36.0,1,2.9,2.5,-1.9,27,49,20,10,64,Matches
Cédric Brunner,ch SUI,DF,Arminia,26,1994,29.5,1022,1455,70.2,18770,7399,448,521,86.0,431,572,75.3,123,295,41.7,1,1.3,2.1,-0.3,16,73,25,16,87,Matches
Jacob Bruun Larsen,dk DEN,"MF,FW",Hoffenheim,21,1998,1.0,15,20,75.0,202,3,7,9,77.8,5,7,71.4,1,1,100.0,0,0.0,0.0,0.0,1,0,0,0,0,Matches
Marius Bülter,de GER,"FW,MF",Union Berlin,27,1993,10.9,189,317,59.6,3042,766,88,129,68.2,67,96,69.8,19,37,51.4,0,0.9,0.8,-0.9,12,10,11,9,17,Matches
Jonathan Burkardt,de GER,"FW,MF",Mainz 05,20,2000,15.3,280,401,69.8,4102,981,157,195,80.5,82,119,68.9,19,29,65.5,0,1.9,1.4,-1.9,14,23,8,1,33,Matches
Nishan Burkart,ch SUI,MF,Freiburg,20,2000,0.2,5,7,71.4,59,22,4,5,80.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Roman Bürki,ch SUI,GK,Dortmund,29,1990,18.5,514,630,81.6,12846,8711,97,97,100.0,277,279,99.3,139,252,55.2,0,0.0,0.0,0.0,0,4,1,0,1,Matches
Kerim Calhanoglu,de GER,DF,Schalke 04,17,2002,3.3,92,142,64.8,1474,459,43,56,76.8,41,58,70.7,6,16,37.5,0,0.0,0.0,0.0,0,4,0,0,9,Matches
Daniel Caligiuri,it ITA,"MF,FW",Augsburg,32,1988,29.6,795,1185,67.1,14229,5807,387,475,81.5,277,400,69.3,106,214,49.5,4,4.6,4.2,-0.6,51,63,32,7,114,Matches
Emre Can,de GER,"DF,MF",Dortmund,26,1994,23.7,1552,1793,86.6,29259,9149,579,638,90.8,799,868,92.1,159,244,65.2,4,2.9,3.0,+1.1,17,128,21,5,133,Matches
Koen Casteels,be BEL,GK,Wolfsburg,28,1992,32.0,951,1253,75.9,27496,19003,139,139,100.0,482,485,99.4,329,625,52.6,0,0.0,0.1,0.0,0,14,0,0,0,Matches
Gonzalo Castro,de GER,MF,Stuttgart,33,1987,19.2,661,905,73.0,10794,3675,334,388,86.1,224,293,76.5,70,133,52.6,2,2.8,3.0,-0.8,42,68,26,0,119,Matches
Sava Cestic,rs SRB,DF,Köln,19,2001,10.0,314,433,72.5,6547,2490,75,99,75.8,204,237,86.1,35,88,39.8,0,0.1,0.1,-0.1,2,16,1,0,19,Matches
Timothy Chandler,us USA,DF,Eint Frankfurt,30,1990,4.8,148,210,70.5,2376,1036,76,91,83.5,62,85,72.9,7,21,33.3,0,0.2,0.4,-0.2,4,13,4,1,19,Matches
Kwon Chang-hoon,kr KOR,"MF,FW",Freiburg,26,1994,2.4,52,67,77.6,755,152,33,35,94.3,15,21,71.4,3,6,50.0,0,0.1,0.1,-0.1,3,3,1,0,6,Matches
Tahith Chong,nl NED,"MF,FW",Werder Bremen,20,1999,4.3,82,132,62.1,1154,401,47,63,74.6,24,36,66.7,4,8,50.0,1,0.6,0.5,+0.4,6,7,3,2,12,Matches
Darko Churlinov,mk MKD,"DF,MF",Stuttgart,20,2000,2.4,75,102,73.5,1075,213,48,53,90.6,21,30,70.0,3,10,30.0,1,0.7,0.9,+0.3,2,2,4,1,6,Matches
Tim Civeja,al ALB,MF,Augsburg,18,2002,0.4,17,23,73.9,269,79,7,9,77.8,8,8,100.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,24,1996,19.5,662,844,78.4,10231,1779,358,409,87.5,220,280,78.6,52,80,65.0,10,6.4,7.2,+3.6,45,19,43,21,76,Matches
Jhon Córdoba,co COL,FW,Hertha BSC,27,1993,17.1,226,304,74.3,3265,352,126,152,82.9,60,81,74.1,19,22,86.4,1,1.6,1.2,-0.6,24,14,5,2,16,Matches
Sergio Córdova,ve VEN,"FW,MF",Arminia,22,1997,12.1,161,251,64.1,2181,625,105,135,77.8,32,57,56.1,12,20,60.0,1,0.9,1.0,+0.1,12,25,2,0,21,Matches
Danny da Costa,de GER,"DF,FW",Mainz 05,27,1993,13.4,312,531,58.8,6220,3169,109,152,71.7,157,249,63.1,42,100,42.0,1,2.3,2.0,-1.3,13,38,18,9,48,Matches
Danny da Costa,de GER,DF,Eint Frankfurt,27,1993,1.2,34,49,69.4,497,215,20,24,83.3,10,14,71.4,3,6,50.0,0,0.0,0.1,0.0,0,2,3,1,5,Matches
Douglas Costa,br BRA,"FW,MF",Bayern Munich,29,1990,3.6,127,185,68.6,2276,622,62,74,83.8,43,59,72.9,19,32,59.4,1,0.8,1.0,+0.2,6,13,6,1,17,Matches
Tanguy Coulibaly,fr FRA,"DF,FW",Stuttgart,19,2001,16.7,340,471,72.2,4667,1049,207,259,79.9,94,126,74.6,15,27,55.6,1,2.6,1.9,-1.6,15,17,9,3,29,Matches
Mickaël Cuisance,fr FRA,FW,Bayern Munich,20,1999,0.2,9,10,90.0,130,4,4,4,100.0,5,5,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Matheus Cunha,br BRA,"FW,MF",Hertha BSC,21,1999,23.9,492,758,64.9,9271,3084,220,289,76.1,159,224,71.0,91,168,54.2,4,4.5,3.9,-0.5,49,65,23,2,85,Matches
Rafael Czichos,de GER,DF,Köln,30,1990,25.1,1103,1348,81.8,23181,9992,316,365,86.6,604,667,90.6,172,283,60.8,0,0.1,0.7,-0.1,3,76,7,2,103,Matches
Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,28,1992,11.1,231,324,71.3,3253,955,130,167,77.8,74,88,84.1,10,21,47.6,0,0.6,1.3,-0.6,13,24,8,3,35,Matches
Finn Dahmen,de GER,GK,Mainz 05,22,1998,3.0,68,86,79.1,1428,737,22,22,100.0,34,35,97.1,11,28,39.3,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,24,1996,14.0,792,926,85.5,14444,3340,317,345,91.9,350,391,89.5,94,129,72.9,1,1.4,1.6,-0.4,11,82,14,0,93,Matches
Leon Dajaku,de GER,FW,Union Berlin,19,2001,0.4,13,16,81.3,177,38,6,7,85.7,5,5,100.0,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
Tiago Dantas,pt POR,MF,Bayern Munich,19,2000,0.8,26,34,76.5,541,106,9,12,75.0,11,13,84.6,6,7,85.7,0,0.1,0.3,-0.1,1,2,2,0,3,Matches
Márton Dárdai,de GER,"DF,MF",Hertha BSC,18,2002,9.1,407,515,79.0,9860,3454,81,93,87.1,242,265,91.3,84,148,56.8,1,0.3,0.6,+0.7,4,36,5,1,41,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,29,1990,21.1,735,1029,71.4,14051,3664,280,337,83.1,302,384,78.6,118,208,56.7,6,5.2,4.1,+0.8,34,70,28,6,101,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,19,2000,19.6,1322,1492,88.6,19267,5346,747,809,92.3,481,520,92.5,46,69,66.7,2,1.9,2.2,+0.1,21,107,19,6,123,Matches
Thomas Delaney,dk DEN,MF,Dortmund,28,1991,14.3,684,828,82.6,11683,2983,328,368,89.1,255,289,88.2,69,113,61.1,1,0.2,0.4,+0.8,5,58,6,0,58,Matches
Kerem Demirbay,de GER,MF,Leverkusen,27,1993,19.4,935,1217,76.8,16156,5375,473,536,88.2,291,357,81.5,125,230,54.3,3,3.7,3.7,-0.7,36,123,21,6,130,Matches
Ermedin Demirović,ba BIH,FW,Freiburg,22,1998,16.6,133,258,51.6,1991,725,67,110,60.9,51,93,54.8,6,15,40.0,6,4.3,1.1,+1.7,16,14,11,2,39,Matches
Emmanuel Dennis,ng NGA,FW,Köln,22,1997,5.3,95,137,69.3,1223,169,61,70,87.1,20,34,58.8,6,6,100.0,1,0.2,0.4,+0.8,2,5,3,2,4,Matches
Mike van der Hoorn,nl NED,DF,Arminia,27,1992,15.1,724,839,86.3,15831,5250,184,201,91.5,427,452,94.5,109,169,64.5,0,0.2,0.3,-0.2,3,29,3,0,36,Matches
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,21,1999,26.5,712,946,75.3,11021,2014,395,446,88.6,245,314,78.0,47,93,50.5,11,6.7,6.4,+4.3,44,33,37,17,62,Matches
Daniel Didavi,de GER,"MF,FW",Stuttgart,30,1990,10.8,296,412,71.8,4814,1620,143,168,85.1,109,143,76.2,28,62,45.2,3,2.7,2.7,+0.3,26,48,19,2,62,Matches
Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,22,1998,5.9,128,175,73.1,2140,532,58,70,82.9,36,51,70.6,20,31,64.5,1,0.3,0.4,+0.7,5,11,6,1,18,Matches
Eren Dinkçi,de GER,"MF,FW",Werder Bremen,18,2001,1.2,18,23,78.3,191,97,12,15,80.0,3,3,100.0,0,0,,0,0.2,0.1,-0.2,3,2,2,0,4,Matches
Jonas Dirkner,de GER,MF,Hertha BSC,18,2002,0.2,1,3,33.3,42,40,0,0,,0,0,,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Ritsu Doan,jp JPN,"MF,FW",Arminia,22,1998,30.8,518,838,61.8,8608,3365,265,325,81.5,166,260,63.8,63,173,36.4,2,3.6,3.8,-1.6,45,49,28,9,86,Matches
Ji Dong-won,kr KOR,FW,Mainz 05,29,1991,0.7,15,29,51.7,181,64,12,19,63.2,3,7,42.9,0,0,,0,0.0,0.0,0.0,1,2,0,0,2,Matches
Bas Dost,nl NED,FW,Eint Frankfurt,31,1989,9.1,196,304,64.5,2599,675,122,179,68.2,51,79,64.6,9,15,60.0,2,2.6,2.1,-0.6,11,18,6,0,30,Matches
Aleksandar Dragović,at AUT,DF,Leverkusen,29,1991,12.6,952,1076,88.5,18202,6074,356,390,91.3,460,506,90.9,119,152,78.3,0,0.6,0.8,-0.6,6,77,4,3,99,Matches
Dominick Drexler,de GER,"MF,FW",Köln,30,1990,13.7,414,547,75.7,6006,1468,232,270,85.9,130,168,77.4,27,52,51.9,1,2.7,2.7,-1.7,16,23,18,5,56,Matches
Ondrej Duda,sk SVK,"FW,MF",Köln,25,1994,28.2,888,1253,70.9,15723,4280,409,486,84.2,305,407,74.9,127,238,53.4,5,3.9,4.3,+1.1,42,94,25,10,126,Matches
Erik Durm,de GER,DF,Eint Frankfurt,28,1992,16.4,504,732,68.9,8486,3297,256,299,85.6,205,296,69.3,37,99,37.4,2,1.9,1.6,+0.1,14,29,12,7,47,Matches
Johannes Eggestein,de GER,"FW,MF",Werder Bremen,22,1998,0.4,11,16,68.8,149,30,6,7,85.7,4,7,57.1,0,1,0.0,0,0.0,0.0,0.0,1,2,0,0,1,Matches
Maximilian Eggestein,de GER,MF,Werder Bremen,23,1996,32.7,1034,1367,75.6,17062,5993,521,644,80.9,402,492,81.7,87,130,66.9,5,3.3,2.6,+1.7,30,142,24,2,192,Matches
Lilian Egloff,de GER,MF,Stuttgart,17,2002,0.2,4,5,80.0,52,2,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Kingsley Ehizibue,nl NED,DF,Köln,25,1995,12.6,431,584,73.8,7302,2868,200,245,81.6,177,243,72.8,41,63,65.1,1,0.6,0.9,+0.4,6,20,11,10,30,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,23,1996,28.2,1734,1902,91.2,31659,10411,638,696,91.7,947,1001,94.6,133,162,82.1,1,0.1,0.3,+0.9,3,32,2,0,69,Matches
Breel Embolo,ch SUI,"FW,MF",M'Gladbach,23,1997,16.0,324,450,72.0,4096,690,214,265,80.8,72,101,71.3,13,21,61.9,2,1.3,1.4,+0.7,16,15,10,1,31,Matches
Keita Endo,jp JPN,"MF,FW",Union Berlin,22,1997,5.1,75,111,67.6,1060,332,42,55,76.4,27,38,71.1,3,8,37.5,0,1.9,1.3,-1.9,7,5,4,3,7,Matches
Wataru Endo,jp JPN,MF,Stuttgart,27,1993,32.8,1526,1830,83.4,25197,8849,722,815,88.6,643,736,87.4,114,170,67.1,3,1.8,2.2,+1.2,26,172,19,1,187,Matches
Patrick Erras,de GER,"FW,MF",Werder Bremen,25,1995,0.3,18,31,58.1,319,67,7,12,58.3,7,12,58.3,3,5,60.0,0,0.0,0.0,0.0,1,1,1,0,1,Matches
Ralf Fährmann,de GER,GK,Schalke 04,31,1988,20.8,533,824,64.7,14348,9652,101,101,100.0,259,269,96.3,169,445,38.0,0,0.1,0.0,-0.1,2,8,0,0,0,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,22,1997,29.0,1215,1491,81.5,23316,8271,452,522,86.6,615,683,90.0,139,239,58.2,0,0.3,1.0,-0.3,3,73,5,2,94,Matches
