player,nationality,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Franck Ribéry,fr FRA,"FW,MF",Bayern Munich,34,1983,13.4,19,16,9,5,5,13,17,76.5,4,11,0,11,7,26,3,0,Matches
Marco Richter,de GER,FW,Augsburg,19,1997,7.2,17,14,8,8,1,8,17,47.1,9,5,1,4,1,18,10,0,Matches
Birk Risa,no NOR,FW,Köln,19,1998,0.9,1,1,0,1,0,0,3,0.0,3,2,1,1,0,1,0,0,Matches
Marcel Risse,de GER,"DF,MF",Köln,27,1989,13.0,21,14,17,4,0,11,19,57.9,8,21,3,18,6,27,10,2,Matches
Arjen Robben,nl NED,"FW,MF",Bayern Munich,33,1984,16.7,14,11,1,7,6,4,12,33.3,8,9,0,9,4,18,4,0,Matches
James Rodríguez,co COL,"MF,FW",Bayern Munich,26,1991,18.0,35,27,10,15,10,15,30,50.0,15,16,1,15,12,47,4,0,Matches
Sebastian Rudy,de GER,MF,Bayern Munich,27,1990,16.8,50,40,12,33,5,28,55,50.9,27,11,1,10,18,68,7,1,Matches
Lukas Rupp,de GER,"MF,FW",Hoffenheim,26,1991,12.9,36,32,18,14,4,19,36,52.8,17,18,0,18,13,49,13,2,Matches
Marco Russ,de GER,DF,Eint Frankfurt,31,1985,12.7,17,11,9,8,0,13,19,68.4,6,23,11,12,24,41,66,0,Matches
Marcel Sabitzer,at AUT,"MF,FW",RB Leipzig,23,1994,19.9,38,28,12,20,6,23,49,46.9,26,23,2,21,24,62,21,1,Matches
Nuri Şahin,tr TUR,MF,Dortmund,28,1988,13.6,40,34,9,28,3,15,39,38.5,24,12,0,12,20,60,29,1,Matches
Gōtoku Sakai,jp JPN,"DF,MF",Hamburger SV,26,1991,25.4,50,40,25,18,7,22,47,46.8,25,40,12,28,44,94,55,0,Matches
Carlos Salcedo,mx MEX,DF,Eint Frankfurt,23,1993,17.9,26,22,16,9,1,19,29,65.5,10,28,12,16,21,47,94,1,Matches
Sejad Salihović,ba BIH,MF,Hamburger SV,32,1984,4.1,7,5,3,3,1,0,3,0.0,3,5,0,5,5,12,1,0,Matches
Jairo Samperio,es ESP,"MF,FW",Mainz 05,24,1993,0.4,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Jadon Sancho,eng ENG,FW,Dortmund,17,2000,7.7,5,5,2,2,1,2,7,28.6,5,8,0,8,5,10,2,0,Matches
Lamine Sané,sn SEN,DF,Werder Bremen,30,1987,8.7,19,14,15,4,0,8,10,80.0,2,8,6,2,20,39,49,1,Matches
Salif Sané,sn SEN,DF,Hannover 96,26,1990,32.0,57,43,46,10,1,40,64,62.5,24,49,29,20,57,114,238,6,Matches
Douglas Santos,br BRA,DF,Hamburger SV,23,1994,26.4,90,60,53,34,3,50,87,57.5,37,63,2,61,56,146,96,1,Matches
Julian Schieber,de GER,"MF,FW",Hertha BSC,28,1989,0.6,1,1,0,0,1,1,1,100.0,0,1,0,1,0,1,2,0,Matches
Sven Schipplock,de GER,"FW,MF",Hamburger SV,28,1988,3.8,7,6,1,5,1,0,1,0.0,1,4,0,4,1,8,3,0,Matches
Marcel Schmelzer,de GER,DF,Dortmund,29,1988,16.6,35,27,21,12,2,20,30,66.7,10,27,6,21,30,65,57,1,Matches
Jonathan Schmid,fr FRA,"DF,FW",Augsburg,27,1990,16.4,23,16,6,13,4,11,18,61.1,7,16,1,15,10,33,35,1,Matches
Manuel Schmiedebach,de GER,MF,Hannover 96,28,1988,1.8,5,5,5,0,0,4,9,44.4,5,2,0,2,5,10,6,0,Matches
Benno Schmitz,de GER,DF,RB Leipzig,22,1994,0.9,3,2,2,1,0,2,3,66.7,1,0,0,0,0,3,1,0,Matches
Alessandro Schöpf,at AUT,"DF,FW",Schalke 04,23,1994,9.0,22,17,10,9,3,11,23,47.8,12,16,0,16,15,37,13,1,Matches
Nico Schulz,de GER,"FW,MF",Hoffenheim,24,1993,19.8,40,29,17,14,9,20,27,74.1,7,33,5,28,23,63,24,0,Matches
André Schürrle,de GER,FW,Dortmund,26,1990,13.7,22,19,8,7,7,9,18,50.0,9,13,1,12,7,29,7,1,Matches
Julian Schuster,de GER,"DF,MF",Freiburg,32,1985,14.5,14,10,6,7,1,6,11,54.5,5,17,10,7,19,33,56,0,Matches
Pirmin Schwegler,ch SUI,MF,Hannover 96,30,1987,25.8,81,57,25,55,1,42,70,60.0,28,33,9,24,49,130,46,1,Matches
Alexander Schwolow,de GER,GK,Freiburg,25,1992,32.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,1,Matches
Davie Selke,de GER,FW,Hertha BSC,22,1995,21.0,13,10,1,5,7,4,9,44.4,5,26,5,21,2,15,20,1,Matches
Suat Serdar,de GER,MF,Mainz 05,20,1997,18.9,59,47,21,26,12,27,64,42.2,37,38,3,35,21,80,17,1,Matches
Meritan Shabani,al ALB,FW,Bayern Munich,18,1999,0.6,2,1,1,0,1,1,2,50.0,1,1,0,1,0,2,0,1,Matches
Vincent Sierro,ch SUI,"MF,FW",Freiburg,21,1995,2.4,8,6,2,6,0,4,9,44.4,5,2,1,1,4,12,0,0,Matches
Tobias Sippel,de GER,GK,M'Gladbach,29,1988,4.8,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,5,1,Matches
Yann Sommer,ch SUI,GK,M'Gladbach,28,1988,29.2,0,0,0,0,0,0,0,,0,0,0,0,3,3,6,3,Matches
Oliver Sorg,de GER,"DF,MF",Hannover 96,27,1990,18.7,46,28,27,18,1,23,53,43.4,30,24,7,17,42,88,71,0,Matches
Çağlar Söyüncü,tr TUR,DF,Freiburg,21,1996,23.9,42,26,26,15,1,15,26,57.7,11,30,20,10,54,96,91,2,Matches
Kostas Stafylidis,gr GRE,"FW,DF",Augsburg,23,1993,0.4,1,1,1,0,0,0,0,,0,1,0,1,0,1,2,0,Matches
Benjamin Stambouli,fr FRA,"DF,MF",Schalke 04,26,1990,24.4,95,75,45,48,2,49,74,66.2,25,39,7,32,64,159,76,1,Matches
Caleb Stanko,us USA,DF,Freiburg,24,1993,2.1,2,2,1,1,0,1,2,50.0,1,3,0,3,1,3,8,0,Matches
Niklas Stark,de GER,"DF,MF",Hertha BSC,22,1995,24.6,49,31,32,17,0,22,30,73.3,8,39,14,25,34,83,165,0,Matches
Tom Starke,de GER,GK,Bayern Munich,36,1981,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Renato Steffen,ch SUI,"FW,MF",Wolfsburg,25,1991,7.3,10,9,6,3,1,8,12,66.7,4,6,0,6,5,15,6,0,Matches
Marc Stendera,de GER,MF,Eint Frankfurt,21,1995,4.1,23,20,6,15,2,8,20,40.0,12,10,1,9,8,31,2,0,Matches
Pascal Stenzel,de GER,"MF,DF",Freiburg,21,1996,21.6,62,45,35,25,2,34,57,59.6,23,20,3,17,35,97,51,1,Matches
Lars Stindl,de GER,"FW,MF",M'Gladbach,28,1988,30.3,52,39,11,29,12,14,38,36.8,24,53,4,49,31,83,32,1,Matches
Valentin Stocker,ch SUI,MF,Hertha BSC,28,1989,0.6,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,Matches
Tobias Strobl,de GER,MF,M'Gladbach,27,1990,1.3,3,1,0,2,1,0,1,0.0,1,2,0,2,6,9,2,0,Matches
Neven Subotić,rs SRB,DF,Dortmund,28,1988,3.0,9,9,5,3,1,6,7,85.7,1,6,2,4,5,14,16,0,Matches
Niklas Süle,de GER,DF,Bayern Munich,21,1995,21.4,34,25,25,7,2,24,31,77.4,7,24,16,8,33,67,58,0,Matches
Ádám Szalai,hu HUN,FW,Hoffenheim,29,1987,10.0,8,7,1,4,3,2,5,40.0,3,9,2,7,0,8,10,0,Matches
Frederik Sørensen,dk DEN,DF,Köln,25,1992,22.2,56,45,40,14,2,30,41,73.2,11,35,17,18,37,93,130,3,Matches
Jonathan Tah,de GER,DF,Leverkusen,21,1996,27.0,47,34,35,12,0,30,38,78.9,8,22,13,9,34,81,112,2,Matches
Taleb Tawatha,il ISR,"DF,MF",Eint Frankfurt,25,1992,4.9,12,7,7,5,0,5,9,55.6,4,7,1,6,6,18,18,0,Matches
Simon Terodde,de GER,FW,Stuttgart,29,1988,10.6,9,6,1,7,1,2,5,40.0,3,8,2,6,5,14,8,0,Matches
Simon Terodde,de GER,FW,Köln,29,1988,12.9,11,9,3,8,0,4,11,36.4,7,3,0,3,4,15,7,0,Matches
Marco Terrazzino,de GER,"MF,FW",Freiburg,26,1991,16.5,31,24,12,13,6,21,39,53.8,18,16,0,16,9,40,19,0,Matches
Cedric Teuchert,de GER,FW,Schalke 04,20,1997,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Erik Thommy,de GER,FW,Augsburg,22,1994,1.9,6,5,1,3,2,3,8,37.5,5,2,0,2,5,11,0,0,Matches
Erik Thommy,de GER,MF,Stuttgart,22,1994,10.9,19,11,7,7,5,9,17,52.9,8,17,2,15,9,28,8,1,Matches
Marcel Tisserand,cd COD,DF,Wolfsburg,24,1993,13.9,15,10,10,4,1,7,14,50.0,7,18,13,5,31,46,50,0,Matches
Corentin Tolisso,fr FRA,MF,Bayern Munich,22,1994,17.5,33,22,8,18,7,14,32,43.8,18,13,3,10,16,49,8,0,Matches
Jeremy Toljan,de GER,"DF,FW",Hoffenheim,22,1994,2.0,3,1,1,2,0,2,3,66.7,1,3,0,3,0,3,3,0,Matches
Jeremy Toljan,de GER,DF,Dortmund,22,1994,13.5,29,20,17,11,1,19,32,59.4,13,17,2,15,12,41,45,0,Matches
Ömer Toprak,tr TUR,DF,Dortmund,28,1989,22.4,36,25,29,6,1,26,29,89.7,3,27,16,11,21,57,104,1,Matches
Jordan Torunarigha,de GER,DF,Hertha BSC,19,1997,7.4,18,12,16,2,0,7,13,53.8,6,20,13,7,23,41,43,1,Matches
Ibrahima Traoré,gn GUI,MF,M'Gladbach,29,1988,2.2,4,2,2,2,0,4,7,57.1,3,2,0,2,0,4,1,0,Matches
Philipp Tschauner,de GER,GK,Hannover 96,31,1985,31.0,1,0,1,0,0,1,2,50.0,1,2,0,2,0,1,8,5,Matches
Anthony Ujah,ng NGA,FW,Mainz 05,26,1990,2.3,4,3,0,2,2,1,1,100.0,0,2,0,2,0,4,6,0,Matches
Sven Ulreich,de GER,GK,Bayern Munich,28,1988,29.0,1,0,1,0,0,1,1,100.0,0,0,0,0,3,4,6,1,Matches
Dayot Upamecano,fr FRA,DF,RB Leipzig,18,1998,25.2,57,43,36,17,4,31,45,68.9,14,32,9,23,55,112,141,1,Matches
Mark Uth,de GER,FW,Hoffenheim,25,1991,24.2,32,23,4,21,7,5,22,22.7,17,30,3,27,9,41,19,0,Matches
Josha Vagnoman,de GER,MF,Hamburger SV,16,2000,0.2,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Miloš Veljković,rs SRB,DF,Werder Bremen,21,1995,29.5,45,32,30,13,2,30,52,57.7,22,34,12,22,34,79,134,1,Matches
Paul Verhaegh,nl NED,DF,Wolfsburg,33,1983,29.0,45,38,21,22,2,24,33,72.7,9,38,10,28,33,78,60,0,Matches
Jannik Vestergaard,dk DEN,DF,M'Gladbach,24,1992,32.0,58,41,43,15,0,32,48,66.7,16,55,39,16,40,98,161,3,Matches
Arturo Vidal,cl CHI,MF,Bayern Munich,30,1987,16.2,69,51,36,28,5,33,69,47.8,36,22,1,21,28,97,20,1,Matches
Julio Villalba,py PAR,DF,M'Gladbach,18,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Kevin Vogt,de GER,DF,Hoffenheim,25,1991,31.0,38,28,30,7,1,23,34,67.6,11,37,23,14,25,63,114,2,Matches
Kevin Volland,de GER,"FW,MF",Leverkusen,25,1992,28.8,23,20,7,8,8,11,26,42.3,15,16,1,15,3,26,35,0,Matches
Sandro Wagner,de GER,FW,Hoffenheim,29,1987,9.7,8,5,3,5,0,5,6,83.3,1,11,3,8,3,11,13,0,Matches
Sandro Wagner,de GER,FW,Bayern Munich,29,1987,8.1,9,6,3,5,1,1,1,100.0,0,4,0,4,2,11,1,0,Matches
Walace,br BRA,MF,Hamburger SV,22,1995,14.6,38,25,13,23,2,19,44,43.2,25,25,3,22,21,59,14,1,Matches
Luca Waldschmidt,de GER,"MF,FW",Hamburger SV,21,1996,8.8,10,6,1,8,1,3,10,30.0,7,11,0,11,3,13,2,0,Matches
Roman Weidenfeller,de GER,GK,Dortmund,36,1980,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
Julian Weigl,de GER,MF,Dortmund,21,1995,21.6,69,49,20,42,7,42,66,63.6,24,26,6,20,34,103,29,2,Matches
Mitchell Weiser,de GER,"DF,FW",Hertha BSC,23,1994,22.0,54,43,20,27,7,17,38,44.7,21,28,1,27,44,98,37,1,Matches
Wendell,br BRA,DF,Leverkusen,24,1993,23.5,54,41,29,20,5,32,58,55.2,26,44,8,36,28,82,58,0,Matches
Oscar Wendt,se SWE,DF,M'Gladbach,31,1985,27.3,54,40,31,19,4,30,45,66.7,15,46,12,34,27,81,71,0,Matches
Timo Werner,de GER,FW,RB Leipzig,21,1996,27.7,16,11,2,8,6,3,19,15.8,16,26,0,26,7,23,11,0,Matches
Jetro Willems,nl NED,"FW,DF",Eint Frankfurt,23,1994,18.5,55,42,28,23,4,27,42,64.3,15,31,1,30,20,75,53,0,Matches
William,br BRA,DF,Wolfsburg,22,1995,17.9,76,61,43,26,7,46,86,53.5,40,41,6,35,46,122,65,1,Matches
Marius Wolf,de GER,"MF,FW",Eint Frankfurt,22,1995,26.3,37,28,15,18,4,18,46,39.1,28,45,1,44,27,64,46,0,Matches
Bobby Wood,us USA,"FW,MF",Hamburger SV,24,1992,17.9,13,8,2,4,7,3,9,33.3,6,4,0,4,2,15,13,0,Matches
Andriy Yarmolenko,ua UKR,"FW,MF",Dortmund,27,1989,11.5,17,12,6,6,5,7,16,43.8,9,4,0,4,7,24,4,0,Matches
Dan-Axel Zagadou,fr FRA,DF,Dortmund,18,1999,7.3,9,8,5,3,1,6,7,85.7,1,9,0,9,11,20,20,1,Matches
Denis Zakaria,ch SUI,MF,M'Gladbach,20,1996,25.5,74,48,38,32,4,40,61,65.6,21,52,9,43,45,119,40,1,Matches
Robin Zentner,de GER,GK,Mainz 05,22,1994,15.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,10,2,Matches
Ron-Robert Zieler,de GER,GK,Stuttgart,28,1989,34.0,1,1,1,0,0,1,1,100.0,0,2,0,2,1,2,14,5,Matches
Matthias Zimmermann,de GER,DF,Stuttgart,25,1992,0.9,3,1,2,1,0,3,4,75.0,1,0,0,0,1,4,5,1,Matches
Simon Zoller,de GER,"MF,FW",Köln,26,1991,10.7,11,7,3,6,2,7,10,70.0,3,5,2,3,8,19,9,0,Matches
Steven Zuber,ch SUI,"FW,DF",Hoffenheim,25,1991,15.9,40,30,22,13,5,26,41,63.4,15,18,3,15,17,57,27,0,Matches
Robert Žulj,at AUT,"MF,FW",Hoffenheim,25,1992,2.3,3,3,1,2,0,1,1,100.0,0,3,0,3,0,3,2,0,Matches
