player,nationality,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches
Ridle Baku,de GER,MF,Mainz 05,20,1998,10.4,0,11,3,27.3,1.06,0.29,0.00,0.00,19.0,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Philipp Bargfrede,de GER,"MF,DF",Werder Bremen,29,1989,12.0,0,7,1,14.3,0.58,0.08,0.00,0.00,28.8,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Aymen Barkok,ma MAR,MF,Düsseldorf,20,1998,5.7,0,5,0,0.0,0.88,0.00,0.00,,24.0,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,18,2000,1.0,0,1,0,0.0,1.00,0.00,0.00,,29.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Fin Bartels,de GER,"MF,FW",Werder Bremen,31,1987,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Robert Bauer,de GER,DF,Nürnberg,23,1995,19.1,0,8,1,12.5,0.42,0.05,0.00,0.00,27.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Oliver Baumann,de GER,GK,Hoffenheim,28,1990,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Timo Baumgartl,de GER,DF,Stuttgart,22,1996,18.0,1,5,2,40.0,0.28,0.11,0.20,0.50,12.1,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
Julian Baumgartlinger,at AUT,MF,Leverkusen,30,1988,17.3,0,11,0,0.0,0.64,0.00,0.00,,23.0,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Christoph Baumgartner,at AUT,MF,Hoffenheim,18,1999,0.9,0,2,0,0.0,2.12,0.00,0.00,,19.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Hannover 96,21,1996,1.7,0,5,0,0.0,2.90,0.00,0.00,,17.3,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
Ihlas Bebou,tg TOG,"MF,FW",Hannover 96,24,1994,11.8,4,26,10,38.5,2.20,0.84,0.12,0.30,21.9,2,1,1,4.6,3.8,0.15,-0.6,-0.8,Matches
Uffe Bech,dk DEN,FW,Hannover 96,25,1993,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Andreas Beck,de GER,DF,Stuttgart,31,1987,19.7,0,12,2,16.7,0.61,0.10,0.00,0.00,20.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Hanno Behrens,de GER,MF,Nürnberg,28,1990,29.3,4,35,6,17.1,1.19,0.20,0.06,0.33,17.4,0,2,4,7.9,4.8,0.14,-3.9,-2.8,Matches
Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,26,1992,20.7,16,88,36,40.9,4.25,1.74,0.18,0.44,13.2,1,0,0,12.3,12.3,0.14,+3.7,+3.7,Matches
Stefan Bell,de GER,DF,Mainz 05,26,1991,25.0,0,17,4,23.5,0.68,0.16,0.00,0.00,13.4,0,0,0,1.6,1.6,0.09,-1.6,-1.6,Matches
Karim Bellarabi,de GER,FW,Leverkusen,28,1990,11.7,5,42,11,26.2,3.58,0.94,0.12,0.45,19.7,0,0,0,3.3,3.3,0.08,+1.7,+1.7,Matches
Lars Bender,de GER,"MF,DF",Leverkusen,29,1989,15.1,1,16,5,31.3,1.06,0.33,0.06,0.20,16.6,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches
Sven Bender,de GER,DF,Leverkusen,29,1989,22.1,0,14,3,21.4,0.63,0.14,0.00,0.00,13.0,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
László Bénes,sk SVK,"MF,FW",M'Gladbach,20,1997,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nabil Bentaleb,dz ALG,MF,Schalke 04,23,1994,19.9,3,18,4,22.2,0.90,0.20,0.00,0.00,27.9,1,3,3,3.5,1.1,0.06,-0.5,-1.1,Matches
Jordan Beyer,de GER,DF,M'Gladbach,18,2000,8.0,0,5,1,20.0,0.62,0.12,0.00,0.00,14.6,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,28,1990,19.9,1,9,4,44.4,0.45,0.20,0.11,0.25,7.9,0,0,0,1.5,1.5,0.18,-0.5,-0.5,Matches
Leonardo Bittencourt,de GER,MF,Hoffenheim,24,1993,11.9,1,23,9,39.1,1.94,0.76,0.04,0.11,19.1,0,0,0,2.6,2.6,0.14,-1.6,-1.6,Matches
Pablo de Blasis,ar ARG,FW,Mainz 05,30,1988,1.0,0,1,0,0.0,1.00,0.00,0.00,,9.8,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Danny Blum,de GER,MF,Eint Frankfurt,27,1991,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jérôme Boateng,de GER,DF,Bayern Munich,29,1988,18.8,0,14,3,21.4,0.74,0.16,0.00,0.00,21.7,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
Adam Bodzek,de GER,"MF,DF",Düsseldorf,32,1985,17.7,0,2,0,0.0,0.11,0.00,0.00,,25.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Jean-Paul Boëtius,nl NED,MF,Mainz 05,24,1994,23.6,4,46,12,26.1,1.95,0.51,0.09,0.33,21.9,1,0,0,2.6,2.6,0.06,+1.4,+1.4,Matches
Robin Bormuth,de GER,DF,Düsseldorf,22,1995,6.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nassim Boujellab,ma MAR,MF,Schalke 04,19,1999,4.2,0,9,1,11.1,2.14,0.24,0.00,0.00,20.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Julian Brandt,de GER,"MF,FW",Leverkusen,22,1996,29.6,7,65,25,38.5,2.19,0.84,0.11,0.28,18.6,3,0,0,8.0,8.0,0.12,-1.0,-1.0,Matches
Fabian Bredlow,de GER,GK,Nürnberg,23,1995,12.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Josip Brekalo,hr CRO,"FW,MF",Wolfsburg,20,1998,15.7,3,26,13,50.0,1.65,0.83,0.12,0.23,19.8,0,0,0,2.3,2.3,0.09,+0.7,+0.7,Matches
Joshua Brenet,nl NED,DF,Hoffenheim,24,1994,10.1,2,10,7,70.0,0.99,0.70,0.20,0.29,15.2,0,0,0,1.7,1.7,0.17,+0.3,+0.3,Matches
John Brooks,us USA,DF,Wolfsburg,25,1993,29.0,3,19,5,26.3,0.66,0.17,0.16,0.60,9.7,0,0,0,2.6,2.6,0.14,+0.4,+0.4,Matches
Daniel Brosinski,de GER,DF,Mainz 05,30,1988,24.5,3,15,3,20.0,0.61,0.12,0.00,0.00,30.9,7,3,3,3.1,0.7,0.05,-0.1,-0.7,Matches
Bruma,pt POR,MF,RB Leipzig,23,1994,6.1,1,13,6,46.2,2.12,0.98,0.08,0.17,21.4,0,0,1,1.5,0.7,0.05,-0.5,+0.3,Matches
Jeffrey Bruma,nl NED,DF,Schalke 04,26,1991,6.9,0,2,0,0.0,0.29,0.00,0.00,,14.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Jacob Bruun Larsen,dk DEN,FW,Dortmund,19,1998,14.1,2,26,9,34.6,1.85,0.64,0.08,0.22,17.7,0,0,0,3.3,3.3,0.13,-1.3,-1.3,Matches
Niko Bungert,de GER,DF,Mainz 05,31,1986,3.2,0,1,1,100.0,0.32,0.32,0.00,0.00,9.0,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
Guido Burgstaller,at AUT,FW,Schalke 04,29,1989,17.0,4,44,18,40.9,2.60,1.06,0.09,0.22,12.5,0,0,0,5.9,5.9,0.13,-1.9,-1.9,Matches
Jonathan Burkardt,de GER,"FW,MF",Mainz 05,18,2000,2.9,0,6,2,33.3,2.08,0.69,0.00,0.00,15.0,0,0,0,0.8,0.8,0.14,-0.8,-0.8,Matches
Roman Bürki,ch SUI,GK,Dortmund,27,1990,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gaëtan Bussmann,fr FRA,DF,Mainz 05,27,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jakub Błaszczykowski,pl POL,MF,Wolfsburg,32,1985,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Caiuby,br BRA,"MF,FW",Augsburg,30,1988,11.2,1,32,9,28.1,2.86,0.81,0.03,0.11,17.7,0,0,0,2.2,2.2,0.07,-1.2,-1.2,Matches
Daniel Caligiuri,it ITA,"DF,FW",Schalke 04,30,1988,30.6,7,44,9,20.5,1.44,0.29,0.07,0.33,25.2,7,4,6,6.5,1.8,0.04,+0.5,+1.2,Matches
Jan-Ingwer Callsen-Bracker,de GER,DF,Augsburg,33,1984,0.1,0,1,0,0.0,12.86,0.00,0.00,,17.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Ignacio Camacho,es ESP,MF,Wolfsburg,28,1990,6.0,0,7,3,42.9,1.17,0.50,0.00,0.00,17.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Jonas Carls,de GER,FW,Schalke 04,21,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Koen Casteels,be BEL,GK,Wolfsburg,26,1992,25.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gonzalo Castro,de GER,MF,Stuttgart,31,1987,18.8,2,13,3,23.1,0.69,0.16,0.15,0.67,22.4,3,0,0,1.2,1.2,0.09,+0.8,+0.8,Matches
Timothy Chandler,us USA,DF,Eint Frankfurt,28,1990,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,31,1987,11.1,0,5,1,20.0,0.45,0.09,0.00,0.00,23.4,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,22,1996,15.3,6,31,19,61.3,2.02,1.24,0.19,0.32,16.2,0,0,0,4.0,4.0,0.13,+2.0,+2.0,Matches
Sergio Córdova,ve VEN,FW,Augsburg,20,1997,5.9,3,13,4,30.8,2.20,0.68,0.23,0.75,15.5,0,0,0,1.0,1.0,0.08,+2.0,+2.0,Matches
Danny da Costa,de GER,"DF,FW",Eint Frankfurt,25,1993,33.7,2,20,6,30.0,0.59,0.18,0.10,0.33,14.2,0,0,0,3.6,3.6,0.18,-1.6,-1.6,Matches
Mickaël Cuisance,fr FRA,MF,M'Gladbach,18,1999,3.1,0,8,1,12.5,2.58,0.32,0.00,0.00,22.0,1,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Matheus Cunha,br BRA,"FW,MF",RB Leipzig,19,1999,9.5,2,34,10,29.4,3.59,1.06,0.06,0.20,17.4,0,0,0,4.2,4.2,0.12,-2.2,-2.2,Matches
Christoph Daferner,de GER,FW,Freiburg,20,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,22,1996,7.7,1,11,2,18.2,1.42,0.26,0.09,0.50,23.7,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches
Leon Dajaku,de GER,"DF,MF",Stuttgart,17,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kevin Danso,at AUT,DF,Augsburg,19,1998,13.9,1,10,5,50.0,0.72,0.36,0.10,0.20,13.1,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
Palkó Dárdai,hu HUN,"FW,MF",Hertha BSC,19,1999,1.3,0,1,0,0.0,0.80,0.00,0.00,,13.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,27,1990,4.2,0,9,4,44.4,2.15,0.96,0.00,0.00,18.4,0,0,0,1.0,1.0,0.11,-1.0,-1.0,Matches
Alphonso Davies,ca CAN,"MF,FW",Bayern Munich,17,2000,0.9,1,2,1,50.0,2.25,1.13,0.50,1.00,19.0,0,0,0,0.1,0.1,0.06,+0.9,+0.9,Matches
Thomas Delaney,dk DEN,MF,Dortmund,26,1991,25.4,3,33,10,30.3,1.30,0.39,0.09,0.30,17.0,1,0,0,2.4,2.4,0.07,+0.6,+0.6,Matches
Kerem Demirbay,de GER,MF,Hoffenheim,25,1993,22.4,4,59,16,27.1,2.63,0.71,0.07,0.25,23.2,4,0,0,4.5,4.5,0.08,-0.5,-0.5,Matches
Diego Demme,de GER,MF,RB Leipzig,26,1991,22.8,0,10,3,30.0,0.44,0.13,0.00,0.00,21.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Franco Di Santo,ar ARG,"MF,FW",Schalke 04,29,1989,2.7,0,3,1,33.3,1.10,0.37,0.00,0.00,15.8,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Abdou Diallo,sn SEN,DF,Dortmund,22,1996,26.4,1,10,4,40.0,0.38,0.15,0.10,0.25,8.1,0,0,0,1.6,1.6,0.26,-0.6,-0.6,Matches
Daniel Didavi,de GER,"MF,FW",Stuttgart,28,1990,10.6,2,24,9,37.5,2.26,0.85,0.08,0.22,20.6,2,0,0,1.9,1.9,0.08,+0.1,+0.1,Matches
Tim Dierßen,de GER,MF,Hannover 96,22,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,20,1998,10.0,2,11,5,45.5,1.10,0.50,0.18,0.40,19.9,0,0,0,0.5,0.5,0.04,+1.5,+1.5,Matches
Giulio Donati,it ITA,DF,Mainz 05,28,1990,6.9,0,2,0,0.0,0.29,0.00,0.00,,24.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Ji Dong-won,kr KOR,"MF,FW",Augsburg,27,1991,9.9,4,22,7,31.8,2.22,0.71,0.18,0.57,19.0,0,0,0,1.6,1.6,0.07,+2.4,+2.4,Matches
Anastasios Donis,gr GRE,"FW,MF",Stuttgart,21,1996,10.7,5,30,10,33.3,2.81,0.94,0.17,0.50,18.4,0,0,0,2.9,2.9,0.10,+2.1,+2.1,Matches
Aleksandar Dragović,at AUT,DF,Leverkusen,27,1991,14.8,2,4,2,50.0,0.27,0.13,0.50,1.00,12.9,0,0,0,0.8,0.8,0.20,+1.2,+1.2,Matches
Josip Drmić,ch SUI,FW,M'Gladbach,25,1992,2.5,2,7,3,42.9,2.84,1.22,0.29,0.67,13.3,0,0,0,1.4,1.4,0.20,+0.6,+0.6,Matches
Jaroslav Drobný,cz CZE,GK,Düsseldorf,38,1979,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marvin Ducksch,de GER,FW,Düsseldorf,24,1994,9.1,1,18,10,55.6,1.97,1.09,0.06,0.10,19.4,1,0,0,1.6,1.6,0.09,-0.6,-0.6,Matches
Ondrej Duda,sk SVK,MF,Hertha BSC,23,1994,28.5,11,54,20,37.0,1.90,0.70,0.20,0.55,19.3,6,0,0,7.0,7.0,0.13,+4.0,+4.0,Matches
Johannes Eggestein,de GER,"FW,MF",Werder Bremen,20,1998,12.4,4,34,12,35.3,2.75,0.97,0.12,0.33,14.2,0,0,0,4.6,4.6,0.14,-0.6,-0.6,Matches
Maximilian Eggestein,de GER,MF,Werder Bremen,21,1996,33.9,5,45,14,31.1,1.33,0.41,0.11,0.36,20.8,0,0,0,2.1,2.1,0.05,+2.9,+2.9,Matches
Josip Elez,hr CRO,DF,Hannover 96,24,1994,7.2,0,3,0,0.0,0.42,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,21,1996,29.1,2,14,3,21.4,0.48,0.10,0.14,0.67,9.5,0,0,0,1.4,1.4,0.10,+0.6,+0.6,Matches
Breel Embolo,ch SUI,FW,Schalke 04,21,1997,14.9,5,26,13,50.0,1.74,0.87,0.19,0.38,13.4,0,0,0,4.2,4.2,0.16,+0.8,+0.8,Matches
Patrick Erras,de GER,MF,Nürnberg,23,1995,13.6,0,8,1,12.5,0.59,0.07,0.00,0.00,15.6,0,0,0,0.8,0.7,0.09,-0.8,-0.7,Matches
Michael Esser,de GER,GK,Hannover 96,30,1987,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alexander Esswein,de GER,"MF,FW",Stuttgart,28,1990,13.9,0,29,9,31.0,2.09,0.65,0.00,0.00,20.3,1,0,0,1.7,1.7,0.06,-1.7,-1.7,Matches
Ewerton,br BRA,DF,Nürnberg,29,1989,14.9,0,8,1,12.5,0.54,0.07,0.00,0.00,10.0,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Marco Fabián,mx MEX,FW,Eint Frankfurt,29,1989,0.7,0,1,0,0.0,1.45,0.00,0.00,,16.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Ralf Fährmann,de GER,GK,Schalke 04,29,1988,16.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Simon Falette,gn GUI,DF,Eint Frankfurt,26,1992,6.7,0,3,1,33.3,0.45,0.15,0.00,0.00,26.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Felipe,br BRA,DF,Hannover 96,31,1987,12.2,2,10,2,20.0,0.82,0.16,0.20,1.00,14.4,1,0,0,1.1,1.1,0.11,+0.9,+0.9,Matches
Ohis Felix Uduokhai,de GER,DF,Wolfsburg,20,1997,2.7,0,1,0,0.0,0.37,0.00,0.00,,11.7,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Gelson Fernandes,ch SUI,MF,Eint Frankfurt,31,1986,24.7,1,4,3,75.0,0.16,0.12,0.25,0.33,15.4,0,0,0,0.8,0.8,0.21,+0.2,+0.2,Matches
Oliver Fink,de GER,MF,Düsseldorf,36,1982,11.7,3,12,3,25.0,1.02,0.26,0.25,1.00,16.7,0,0,0,0.7,0.7,0.06,+2.3,+2.3,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,29,1989,14.8,10,36,14,38.9,2.43,0.94,0.17,0.43,14.5,0,4,4,10.6,7.5,0.21,-0.6,-1.5,Matches
Mark Flekken,nl NED,GK,Freiburg,25,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,26,1991,13.9,4,27,11,40.7,1.95,0.79,0.04,0.09,22.9,3,3,3,4.8,2.5,0.09,-0.8,-1.5,Matches
Iver Fossum,no NOR,MF,Hannover 96,22,1996,5.1,0,5,1,20.0,0.99,0.20,0.00,0.00,20.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Raphael Framberger,de GER,"DF,MF",Augsburg,22,1995,6.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mike Frantz,de GER,"MF,FW",Freiburg,31,1986,24.6,2,19,9,47.4,0.77,0.37,0.11,0.22,16.5,0,0,0,1.7,1.7,0.09,+0.3,+0.3,Matches
Marco Friedl,at AUT,DF,Werder Bremen,20,1998,5.3,0,1,0,0.0,0.19,0.00,0.00,,13.9,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Alexander Fuchs,de GER,"MF,FW",Nürnberg,21,1997,7.3,1,9,1,11.1,1.24,0.14,0.11,1.00,17.4,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
Niclas Füllkrug,de GER,FW,Hannover 96,25,1993,12.4,2,36,12,33.3,2.91,0.97,0.03,0.08,16.0,0,1,1,3.8,3.1,0.08,-1.8,-2.1,Matches
Mijat Gaćinović,rs SRB,MF,Eint Frankfurt,23,1995,18.1,0,21,1,4.8,1.16,0.06,0.00,0.00,24.5,0,0,0,1.5,1.5,0.07,-1.5,-1.5,Matches
Jean-Philippe Gbamin,ci CIV,MF,Mainz 05,22,1995,29.7,2,36,7,19.4,1.21,0.24,0.06,0.29,31.2,3,0,0,1.4,1.4,0.04,+0.6,+0.6,Matches
Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,31,1986,31.3,3,28,12,42.9,0.90,0.38,0.11,0.25,11.9,0,0,0,3.9,3.9,0.14,-0.9,-0.9,Matches
Dennis Geiger,de GER,MF,Hoffenheim,20,1998,2.7,0,4,2,50.0,1.46,0.73,0.00,0.00,27.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Christian Gentner,de GER,"MF,FW",Stuttgart,32,1985,22.4,0,29,5,17.2,1.29,0.22,0.00,0.00,16.3,1,0,0,2.5,2.5,0.09,-2.5,-2.5,Matches
Yannick Gerhardt,de GER,MF,Wolfsburg,24,1994,27.3,2,36,8,22.2,1.32,0.29,0.06,0.25,16.6,0,0,0,3.5,3.5,0.10,-1.5,-1.5,Matches
