player,nationality,position,team,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches
Nathan N'Goumou,fr FRA,"FW,MF",M'Gladbach,23-288,2000,7.4,148,192,77.1,2032,448,89,112,79.5,41,52,78.8,10,13,76.9,1,0.3,0.9,+0.7,6,5,6,2,17,Matches
Stanley N'Soki,fr FRA,DF,Hoffenheim,24-262,1999,0.3,11,15,73.3,222,173,4,5,80.0,5,6,83.3,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,2,Matches
Luca Netz,de GER,DF,M'Gladbach,20-226,2003,12.5,438,572,76.6,6940,2372,227,260,87.3,159,191,83.2,35,80,43.8,3,2.2,1.7,+0.8,21,18,9,3,36,Matches
Manuel Neuer,de GER,GK,Bayern Munich,37-275,1986,7.0,266,308,86.4,6530,3827,51,51,100.0,145,147,98.6,70,110,63.6,0,0.0,0.0,0.0,0,4,0,0,1,Matches
Florian Neuhaus,de GER,MF,M'Gladbach,26-286,1997,6.7,250,289,86.5,4095,1079,137,147,93.2,87,99,87.9,19,28,67.9,0,0.5,1.2,-0.5,6,39,6,3,36,Matches
Jessic Ngankam,de GER,"FW,DF",Eint Frankfurt,23-160,2000,2.8,30,40,75.0,326,24,22,28,78.6,5,6,83.3,0,0,,0,0.0,0.1,0.0,1,1,1,0,1,Matches
Moritz Nicolas,de GER,GK,M'Gladbach,26-067,1997,14.0,427,550,77.6,10413,6529,84,84,100.0,240,245,98.0,101,215,47.0,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Justin Njinmah,de GER,"FW,MF",Werder Bremen,23-042,2000,4.0,55,79,69.6,727,158,36,49,73.5,13,18,72.2,2,3,66.7,2,1.6,1.5,+0.4,8,3,4,0,6,Matches
Niels Nkounkou,fr FRA,"DF,MF",Eint Frankfurt,23-056,2000,4.6,187,260,71.9,3278,1386,90,112,80.4,76,98,77.6,19,35,54.3,1,0.2,0.3,+0.8,4,15,4,2,13,Matches
Felix Nmecha,de GER,MF,Dortmund,23-078,2000,6.7,212,256,82.8,3487,822,95,111,85.6,90,99,90.9,14,19,73.7,2,0.6,0.7,+1.4,7,19,3,0,29,Matches
Alexander Nübel,de GER,GK,Stuttgart,27-088,1996,16.0,533,643,82.9,13617,9527,107,107,100.0,271,277,97.8,153,254,60.2,0,0.0,0.0,0.0,0,7,1,0,0,Matches
Fabian Nürnberger,de GER,"DF,MF",Darmstadt 98,24-152,1999,10.6,452,567,79.7,7373,2195,242,271,89.3,170,207,82.1,34,70,48.6,1,1.4,1.9,-0.4,21,35,14,10,41,Matches
Tim Oermann,de GER,"DF,MF",Bochum,20-082,2003,1.1,29,42,69.0,524,178,12,13,92.3,16,22,72.7,1,4,25.0,0,0.1,0.0,-0.1,1,3,1,0,6,Matches
Masaya Okugawa,jp JPN,"FW,DF",Augsburg,27-257,1996,0.4,7,11,63.6,102,22,5,7,71.4,2,4,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Finn Ole Becker,de GER,MF,Hoffenheim,23-202,2000,3.8,153,195,78.5,2485,710,76,86,88.4,57,70,81.4,14,27,51.9,0,0.3,0.4,-0.3,5,9,4,0,19,Matches
Mathias Olesen,lu LUX,"MF,FW",Köln,22-281,2001,1.2,42,53,79.2,639,170,24,29,82.8,15,17,88.2,2,3,66.7,0,0.0,0.2,0.0,1,5,2,1,7,Matches
Dani Olmo,es ESP,"MF,FW",RB Leipzig,25-234,1998,3.1,95,127,74.8,1504,318,46,57,80.7,39,46,84.8,6,12,50.0,1,0.9,0.5,+0.1,5,13,2,0,11,Matches
Jonas Omlin,ch SUI,GK,M'Gladbach,29-351,1994,2.0,53,77,68.8,1545,1074,9,9,100.0,27,28,96.4,17,40,42.5,1,0.4,0.0,+0.6,1,1,0,0,0,Matches
Karim Onisiwo,at AUT,"FW,MF",Mainz 05,31-285,1992,8.9,119,193,61.7,1719,363,64,89,71.9,36,53,67.9,9,16,56.3,3,1.1,0.8,+1.9,12,10,4,2,17,Matches
Loïs Openda,be BEL,FW,RB Leipzig,23-314,2000,13.9,148,232,63.8,1904,490,92,124,74.2,37,56,66.1,5,14,35.7,4,2.9,2.4,+1.1,18,9,8,2,21,Matches
Leon Opitz,de GER,"FW,DF",Werder Bremen,18-260,2005,0.2,4,10,40.0,84,38,2,3,66.7,1,4,25.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Willi Orban,hu HUN,DF,RB Leipzig,31-054,1992,3.0,252,283,89.0,4526,1729,87,95,91.6,154,167,92.2,11,18,61.1,0,0.0,0.1,0.0,0,12,1,0,25,Matches
Ivan Ordets,ua UKR,DF,Bochum,31-172,1992,8.4,229,301,76.1,4529,1420,66,87,75.9,137,159,86.2,24,44,54.5,0,0.3,0.3,-0.3,1,11,1,0,16,Matches
Patrick Osterhage,de GER,"MF,DF",Bochum,23-329,2000,8.6,277,344,80.5,4101,1203,154,175,88.0,85,98,86.7,20,31,64.5,0,0.2,0.3,-0.2,4,17,6,0,28,Matches
Salih Özcan,tr TUR,MF,Dortmund,25-350,1998,6.1,318,361,88.1,5274,1143,154,166,92.8,131,146,89.7,22,31,71.0,0,0.7,0.5,-0.7,6,28,3,0,27,Matches
Willian Pacho,ec ECU,DF,Eint Frankfurt,22-072,2001,16.0,939,1125,83.5,17897,6812,292,332,88.0,561,607,92.4,77,153,50.3,0,0.1,0.6,-0.1,1,64,5,1,64,Matches
Gonçalo Paciência,pt POR,FW,Bochum,29-148,1994,4.6,69,107,64.5,992,382,41,50,82.0,18,27,66.7,5,12,41.7,0,0.8,0.5,-0.8,8,11,5,1,17,Matches
Exequiel Palacios,ar ARG,MF,Leverkusen,25-083,1998,13.4,1224,1339,91.4,17006,5270,767,811,94.6,370,397,93.2,44,62,71.0,2,2.7,2.6,-0.7,17,118,18,2,98,Matches
Miloš Pantović,rs SRB,MF,Union Berlin,27-173,1996,0.2,4,7,57.1,45,23,2,3,66.7,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Antonios Papadopoulos,de GER,DF,Dortmund,24-108,1999,0.3,9,10,90.0,204,140,2,2,100.0,4,4,100.0,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Matondo-Merveille Papela,de GER,"MF,DF",Mainz 05,22-343,2001,1.6,37,54,68.5,612,203,21,24,87.5,13,17,76.5,3,9,33.3,0,0.3,0.1,-0.3,2,5,0,0,6,Matches
Leart Paqarada,xk KVX,DF,Köln,29-080,1994,9.6,418,598,69.9,6955,3180,211,241,87.6,154,195,79.0,41,114,36.0,0,1.3,2.1,-1.3,17,29,12,5,42,Matches
Kevin Paredes,us USA,"MF,FW",Wolfsburg,20-234,2003,3.9,119,147,81.0,1649,396,68,76,89.5,42,53,79.2,4,10,40.0,0,0.3,0.3,-0.3,4,7,4,0,12,Matches
Felix Passlack,de GER,DF,Bochum,25-212,1998,4.8,139,203,68.5,2423,742,59,73,80.8,64,80,80.0,10,29,34.5,0,0.4,0.5,-0.4,8,13,5,4,16,Matches
Jiří Pavlenka,cz CZE,GK,Werder Bremen,31-257,1992,7.0,187,246,76.0,4952,3302,39,39,100.0,93,93,100.0,54,113,47.8,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Aleksandar Pavlovic,de GER,MF,Bayern Munich,19-238,2004,3.3,202,226,89.4,3377,917,98,104,94.2,83,89,93.3,16,24,66.7,2,0.6,0.7,+1.4,4,22,3,1,26,Matches
Mads Pedersen,dk DEN,DF,Augsburg,27-117,1996,12.4,376,513,73.3,6354,2274,191,214,89.3,143,210,68.1,34,58,58.6,1,1.4,1.7,-0.4,9,21,10,6,29,Matches
Jordan Pefok,us USA,FW,M'Gladbach,27-245,1996,5.5,98,117,83.8,1303,232,54,63,85.7,32,36,88.9,3,3,100.0,1,0.5,0.4,+0.5,7,5,1,0,11,Matches
Jordan Pefok,us USA,FW,Union Berlin,27-245,1996,0.3,2,5,40.0,14,0,2,3,66.7,0,0,,0,0,,0,0.1,0.0,-0.1,2,0,0,0,0,Matches
Pavao Pervan,at AUT,GK,Wolfsburg,36-044,1987,3.0,83,117,70.9,2033,1293,24,24,100.0,38,39,97.4,21,54,38.9,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Jens Petter Hauge,no NOR,"MF,FW",Eint Frankfurt,24-076,1999,1.5,66,78,84.6,1049,270,31,34,91.2,30,34,88.2,4,6,66.7,0,0.0,0.4,0.0,1,4,4,0,6,Matches
Luca Pfeiffer,de GER,"FW,MF",Darmstadt 98,27-129,1996,11.2,170,245,69.4,2516,568,104,130,80.0,52,78,66.7,11,23,47.8,3,0.9,0.5,+2.1,13,11,3,0,21,Matches
Patric Pfeiffer,de GER,DF,Augsburg,24-129,1999,4.1,136,191,71.2,2752,944,48,54,88.9,70,91,76.9,18,39,46.2,1,0.6,0.5,+0.4,1,11,2,1,12,Matches
Maximilian Philipp,de GER,"FW,MF",Freiburg,29-301,1994,2.5,58,79,73.4,724,98,35,40,87.5,15,23,65.2,2,3,66.7,0,0.0,0.1,0.0,1,5,1,0,4,Matches
Florian Pick,de GER,"MF,FW",Heidenheim,28-110,1995,2.4,83,120,69.2,1464,441,31,38,81.6,35,44,79.5,12,26,46.2,0,0.2,0.4,-0.2,3,4,2,1,7,Matches
Amos Pieper,de GER,DF,Werder Bremen,25-344,1998,6.0,219,294,74.5,4363,1814,76,97,78.4,108,124,87.1,32,62,51.6,0,0.8,0.4,-0.8,2,23,2,0,23,Matches
Marvin Pieringer,de GER,"FW,MF",Heidenheim,24-084,1999,8.1,133,204,65.2,1800,430,82,116,70.7,35,57,61.4,6,9,66.7,0,0.8,0.6,-0.8,5,12,6,0,18,Matches
Alassane Pléa,fr FRA,"FW,MF",M'Gladbach,30-292,1993,13.0,308,441,69.8,5217,1653,158,197,80.2,106,152,69.7,34,54,63.0,2,2.1,2.3,-0.1,22,27,21,2,66,Matches
Yussuf Poulsen,dk DEN,FW,RB Leipzig,29-195,1994,9.4,154,207,74.4,1901,499,102,125,81.6,33,43,76.7,5,8,62.5,1,0.8,1.5,+0.2,10,6,3,1,13,Matches
Grischa Prömel,de GER,MF,Hoffenheim,28-352,1995,13.6,386,491,78.6,6271,1542,177,210,84.3,173,196,88.3,25,50,50.0,5,2.5,1.4,+2.5,15,44,11,0,57,Matches
Gustavo Puerta,co COL,"DF,MF",Leverkusen,20-157,2003,0.3,21,24,87.5,289,45,11,12,91.7,10,11,90.9,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Luca Raimund,de GER,FW,Stuttgart,18-262,2005,0.2,9,14,64.3,109,8,6,9,66.7,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Grant Ranos,am ARM,"FW,MF",M'Gladbach,20-160,2003,0.5,12,15,80.0,166,64,4,5,80.0,5,7,71.4,0,0,,0,0.0,0.1,0.0,0,2,0,0,2,Matches
Nicolai Rapp,de GER,DF,Werder Bremen,27-014,1996,0.8,32,40,80.0,563,213,12,14,85.7,18,22,81.8,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,2,Matches
David Raum,de GER,DF,RB Leipzig,25-249,1998,15.7,821,1138,72.1,14304,4915,379,427,88.8,348,459,75.8,76,190,40.0,3,2.9,4.6,+0.1,30,53,32,15,69,Matches
Rocco Reitz,de GER,MF,M'Gladbach,21-212,2002,12.3,368,499,73.7,5783,1891,194,232,83.6,143,184,77.7,19,43,44.2,1,1.1,0.7,-0.1,6,46,4,1,56,Matches
Marco Reus,de GER,"MF,FW",Dortmund,34-210,1989,9.9,263,331,79.5,3753,970,146,166,88.0,84,101,83.2,16,23,69.6,2,2.3,1.4,-0.3,18,15,12,1,29,Matches
Elvis Rexhbeçaj,de GER,MF,Augsburg,26-056,1997,15.3,363,494,73.5,5737,1724,175,214,81.8,144,187,77.0,25,49,51.0,0,0.4,1.0,-0.4,10,47,10,3,63,Matches
Gio Reyna,us USA,"MF,FW",Dortmund,21-044,2002,2.6,140,164,85.4,2029,477,89,96,92.7,44,54,81.5,4,6,66.7,0,0.7,0.8,-0.7,6,13,4,2,14,Matches
Marco Richter,de GER,"MF,FW",Mainz 05,26-033,1997,5.8,135,213,63.4,2378,877,68,82,82.9,40,71,56.3,20,44,45.5,0,0.7,1.3,-0.7,8,20,9,2,25,Matches
Clemens Riedel,de GER,DF,Darmstadt 98,20-161,2003,4.1,254,299,84.9,5111,1433,77,88,87.5,142,152,93.4,30,43,69.8,0,0.1,0.1,-0.1,3,21,0,0,23,Matches
Manuel Riemann,de GER,GK,Bochum,35-109,1988,16.0,500,827,60.5,16623,13917,74,76,97.4,182,185,98.4,240,561,42.8,0,0.1,0.2,-0.1,2,39,2,0,4,Matches
Sebastian Rode,de GER,MF,Eint Frankfurt,33-077,1990,0.3,21,29,72.4,345,120,11,14,78.6,8,12,66.7,1,2,50.0,0,0.0,0.1,0.0,0,3,2,0,6,Matches
Rogério,br BRA,"DF,MF",Wolfsburg,25-348,1998,5.8,269,319,84.3,4217,1369,144,154,93.5,107,126,84.9,14,22,63.6,0,0.1,0.3,-0.1,2,17,4,3,33,Matches
Merlin Röhl,de GER,"MF,FW",Freiburg,21-175,2002,8.5,147,194,75.8,2028,455,87,111,78.4,47,54,87.0,5,10,50.0,4,1.8,1.2,+2.2,8,18,3,1,15,Matches
Frank Ronstadt,de GER,"DF,MF",Darmstadt 98,26-159,1997,0.8,35,42,83.3,479,178,21,23,91.3,13,15,86.7,0,1,0.0,0,0.1,0.1,-0.1,2,2,2,1,2,Matches
Anthony Rouault,fr FRA,DF,Stuttgart,22-212,2001,5.1,317,370,85.7,5701,2229,135,153,88.2,148,158,93.7,31,42,73.8,1,0.3,0.6,+0.7,1,29,4,1,27,Matches
Jérôme Roussillon,fr FRA,DF,Union Berlin,30-355,1993,5.3,189,253,74.7,3006,1440,98,115,85.2,77,94,81.9,11,28,39.3,1,0.4,0.3,+0.6,5,15,5,2,28,Matches
Fabian Rüdlin,de GER,MF,Freiburg,26-348,1997,0.1,4,5,80.0,89,35,1,1,100.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Julian Ryerson,no NOR,DF,Dortmund,26-040,1997,9.9,435,519,83.8,6789,1335,221,242,91.3,175,207,84.5,26,38,68.4,1,1.8,1.5,-0.8,9,20,5,4,31,Matches
Frederik Rønnow,dk DEN,GK,Union Berlin,31-145,1992,15.0,389,566,68.7,10452,7621,76,76,100.0,210,214,98.1,101,273,37.0,0,0.0,0.0,0.0,0,11,0,0,0,Matches
Marcel Sabitzer,at AUT,MF,Dortmund,29-285,1994,9.3,294,376,78.2,4484,1318,148,178,83.1,113,129,87.6,17,36,47.2,0,0.5,1.0,-0.5,8,33,12,1,47,Matches
Roland Sallai,hu HUN,"FW,DF",Freiburg,26-219,1997,8.4,173,261,66.3,2520,629,106,121,87.6,55,84,65.5,8,27,29.6,0,1.2,1.2,-1.2,14,7,15,6,17,Matches
Diadie Samassékou,ml MLI,MF,Hoffenheim,27-350,1996,0.0,2,2,100.0,25,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Leroy Sané,de GER,FW,Bayern Munich,27-350,1996,14.6,529,662,79.9,7883,1935,317,362,87.6,149,178,83.7,40,68,58.8,8,8.1,6.8,-0.1,49,24,26,1,71,Matches
Amin Sarr,se SWE,"FW,MF",Wolfsburg,22-291,2001,1.1,10,23,43.5,114,43,5,12,41.7,3,5,60.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,2,Matches
Bouna Sarr,sn SEN,DF,Bayern Munich,31-330,1992,1.2,92,104,88.5,1371,286,53,58,91.4,35,40,87.5,3,4,75.0,0,0.0,0.1,0.0,0,9,1,1,2,Matches
Joe Scally,us USA,DF,M'Gladbach,20-361,2002,12.9,604,746,81.0,9569,3697,311,342,90.9,239,288,83.0,39,77,50.6,1,0.4,0.6,+0.6,6,28,7,4,47,Matches
András Schäfer,hu HUN,MF,Union Berlin,24-258,1999,1.9,54,71,76.1,826,190,34,41,82.9,17,21,81.0,3,6,50.0,0,0.1,0.1,-0.1,2,6,1,0,9,Matches
Patrik Schick,cz CZE,"FW,MF",Leverkusen,27-337,1996,1.3,26,36,72.2,289,43,19,27,70.4,5,5,100.0,0,0,,0,0.1,0.4,-0.1,1,1,0,0,1,Matches
Stefan Schimmer,de GER,"MF,FW",Heidenheim,29-243,1994,0.8,10,24,41.7,97,43,6,10,60.0,2,7,28.6,0,0,,1,0.9,0.7,+0.1,1,1,0,0,1,Matches
Xaver Schlager,at AUT,MF,RB Leipzig,26-090,1997,13.7,769,875,87.9,12804,3604,380,411,92.5,322,348,92.5,56,79,70.9,1,1.5,1.7,-0.5,13,88,12,2,107,Matches
Keven Schlotterbeck,de GER,DF,Bochum,26-243,1997,9.0,266,359,74.1,5110,2091,91,116,78.4,147,179,82.1,26,51,51.0,0,0.3,0.5,-0.3,2,13,2,0,25,Matches
Nico Schlotterbeck,de GER,DF,Dortmund,24-026,1999,14.5,1025,1157,88.6,20682,7542,315,337,93.5,576,614,93.8,128,187,68.4,0,0.7,1.2,-0.7,7,90,8,0,80,Matches
Romano Schmid,at AUT,MF,Werder Bremen,23-334,2000,13.6,474,608,78.0,7711,2421,224,279,80.3,187,221,84.6,42,62,67.7,2,2.8,3.0,-0.8,20,52,23,5,75,Matches
Kenneth Schmidt,de GER,DF,Freiburg,21-207,2002,0.8,43,48,89.6,749,239,18,18,100.0,22,25,88.0,2,2,100.0,0,0.1,0.1,-0.1,2,2,1,1,4,Matches
Benno Schmitz,de GER,DF,Köln,29-040,1994,6.0,235,349,67.3,3810,2017,127,146,87.0,78,123,63.4,24,53,45.3,0,0.2,0.2,-0.2,2,21,5,2,38,Matches
Fabian Schnellhardt,de GER,MF,Darmstadt 98,29-349,1994,2.3,132,151,87.4,2314,452,50,56,89.3,71,76,93.4,8,10,80.0,0,0.0,0.1,0.0,1,8,1,0,14,Matches
Jan Schöppner,de GER,MF,Heidenheim,24-198,1999,7.0,127,203,62.6,2050,638,67,99,67.7,45,68,66.2,11,20,55.0,0,0.4,0.2,-0.4,4,7,2,0,19,Matches
Marcel Schuhen,de GER,GK,Darmstadt 98,30-348,1993,15.0,573,782,73.3,15903,11342,103,103,100.0,287,292,98.3,182,384,47.4,0,0.0,0.1,0.0,0,22,2,0,4,Matches
Marvin Schwäbe,de GER,GK,Köln,28-246,1995,16.0,541,660,82.0,13765,9031,94,94,100.0,302,307,98.4,144,254,56.7,0,0.0,0.0,0.0,1,8,0,0,0,Matches
Nicolas Seiwald,at AUT,MF,RB Leipzig,22-237,2001,1.6,44,56,78.6,768,271,22,25,88.0,18,23,78.3,4,6,66.7,0,0.0,0.0,0.0,0,5,1,0,3,Matches
Davie Selke,de GER,FW,Köln,28-341,1995,11.3,118,186,63.4,1442,241,75,104,72.1,30,51,58.8,3,4,75.0,0,0.3,0.2,-0.3,9,8,3,0,13,Matches
Benjamin Šeško,si SVN,FW,RB Leipzig,20-210,2003,3.9,63,95,66.3,710,106,45,58,77.6,12,18,66.7,2,5,40.0,0,0.2,0.1,-0.2,3,1,1,0,3,Matches
Kevin Sessa,de GER,"MF,FW",Heidenheim,23-174,2000,2.4,65,93,69.9,1121,334,31,41,75.6,26,34,76.5,7,12,58.3,0,0.2,0.3,-0.2,3,7,4,0,12,Matches
Aaron Seydel,de GER,FW,Darmstadt 98,27-323,1996,2.9,41,71,57.7,621,142,22,37,59.5,15,25,60.0,2,3,66.7,0,0.2,0.1,-0.2,3,6,1,0,7,Matches
Tim Siersleben,de GER,DF,Heidenheim,23-293,2000,9.0,414,508,81.5,9174,3976,110,126,87.3,226,248,91.1,78,129,60.5,0,0.5,0.4,-0.5,3,37,0,0,44,Matches
Kiliann Sildillia,fr FRA,DF,Freiburg,21-225,2002,11.5,433,619,70.0,7934,2887,188,228,82.5,177,248,71.4,59,110,53.6,1,0.8,1.1,+0.2,10,36,14,7,38,Matches
Mohamed Simakan,fr FRA,DF,RB Leipzig,23-238,2000,14.8,909,1031,88.2,16400,5736,353,386,91.5,485,518,93.6,63,109,57.8,1,0.8,0.8,+0.2,5,76,1,0,69,Matches
Xavi Simons,nl NED,MF,RB Leipzig,20-250,2003,14.1,518,658,78.7,8052,2180,289,332,87.0,169,207,81.6,43,74,58.1,7,3.3,3.9,+3.7,34,47,30,1,81,Matches
Tim Skarke,de GER,"FW,DF",Darmstadt 98,27-111,1996,12.0,273,372,73.4,4789,1203,125,146,85.6,112,147,76.2,30,53,56.6,0,0.6,0.6,-0.6,9,14,9,5,27,Matches
Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,28-231,1995,13.3,634,758,83.6,10158,3130,318,350,90.9,252,289,87.2,44,73,60.3,1,0.8,1.4,+0.2,14,47,11,0,64,Matches
Robert Skov,dk DEN,"DF,FW",Hoffenheim,27-221,1996,9.1,301,418,72.0,5637,2087,117,137,85.4,140,176,79.5,40,78,51.3,3,1.6,0.8,+1.4,14,28,7,3,34,Matches
Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,23-132,2000,2.8,193,220,87.7,3664,1307,54,65,83.1,120,128,93.8,16,23,69.6,0,0.0,0.0,0.0,1,8,0,0,7,Matches
Danilo Soares,br BRA,DF,Bochum,32-059,1991,3.9,124,179,69.3,2028,942,65,75,86.7,50,79,63.3,8,20,40.0,0,0.1,0.1,-0.1,3,12,3,0,15,Matches
Borna Sosa,hr CRO,"FW,DF",Stuttgart,25-340,1998,0.5,27,43,62.8,481,122,16,17,94.1,7,13,53.8,4,11,36.4,0,0.3,0.1,-0.3,3,2,0,0,2,Matches
Anton Stach,de GER,MF,Hoffenheim,25-042,1998,11.5,436,553,78.8,7120,2198,219,254,86.2,169,208,81.3,37,71,52.1,0,1.5,0.9,-1.5,6,57,13,2,60,Matches
Anton Stach,de GER,MF,Mainz 05,25-042,1998,1.9,43,68,63.2,639,168,26,37,70.3,12,20,60.0,3,7,42.9,0,0.1,0.1,-0.1,2,7,1,0,8,Matches
Jens Stage,dk DEN,MF,Werder Bremen,27-049,1996,15.0,445,588,75.7,7196,2186,224,285,78.6,192,240,80.0,23,39,59.0,1,1.0,1.0,0.0,14,39,6,2,47,Matches
Josip Stanišić,hr CRO,DF,Leverkusen,23-269,2000,2.8,193,215,89.8,3033,1096,110,117,94.0,64,66,97.0,17,23,73.9,0,0.3,0.3,-0.3,4,13,3,0,21,Matches
Niklas Stark,de GER,DF,Werder Bremen,28-257,1995,6.4,266,344,77.3,5554,2555,68,88,77.3,163,184,88.6,35,66,53.0,0,0.0,0.1,0.0,0,15,2,0,16,Matches
Pascal Stenzel,de GER,DF,Stuttgart,27-282,1996,8.4,473,552,85.7,9329,2901,191,210,91.0,195,223,87.4,81,102,79.4,3,2.0,1.7,+1.0,10,48,18,6,63,Matches
Leonidas Stergiou,ch SUI,DF,Stuttgart,21-299,2002,0.5,24,29,82.8,303,117,20,22,90.9,4,5,80.0,0,1,0.0,0,0.0,0.0,0.0,0,1,1,0,2,Matches
Angelo Stiller,de GER,MF,Hoffenheim,22-267,2001,0.9,36,43,83.7,683,273,17,19,89.5,13,13,100.0,5,7,71.4,0,0.0,0.1,0.0,1,7,1,1,7,Matches
Angelo Stiller,de GER,MF,Stuttgart,22-267,2001,13.2,869,978,88.9,14227,4348,403,430,93.7,370,389,95.1,61,105,58.1,3,2.4,2.6,+0.6,24,102,10,2,96,Matches
Kevin Stöger,at AUT,MF,Bochum,30-122,1993,13.2,582,885,65.8,10942,4363,255,335,76.1,228,326,69.9,85,173,49.1,3,3.2,4.1,-0.2,42,86,36,9,130,Matches
Filip Stojilković,ch SUI,"FW,MF",Darmstadt 98,23-357,2000,1.7,10,21,47.6,176,45,3,8,37.5,7,12,58.3,0,0,,0,0.0,0.0,0.0,0,2,1,0,3,Matches
Niklas Süle,de GER,DF,Dortmund,28-115,1995,6.9,559,604,92.5,10666,3162,204,214,95.3,298,314,94.9,52,67,77.6,0,0.1,0.4,-0.1,4,33,4,1,43,Matches
Mattias Svanberg,se SWE,MF,Wolfsburg,24-356,1999,13.4,376,524,71.8,5850,1931,188,229,82.1,144,190,75.8,23,59,39.0,3,1.4,1.3,+1.6,17,40,12,1,62,Matches
Attila Szalai,hu HUN,DF,Hoffenheim,25-341,1998,3.2,131,178,73.6,2249,1119,53,62,85.5,63,77,81.8,10,30,33.3,0,0.5,0.8,-0.5,2,10,2,1,13,Matches
Jonathan Tah,de GER,DF,Leverkusen,27-319,1996,14.5,961,1021,94.1,15166,6365,485,497,97.6,418,448,93.3,38,50,76.0,0,0.1,0.3,-0.1,2,63,1,0,53,Matches
Edmond Tapsoba,bf BFA,DF,Leverkusen,24-328,1999,13.0,1046,1130,92.6,17239,7601,519,543,95.6,438,462,94.8,66,90,73.3,0,0.8,0.8,-0.8,4,87,5,0,85,Matches
Mathys Tel,fr FRA,"FW,MF",Bayern Munich,18-244,2005,2.4,80,95,84.2,1146,178,47,51,92.2,27,33,81.8,3,4,75.0,2,0.3,0.7,+1.7,2,3,2,0,5,Matches
Nathan Tella,ng NGA,DF,Leverkusen,24-175,1999,0.9,38,47,80.9,537,170,25,27,92.6,11,13,84.6,2,5,40.0,0,0.5,0.3,-0.5,1,4,3,0,6,Matches
Norman Theuerkauf,de GER,"MF,DF",Heidenheim,36-337,1987,8.1,198,261,75.9,3988,1483,75,89,84.3,89,111,80.2,31,45,68.9,1,0.3,0.4,+0.7,5,12,2,0,24,Matches
Jan Thielmann,de GER,"FW,MF",Köln,21-215,2002,4.9,95,161,59.0,1484,492,53,76,69.7,33,50,66.0,7,18,38.9,0,0.2,0.3,-0.2,3,6,4,2,20,Matches
Denis Thomalla,de GER,"MF,FW",Heidenheim,31-133,1992,3.9,125,162,77.2,2206,618,56,73,76.7,48,61,78.7,16,18,88.9,0,0.3,0.7,-0.3,3,9,3,0,19,Matches
Phillip Tietz,de GER,FW,Augsburg,26-171,1997,11.7,134,229,58.5,1877,396,82,119,68.9,39,64,60.9,6,14,42.9,2,1.2,0.9,+0.8,15,11,3,0,15,Matches
Steffen Tigges,de GER,"FW,MF",Köln,25-149,1998,4.1,51,90,56.7,700,165,27,48,56.3,19,29,65.5,1,3,33.3,0,0.4,0.2,-0.4,6,5,2,0,6,Matches
Umut Tohumcu,de GER,MF,Hoffenheim,19-138,2004,2.3,55,62,88.7,749,245,36,39,92.3,18,19,94.7,1,2,50.0,1,0.4,0.7,+0.6,2,5,3,0,8,Matches
Tiago Tomás,pt POR,"FW,MF",Wolfsburg,21-194,2002,6.5,106,164,64.6,1486,282,64,80,80.0,30,53,56.6,7,14,50.0,0,0.3,0.6,-0.3,6,1,7,0,12,Matches
Fabio Torsiello,it ITA,"DF,FW",Darmstadt 98,18-328,2005,0.3,3,3,100.0,63,27,2,2,100.0,0,0,,1,1,100.0,0,0.0,0.1,0.0,0,1,1,1,1,Matches
Lucas Tousart,fr FRA,MF,Union Berlin,26-242,1997,3.4,84,118,71.2,1349,417,40,53,75.5,34,44,77.3,7,12,58.3,0,0.4,0.1,-0.4,3,8,0,0,8,Matches
Omar Traoré,de GER,DF,Heidenheim,25-326,1998,12.6,417,576,72.4,7156,3095,198,230,86.1,180,232,77.6,34,76,44.7,1,0.7,0.8,+0.3,9,25,11,6,36,Matches
