player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
Ihlas Bebou,tg TOG,"MF,FW",Hannover 96,23,1994,30,20,"2,140",23.8,5,2,7,5,0,0,3,0,5.2,5.2,5.5,10.7,75,86,180,0.21,0.08,0.29,0.21,0.29,0.22,0.23,0.45,0.22,0.45,Matches
Andreas Beck,de GER,DF,Stuttgart,30,1987,23,22,"1,927",21.4,1,1,2,1,0,0,5,0,0.3,0.3,1.5,1.8,27,77,76,0.05,0.05,0.09,0.05,0.09,0.01,0.07,0.08,0.01,0.08,Matches
Ishak Belfodil,dz ALG,FW,Werder Bremen,25,1992,26,13,"1,350",15.0,4,1,5,4,0,0,1,0,4.7,4.7,2.4,7.1,64,42,155,0.27,0.07,0.33,0.27,0.33,0.31,0.16,0.48,0.31,0.48,Matches
Stefan Bell,de GER,DF,Mainz 05,25,1991,25,24,"2,177",24.2,1,0,1,1,0,0,8,0,1.3,1.3,0.9,2.2,13,58,13,0.04,0.00,0.04,0.04,0.04,0.05,0.04,0.09,0.05,0.09,Matches
Karim Bellarabi,de GER,"MF,FW",Leverkusen,27,1990,24,13,"1,146",12.7,1,3,4,1,0,0,2,0,2.9,2.9,4.3,7.3,62,51,155,0.08,0.24,0.31,0.08,0.31,0.23,0.34,0.57,0.23,0.57,Matches
Lars Bender,de GER,"DF,MF",Leverkusen,28,1989,21,20,"1,595",17.7,2,4,6,2,0,0,5,0,2.1,2.1,2.0,4.0,30,115,84,0.11,0.23,0.34,0.11,0.34,0.12,0.11,0.23,0.12,0.23,Matches
Sven Bender,de GER,DF,Leverkusen,28,1989,29,29,"2,345",26.1,2,0,2,2,0,0,0,0,1.5,1.5,0.2,1.7,18,110,4,0.08,0.00,0.08,0.08,0.08,0.06,0.01,0.06,0.06,0.06,Matches
László Bénes,sk SVK,MF,M'Gladbach,19,1997,2,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,3,1,0.00,0.00,0.00,0.00,0.00,0.06,0.40,0.46,0.06,0.46,Matches
Marcel Benger,de GER,MF,M'Gladbach,19,1998,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Charlison Benschop,cw CUW,"MF,DF",Hannover 96,27,1989,7,2,184,2.0,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,4,6,11,0.49,0.00,0.49,0.49,0.49,0.15,0.02,0.17,0.15,0.17,Matches
Nabil Bentaleb,dz ALG,MF,Schalke 04,22,1994,16,12,"1,011",11.2,4,3,7,0,4,4,3,1,3.5,0.3,0.6,1.0,9,43,9,0.36,0.27,0.62,0.00,0.27,0.31,0.06,0.37,0.03,0.09,Matches
Emil Berggreen,dk DEN,FW,Mainz 05,24,1993,14,6,669,7.4,4,2,6,4,0,0,2,0,2.0,2.0,0.9,2.8,0,11,41,0.54,0.27,0.81,0.54,0.81,0.26,0.12,0.38,0.26,0.38,Matches
Bernardo,br BRA,DF,RB Leipzig,22,1995,18,15,"1,350",15.0,1,1,2,1,0,0,2,0,0.6,0.6,0.7,1.2,31,71,57,0.07,0.07,0.13,0.07,0.13,0.04,0.04,0.08,0.04,0.08,Matches
Juan Bernat,es ESP,"DF,FW",Bayern Munich,24,1993,11,11,888,9.9,0,2,2,0,0,0,1,0,0.3,0.3,1.5,1.8,24,42,102,0.00,0.20,0.20,0.00,0.20,0.03,0.15,0.18,0.03,0.18,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,27,1990,9,7,548,6.1,0,0,0,0,0,0,4,0,0.5,0.5,0.0,0.5,5,18,1,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.08,0.08,0.08,Matches
Leonardo Bittencourt,de GER,"MF,FW",Köln,23,1993,22,17,"1,613",17.9,5,3,8,5,0,0,4,0,3.2,3.2,2.3,5.5,64,69,170,0.28,0.17,0.45,0.28,0.45,0.18,0.13,0.31,0.18,0.31,Matches
Pablo de Blasis,ar ARG,"FW,MF",Mainz 05,29,1988,25,20,"1,652",18.4,5,2,7,2,3,3,2,0,3.7,1.4,2.1,3.5,24,68,132,0.27,0.11,0.38,0.11,0.22,0.20,0.11,0.32,0.07,0.19,Matches
Danny Blum,de GER,"MF,DF",Eint Frankfurt,26,1991,2,0,29,0.3,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,0,1,1,3.10,0.00,3.10,3.10,3.10,1.65,0.00,1.65,1.65,1.65,Matches
Jérôme Boateng,de GER,DF,Bayern Munich,28,1988,19,19,"1,640",18.2,1,2,3,1,0,0,4,0,1.1,1.1,1.7,2.8,12,127,4,0.05,0.11,0.16,0.05,0.16,0.06,0.09,0.15,0.06,0.15,Matches
Kevin-Prince Boateng,gh GHA,"MF,FW",Eint Frankfurt,30,1987,31,27,"2,357",26.2,6,1,7,6,0,0,4,0,4.7,4.7,1.4,6.1,29,143,107,0.23,0.04,0.27,0.23,0.27,0.18,0.05,0.23,0.18,0.23,Matches
Raúl Bobadilla,py PAR,"FW,MF",M'Gladbach,30,1987,13,5,449,5.0,0,0,0,0,0,0,2,0,1.9,1.9,0.4,2.3,8,6,54,0.00,0.00,0.00,0.00,0.00,0.39,0.08,0.47,0.39,0.47,Matches
Julian Brandt,de GER,"FW,MF",Leverkusen,21,1996,34,26,"2,326",25.8,9,3,12,9,0,0,0,0,5.2,5.2,5.9,11.1,91,112,260,0.35,0.12,0.46,0.35,0.46,0.20,0.23,0.43,0.20,0.43,Matches
Josip Brekalo,hr CRO,FW,Wolfsburg,19,1998,13,10,869,9.7,3,2,5,3,0,0,2,0,1.7,1.6,1.2,2.8,31,32,72,0.31,0.21,0.52,0.31,0.52,0.18,0.14,0.31,0.17,0.31,Matches
Josip Brekalo,hr CRO,"MF,FW",Stuttgart,19,1998,14,7,726,8.1,1,1,2,1,0,0,1,0,1.1,1.1,1.2,2.2,29,21,62,0.12,0.12,0.25,0.12,0.25,0.13,0.15,0.28,0.13,0.28,Matches
John Brooks,us USA,DF,Wolfsburg,24,1993,9,9,727,8.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,9,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
Daniel Brosinski,de GER,"DF,FW",Mainz 05,29,1988,29,28,"2,500",27.8,1,5,6,0,1,1,0,0,2.0,1.3,3.4,4.6,63,126,143,0.04,0.18,0.22,0.00,0.18,0.07,0.12,0.19,0.05,0.17,Matches
Bruma,pt POR,"MF,FW",RB Leipzig,22,1994,28,16,"1,611",17.9,4,2,6,4,0,0,0,0,2.2,2.2,3.1,5.4,120,90,145,0.22,0.11,0.34,0.22,0.34,0.13,0.18,0.30,0.13,0.30,Matches
Jeffrey Bruma,nl NED,DF,Wolfsburg,25,1991,11,11,990,11.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,3,28,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
Jacob Bruun Larsen,dk DEN,"MF,DF",Stuttgart,18,1998,4,1,107,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Jacob Bruun Larsen,dk DEN,DF,Dortmund,18,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Onur Bulut,tr TUR,FW,Freiburg,23,1994,1,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18,Matches
Guido Burgstaller,at AUT,FW,Schalke 04,28,1989,32,24,"2,324",25.8,11,4,15,11,0,0,8,0,9.2,9.2,3.4,12.6,53,56,208,0.43,0.15,0.58,0.43,0.58,0.36,0.13,0.49,0.36,0.49,Matches
Roman Bürki,ch SUI,GK,Dortmund,26,1990,33,33,"2,969",33.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Dženis Burnić,de GER,MF,Stuttgart,19,1998,6,3,305,3.4,0,0,0,0,0,0,3,1,0.3,0.3,0.3,0.5,8,17,12,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.16,0.08,0.16,Matches
Jakub Błaszczykowski,pl POL,"FW,MF",Wolfsburg,31,1985,9,6,520,5.8,1,0,1,1,0,0,0,0,0.1,0.1,0.4,0.6,10,25,55,0.17,0.00,0.17,0.17,0.17,0.02,0.08,0.10,0.02,0.10,Matches
Caiuby,br BRA,FW,Augsburg,29,1988,33,32,"2,855",31.7,5,7,12,5,0,0,8,0,5.1,5.1,4.0,9.1,66,84,141,0.16,0.22,0.38,0.16,0.38,0.16,0.13,0.29,0.16,0.29,Matches
Luca Caldirola,it ITA,DF,Werder Bremen,26,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Daniel Caligiuri,it ITA,"DF,MF",Schalke 04,29,1988,33,32,"2,917",32.4,6,10,16,3,3,3,4,0,4.3,1.9,5.5,7.4,116,143,148,0.19,0.31,0.49,0.09,0.40,0.13,0.17,0.30,0.06,0.23,Matches
Ignacio Camacho,es ESP,"MF,DF",Wolfsburg,27,1990,11,11,951,10.6,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.8,1,47,5,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches
Koen Casteels,be BEL,GK,Wolfsburg,25,1992,34,34,"3,060",34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Gonzalo Castro,de GER,MF,Dortmund,30,1987,19,16,"1,206",13.4,0,2,2,0,0,0,3,0,1.2,1.2,3.0,4.2,17,97,47,0.00,0.15,0.15,0.00,0.15,0.09,0.22,0.31,0.09,0.31,Matches
Marijan Ćavar,ba BIH,MF,Eint Frankfurt,19,1998,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
Timothy Chandler,us USA,"DF,FW",Eint Frankfurt,27,1990,24,22,"1,892",21.0,2,4,6,2,0,0,3,0,1.6,1.6,2.6,4.2,47,78,122,0.10,0.19,0.29,0.10,0.29,0.08,0.12,0.20,0.08,0.20,Matches
Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,30,1987,28,24,"2,183",24.3,0,0,0,0,0,0,2,0,0.2,0.2,0.8,1.0,14,100,21,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
Christian Clemens,de GER,"MF,FW",Köln,25,1991,14,6,646,7.2,1,0,1,1,0,0,2,0,1.5,1.5,1.6,3.1,14,20,36,0.14,0.00,0.14,0.14,0.14,0.21,0.22,0.43,0.21,0.43,Matches
Coke,es ESP,MF,Schalke 04,30,1987,1,0,2,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,21,1996,21,10,"1,153",12.8,3,3,6,3,0,0,0,0,2.2,2.2,3.6,5.8,97,60,202,0.23,0.23,0.47,0.23,0.47,0.18,0.28,0.45,0.18,0.45,Matches
Marvin Compper,de GER,DF,RB Leipzig,32,1985,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Jhon Córdoba,co COL,FW,Köln,24,1993,18,9,957,10.6,0,2,2,0,0,0,1,0,4.0,4.0,1.1,5.1,27,16,99,0.00,0.19,0.19,0.00,0.19,0.37,0.11,0.48,0.37,0.48,Matches
Sergio Córdova,ve VEN,"FW,MF",Augsburg,19,1997,26,3,586,6.5,2,1,3,2,0,0,3,0,1.6,1.6,0.7,2.3,13,11,50,0.31,0.15,0.46,0.31,0.46,0.24,0.11,0.35,0.24,0.35,Matches
Danny da Costa,de GER,"DF,FW",Eint Frankfurt,24,1993,17,13,"1,202",13.4,1,2,3,1,0,0,1,0,0.8,0.8,1.5,2.4,21,59,89,0.07,0.15,0.22,0.07,0.22,0.06,0.11,0.18,0.06,0.18,Matches
Mickaël Cuisance,fr FRA,"MF,FW",M'Gladbach,17,1999,24,9,"1,207",13.4,0,1,1,0,0,0,2,0,1.9,1.9,2.1,4.0,27,71,61,0.00,0.07,0.07,0.00,0.07,0.14,0.16,0.30,0.14,0.30,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,21,1996,23,11,"1,146",12.7,0,4,4,0,0,0,4,0,2.2,2.2,4.2,6.4,36,74,42,0.00,0.31,0.31,0.00,0.31,0.17,0.33,0.50,0.17,0.50,Matches
Kevin Danso,at AUT,DF,Augsburg,18,1998,16,13,"1,105",12.3,2,0,2,2,0,0,2,0,1.8,1.8,0.4,2.3,9,36,4,0.16,0.00,0.16,0.16,0.16,0.15,0.03,0.18,0.15,0.18,Matches
Palkó Dárdai,hu HUN,"FW,MF",Hertha BSC,18,1999,2,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,26,1990,21,18,"1,635",18.2,0,3,3,0,0,0,2,0,1.0,1.0,1.9,2.9,33,108,76,0.00,0.17,0.17,0.00,0.17,0.06,0.11,0.16,0.06,0.16,Matches
Thomas Delaney,dk DEN,MF,Werder Bremen,25,1991,32,31,"2,796",31.1,3,4,7,3,0,0,5,0,3.4,3.4,2.8,6.2,27,145,96,0.10,0.13,0.23,0.10,0.23,0.11,0.09,0.20,0.11,0.20,Matches
Kerem Demirbay,de GER,MF,Hoffenheim,24,1993,19,13,"1,211",13.5,2,2,4,1,1,1,3,0,2.2,1.4,2.2,3.6,26,76,43,0.15,0.15,0.30,0.07,0.22,0.16,0.17,0.33,0.10,0.27,Matches
Diego Demme,de GER,MF,RB Leipzig,25,1991,30,25,"2,284",25.4,0,3,3,0,0,0,4,0,0.5,0.5,2.2,2.7,60,250,41,0.00,0.12,0.12,0.00,0.12,0.02,0.09,0.10,0.02,0.10,Matches
Franco Di Santo,ar ARG,"FW,MF",Schalke 04,28,1989,30,22,"1,654",18.4,3,1,4,2,1,1,4,0,3.8,3.0,1.7,4.7,39,31,132,0.16,0.05,0.22,0.11,0.16,0.21,0.09,0.30,0.16,0.25,Matches
Abdou Diallo,sn SEN,DF,Mainz 05,21,1996,27,27,"2,415",26.8,2,1,3,2,0,0,5,0,2.3,2.3,0.2,2.5,30,100,24,0.07,0.04,0.11,0.07,0.11,0.09,0.01,0.09,0.09,0.09,Matches
Daniel Didavi,de GER,MF,Wolfsburg,27,1990,30,26,"2,237",24.9,9,5,14,9,0,0,4,0,4.1,4.1,2.6,6.7,54,122,162,0.36,0.20,0.56,0.36,0.56,0.16,0.10,0.27,0.16,0.27,Matches
Dennis Diekmeier,de GER,DF,Hamburger SV,27,1989,22,22,"1,868",20.8,0,3,3,0,0,0,4,0,0.6,0.6,2.0,2.6,47,79,103,0.00,0.14,0.14,0.00,0.14,0.03,0.10,0.13,0.03,0.13,Matches
Landry Dimata,be BEL,FW,Wolfsburg,19,1997,21,9,902,10.0,0,1,1,0,0,0,1,1,1.5,1.5,0.3,1.8,15,12,64,0.00,0.10,0.10,0.00,0.10,0.15,0.03,0.18,0.15,0.18,Matches
Giulio Donati,it ITA,"DF,FW",Mainz 05,27,1990,29,26,"2,284",25.4,0,3,3,0,0,0,3,2,0.3,0.3,1.4,1.8,28,65,80,0.00,0.12,0.12,0.00,0.12,0.01,0.06,0.07,0.01,0.07,Matches
Ji Dong-won,kr KOR,"FW,MF",Augsburg,26,1991,3,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
