player,nationality,position,team,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,32,1990,2.9,68,96,70.8,1373,653,24,27,88.9,35,47,74.5,9,19,47.4,0,0.0,0.0,0.0,0,6,1,0,7,Matches
Tom Bischof,de GER,"MF,FW",Hoffenheim,17,2005,3.5,84,121,69.4,1266,420,43,55,78.2,26,36,72.2,8,16,50.0,0,0.7,0.8,-0.7,5,9,4,1,16,Matches
Leonardo Bittencourt,de GER,"MF,DF",Werder Bremen,28,1993,18.1,579,792,73.1,8839,2535,316,360,87.8,212,278,76.3,30,82,36.6,2,2.7,2.4,-0.7,15,44,26,5,74,Matches
Janis Blaswich,de GER,GK,RB Leipzig,31,1991,26.0,988,1142,86.5,21548,10888,248,249,99.6,588,593,99.2,147,292,50.3,0,0.0,0.0,0.0,0,11,0,0,1,Matches
Daley Blind,nl NED,"DF,MF",Bayern Munich,32,1990,1.5,87,100,87.0,1659,659,30,33,90.9,50,55,90.9,7,9,77.8,0,0.1,0.3,-0.1,2,8,1,0,10,Matches
Kevin-Prince Boateng,gh GHA,MF,Hertha BSC,35,1987,5.2,185,252,73.4,3113,971,90,114,78.9,66,86,76.7,23,34,67.6,0,0.2,0.3,-0.2,3,19,2,0,24,Matches
Jean-Paul Boëtius,nl NED,MF,Hertha BSC,28,1994,11.7,303,421,72.0,5386,2162,127,158,80.4,117,154,76.0,41,68,60.3,0,0.7,0.9,-0.7,13,38,10,1,61,Matches
Yvandro Borges Sanches,lu LUX,"FW,MF",M'Gladbach,18,2004,0.3,8,9,88.9,113,17,2,2,100.0,3,4,75.0,1,1,100.0,0,0.0,0.0,0.0,0,0,1,1,0,Matches
Sebastiaan Bornauw,be BEL,DF,Wolfsburg,23,1999,21.4,1062,1234,86.1,20707,7058,326,367,88.8,647,701,92.3,86,147,58.5,0,0.1,0.3,-0.1,1,67,0,0,85,Matches
Rafael Borré,co COL,"MF,FW",Eint Frankfurt,26,1995,12.0,294,422,69.7,4153,887,178,223,79.8,88,129,68.2,14,25,56.0,2,1.9,1.8,+0.1,15,16,8,2,34,Matches
Julian Brandt,de GER,"MF,FW",Dortmund,26,1996,26.6,1053,1368,77.0,16552,4185,583,662,88.1,284,368,77.2,120,204,58.8,8,9.2,7.8,-1.2,73,60,40,9,119,Matches
Fabian Bredlow,de GER,GK,Stuttgart,27,1995,15.0,510,595,85.7,12242,7412,114,114,100.0,278,280,99.3,117,199,58.8,0,0.0,0.0,0.0,0,6,0,0,0,Matches
Josip Brekalo,hr CRO,"MF,FW",Wolfsburg,24,1998,3.0,103,148,69.6,1684,475,57,65,87.7,31,41,75.6,11,20,55.0,1,0.4,0.4,+0.6,5,10,4,0,13,Matches
John Brooks,us USA,DF,Hoffenheim,29,1993,15.0,624,773,80.7,12417,4919,217,241,90.0,323,370,87.3,78,141,55.3,0,0.0,0.1,0.0,0,25,1,0,40,Matches
Moritz Broschinski,de GER,"FW,MF",Bochum,21,2000,2.4,29,50,58.0,423,74,20,30,66.7,7,11,63.6,2,3,66.7,0,0.0,0.1,0.0,1,2,0,0,3,Matches
Cédric Brunner,ch SUI,DF,Schalke 04,28,1994,25.7,779,1158,67.3,14299,6288,317,373,85.0,368,510,72.2,86,221,38.9,0,1.5,2.2,-1.5,20,46,26,18,77,Matches
Jacob Bruun Larsen,dk DEN,FW,Hoffenheim,23,1998,3.6,62,88,70.5,807,152,42,55,76.4,16,20,80.0,1,5,20.0,0,0.4,0.4,-0.4,7,5,2,0,4,Matches
Lee Buchanan,eng ENG,"DF,FW",Werder Bremen,21,2001,5.2,179,267,67.0,3373,1351,74,93,79.6,77,107,72.0,26,61,42.6,0,0.8,0.6,-0.8,5,16,5,2,21,Matches
Marius Bülter,de GER,"FW,MF",Schalke 04,29,1993,28.9,439,762,57.6,6844,2502,258,332,77.7,127,230,55.2,37,94,39.4,1,4.6,4.6,-3.6,39,42,44,23,86,Matches
Delano Burgzorg,nl NED,"FW,MF",Mainz 05,23,1998,2.7,40,55,72.7,473,76,28,34,82.4,7,7,100.0,1,2,50.0,1,0.1,0.2,+0.9,1,1,2,0,4,Matches
Jonathan Burkardt,de GER,"MF,FW",Mainz 05,22,2000,5.9,71,109,65.1,1119,317,37,46,80.4,23,32,71.9,8,14,57.1,2,1.1,1.6,+0.9,7,3,9,2,14,Matches
Oliver Burke,sct SCO,"FW,MF",Werder Bremen,25,1997,3.0,53,81,65.4,655,185,32,50,64.0,15,18,83.3,1,4,25.0,0,0.3,0.1,-0.3,4,4,3,0,7,Matches
Aurélio Buta,pt POR,DF,Eint Frankfurt,25,1997,14.6,576,764,75.4,8658,2874,333,391,85.2,201,264,76.1,29,62,46.8,2,3.3,2.3,-1.3,18,35,20,12,47,Matches
Jamie Bynoe-Gittens,eng ENG,"FW,MF",Dortmund,17,2004,5.9,104,142,73.2,1235,328,72,90,80.0,20,28,71.4,2,9,22.2,1,0.7,1.0,+0.3,2,9,5,0,9,Matches
Anthony Caci,fr FRA,DF,Mainz 05,25,1997,22.6,815,1140,71.5,16732,7645,304,360,84.4,341,461,74.0,150,262,57.3,1,2.6,2.3,-1.6,21,85,29,15,90,Matches
Kerim Calhanoglu,de GER,DF,Schalke 04,19,2002,0.7,30,42,71.4,574,388,14,16,87.5,10,15,66.7,6,8,75.0,0,0.2,0.2,-0.2,3,0,2,1,3,Matches
Daniel Caligiuri,it ITA,"DF,MF",Augsburg,34,1988,3.2,107,166,64.5,1897,934,47,57,82.5,42,71,59.2,13,29,44.8,0,0.4,0.3,-0.4,4,10,4,0,16,Matches
Emre Can,de GER,MF,Dortmund,28,1994,21.1,1153,1288,89.5,20793,5986,446,483,92.3,545,586,93.0,122,158,77.2,1,1.3,1.4,-0.3,20,111,7,1,99,Matches
João Cancelo,pt POR,"DF,FW",Bayern Munich,28,1994,11.2,713,861,82.8,11505,3272,401,430,93.3,254,308,82.5,49,87,56.3,4,2.3,2.8,+1.7,13,55,21,6,61,Matches
Irvin Cardona,fr FRA,"MF,FW",Augsburg,24,1997,3.5,36,74,48.6,452,108,22,32,68.8,8,21,38.1,2,10,20.0,0,0.1,0.1,-0.1,3,4,1,0,3,Matches
Koen Casteels,be BEL,GK,Wolfsburg,30,1992,34.0,1220,1585,77.0,36421,25230,171,172,99.4,544,552,98.6,503,858,58.6,1,0.7,0.1,+0.3,1,40,0,0,2,Matches
Julian Chabot,de GER,DF,Köln,24,1998,20.0,975,1184,82.3,18978,6050,320,359,89.1,560,635,88.2,89,171,52.0,2,2.0,0.8,0.0,4,45,0,0,52,Matches
Timothy Chandler,us USA,DF,Eint Frankfurt,32,1990,1.0,36,61,59.0,770,554,8,20,40.0,18,25,72.0,8,10,80.0,0,0.0,0.1,0.0,1,7,0,0,7,Matches
Fabio Chiarodia,it ITA,DF,Werder Bremen,17,2005,0.7,15,22,68.2,335,140,3,6,50.0,8,9,88.9,4,5,80.0,0,0.0,0.0,0.0,0,3,0,0,4,Matches
Oliver Christensen,dk DEN,GK,Hertha BSC,23,1999,33.0,777,1218,63.8,23464,18548,132,132,100.0,346,353,98.0,299,727,41.1,0,0.0,0.1,0.0,0,13,0,0,2,Matches
Darko Churlinov,mk MKD,FW,Stuttgart,22,2000,0.3,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Tolga Ciğerci,tr TUR,MF,Hertha BSC,30,1992,7.5,326,420,77.6,5350,1484,146,169,86.4,150,185,81.1,22,43,51.2,1,0.3,0.5,+0.7,5,23,2,1,32,Matches
David Čolina,hr CRO,"DF,FW",Augsburg,22,2000,1.8,41,71,57.7,644,293,25,34,73.5,9,18,50.0,5,12,41.7,0,0.1,0.1,-0.1,2,3,2,1,6,Matches
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,26,1996,15.7,640,806,79.4,10106,2128,359,406,88.4,218,269,81.0,48,78,61.5,5,5.5,6.5,-0.5,42,26,44,17,70,Matches
Danny da Costa,de GER,DF,Mainz 05,29,1993,13.7,372,607,61.3,6633,3228,140,181,77.3,191,298,64.1,27,85,31.8,2,1.0,1.3,+1.0,11,37,21,8,62,Matches
Soumaïla Coulibaly,fr FRA,DF,Dortmund,18,2003,0.5,45,46,97.8,851,279,11,11,100.0,34,34,100.0,0,0,,0,0.0,0.0,0.0,0,3,0,0,6,Matches
Tanguy Coulibaly,fr FRA,"FW,DF",Stuttgart,21,2001,3.6,98,141,69.5,1412,420,61,70,87.1,29,40,72.5,5,13,38.5,0,0.5,0.7,-0.5,6,8,4,1,12,Matches
Nicolas Cozza,fr FRA,DF,Wolfsburg,23,1999,1.1,33,44,75.0,571,190,16,19,84.2,14,15,93.3,3,9,33.3,0,0.0,0.0,0.0,0,3,0,0,4,Matches
Moanes Dabbur,il ISR,FW,Hoffenheim,30,1992,10.4,204,287,71.1,2458,730,134,173,77.5,49,69,71.0,5,12,41.7,2,2.2,2.2,-0.2,16,14,8,0,33,Matches
Finn Dahmen,de GER,GK,Mainz 05,24,1998,8.0,185,280,66.1,5576,4122,32,32,100.0,87,87,100.0,65,160,40.6,0,0.0,0.0,0.0,0,10,0,0,0,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,26,1996,3.7,213,259,82.2,3941,1179,89,103,86.4,91,93,97.8,30,45,66.7,0,0.5,0.2,-0.5,4,25,1,0,25,Matches
Muhammed Damar,de GER,MF,Hoffenheim,18,2004,1.8,52,65,80.0,686,179,30,34,88.2,19,21,90.5,0,2,0.0,0,0.2,0.1,-0.2,3,5,1,0,9,Matches
Márton Dárdai,de GER,"DF,MF",Hertha BSC,20,2002,10.5,225,378,59.5,4843,2114,66,91,72.5,120,162,74.1,38,115,33.0,0,0.2,0.2,-0.2,4,19,2,0,21,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,31,1990,0.3,8,12,66.7,101,6,5,6,83.3,2,3,66.7,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,21,2000,22.7,1361,1567,86.9,21727,5882,721,786,91.7,542,600,90.3,76,116,65.5,4,3.7,4.3,+0.3,44,110,39,5,133,Matches
Thomas Delaney,dk DEN,MF,Hoffenheim,30,1991,3.3,110,162,67.9,2072,879,45,57,78.9,51,63,81.0,13,32,40.6,0,0.0,0.1,0.0,1,8,0,0,14,Matches
Kerem Demirbay,de GER,MF,Leverkusen,29,1993,17.2,827,1069,77.4,14183,4379,397,446,89.0,304,360,84.4,94,193,48.7,3,3.0,4.0,0.0,30,70,13,5,86,Matches
Ermedin Demirović,ba BIH,"FW,MF",Augsburg,24,1998,26.3,268,533,50.3,3692,1264,150,255,58.8,83,154,53.9,10,35,28.6,4,3.5,3.1,+0.5,29,29,17,5,48,Matches
Sepp van den Berg,nl NED,DF,Schalke 04,20,2001,7.7,277,334,82.9,5687,1969,76,89,85.4,163,176,92.6,35,61,57.4,0,0.1,0.1,-0.1,2,16,0,0,12,Matches
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,23,1999,30.0,741,1003,73.9,11048,2666,428,516,82.9,226,292,77.4,53,94,56.4,8,8.2,7.0,-0.2,58,46,52,15,104,Matches
Abdou Diallo,sn SEN,"DF,MF",RB Leipzig,26,1996,5.3,323,381,84.8,6092,2643,128,139,92.1,157,174,90.2,36,60,60.0,0,0.1,0.3,-0.1,1,25,4,0,24,Matches
Justin Diehl,de GER,"MF,FW",Köln,17,2004,0.2,2,2,100.0,19,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Florian Dietz,de GER,FW,Köln,23,1998,4.4,39,76,51.3,487,111,27,40,67.5,7,20,35.0,2,5,40.0,0,0.3,0.5,-0.3,4,4,0,0,5,Matches
Junior Dina Ebimbe,fr FRA,"DF,MF",Eint Frankfurt,21,2000,11.8,366,505,72.5,5732,1852,192,235,81.7,143,189,75.7,20,49,40.8,1,1.4,1.3,-0.4,9,37,8,2,45,Matches
Eren Dinkçi,de GER,"FW,MF",Werder Bremen,20,2001,2.6,50,77,64.9,778,134,27,37,73.0,18,26,69.2,4,7,57.1,0,0.6,1.2,-0.6,6,1,2,0,6,Matches
Ritsu Doan,jp JPN,"MF,FW",Freiburg,24,1998,26.9,437,625,69.9,6572,1840,261,329,79.3,125,168,74.4,31,52,59.6,4,3.2,4.0,+0.8,27,44,28,5,69,Matches
Danilho Doekhi,nl NED,DF,Union Berlin,24,1998,24.6,756,955,79.2,13777,4912,306,353,86.7,373,433,86.1,65,128,50.8,1,0.4,0.7,+0.6,7,69,4,0,73,Matches
Kasper Dolberg,dk DEN,"FW,MF",Hoffenheim,24,1997,4.5,55,79,69.6,677,96,33,41,80.5,14,24,58.3,1,1,100.0,0,0.4,0.3,-0.4,4,3,2,0,4,Matches
Niklas Dorsch,de GER,MF,Augsburg,24,1998,5.4,140,183,76.5,2575,691,56,69,81.2,68,84,81.0,14,25,56.0,0,0.1,0.3,-0.1,1,7,2,0,14,Matches
Dion Drena Beljo,hr CRO,FW,Augsburg,20,2002,12.5,159,250,63.6,2058,467,94,141,66.7,46,73,63.0,5,8,62.5,2,1.7,0.9,+0.3,15,11,4,1,15,Matches
Dominick Drexler,de GER,"MF,FW",Schalke 04,32,1990,15.2,325,498,65.3,5190,1661,159,215,74.0,110,154,71.4,29,57,50.9,3,2.1,1.6,+0.9,19,30,20,9,52,Matches
Marvin Ducksch,de GER,FW,Werder Bremen,28,1994,31.7,583,956,61.0,9974,2854,294,390,75.4,170,288,59.0,81,198,40.9,6,5.5,6.0,+0.5,52,42,21,6,58,Matches
Ondrej Duda,sk SVK,MF,Köln,27,1994,7.7,208,279,74.6,3598,866,97,115,84.3,82,101,81.2,20,37,54.1,0,0.7,0.8,-0.7,8,28,5,1,40,Matches
Julien Duranville,be BEL,MF,Dortmund,16,2006,0.3,11,17,64.7,164,100,5,5,100.0,4,8,50.0,1,1,100.0,0,0.3,0.5,-0.3,2,0,3,3,1,Matches
Maximilian Eggestein,de GER,MF,Freiburg,25,1996,27.2,660,864,76.4,10099,3171,355,435,81.6,239,282,84.8,36,56,64.3,2,1.7,1.9,+0.3,23,83,18,2,93,Matches
Lilian Egloff,de GER,"MF,FW",Stuttgart,19,2002,2.7,42,73,57.5,574,201,29,39,74.4,11,16,68.8,1,5,20.0,0,0.4,0.8,-0.4,4,3,3,0,7,Matches
Kingsley Ehizibue,nl NED,DF,Köln,27,1995,0.7,15,24,62.5,275,142,8,10,80.0,3,6,50.0,4,6,66.7,0,0.0,0.0,0.0,0,1,1,0,2,Matches
Julian Eitschberger,de GER,FW,Hertha BSC,18,2004,0.0,1,1,100.0,10,4,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Chidera Ejuke,ng NGA,"FW,MF",Hertha BSC,24,1998,9.9,227,292,77.7,3432,773,127,152,83.6,66,82,80.5,23,31,74.2,3,1.3,0.9,+1.7,10,28,10,1,39,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,25,1996,31.4,1967,2149,91.5,36425,11114,704,749,94.0,1082,1140,94.9,157,209,75.1,0,0.3,0.5,-0.3,5,50,1,0,83,Matches
Wataru Endo,jp JPN,MF,Stuttgart,29,1993,32.5,1170,1477,79.2,20923,6187,498,606,82.2,513,599,85.6,130,191,68.1,4,4.7,3.9,-0.7,46,138,28,1,171,Matches
Arne Engels,be BEL,MF,Augsburg,18,2003,16.0,397,619,64.1,7580,2725,170,217,78.3,157,207,75.8,62,149,41.6,3,2.2,1.9,+0.8,24,45,9,3,57,Matches
Tjark Ernst,de GER,GK,Hertha BSC,19,2003,1.0,26,35,74.3,680,539,7,7,100.0,10,10,100.0,9,18,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Kimberly Ezekwem,de GER,DF,Freiburg,21,2001,0.1,6,8,75.0,74,19,3,3,100.0,3,4,75.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Ralf Fährmann,de GER,GK,Schalke 04,33,1988,11.4,304,442,68.8,9920,8106,40,41,97.6,132,135,97.8,131,264,49.6,0,0.0,0.1,0.0,0,18,0,0,0,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,24,1997,16.1,558,734,76.0,10809,3480,187,225,83.1,315,361,87.3,50,120,41.7,1,0.3,0.4,+0.7,3,34,2,0,52,Matches
Edimilson Fernandes,ch SUI,DF,Mainz 05,26,1996,27.1,832,1190,69.9,17686,6806,286,323,88.5,372,456,81.6,157,352,44.6,3,1.3,2.0,+1.7,15,67,14,5,67,Matches
Kilian Fischer,de GER,"DF,FW",Wolfsburg,21,2000,5.6,223,273,81.7,3747,1495,109,120,90.8,91,109,83.5,19,31,61.3,0,0.4,0.3,-0.4,5,19,4,4,23,Matches
Mark Flekken,nl NED,GK,Freiburg,29,1993,34.0,1035,1468,70.5,34098,25402,93,97,95.9,498,506,98.4,443,856,51.8,0,0.3,0.3,-0.3,4,58,3,0,0,Matches
Florian Flick,de GER,MF,Schalke 04,22,2000,5.7,129,185,69.7,2170,656,64,82,78.0,50,63,79.4,11,25,44.0,0,0.0,0.1,0.0,1,13,0,0,12,Matches
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,30,1991,16.5,422,520,81.2,5980,1691,259,300,86.3,124,145,85.5,20,32,62.5,4,2.3,2.6,+1.7,18,47,21,1,67,Matches
Philipp Förster,de GER,MF,Bochum,27,1995,14.5,394,546,72.2,6401,2309,218,251,86.9,122,169,72.2,41,86,47.7,7,3.4,2.9,+3.6,27,51,16,6,63,Matches
Timothy Fosu-Mensah,nl NED,DF,Leverkusen,24,1998,2.1,93,119,78.2,1267,310,62,69,89.9,27,34,79.4,2,9,22.2,0,0.3,0.2,-0.3,4,2,2,1,7,Matches
Raphael Framberger,de GER,"DF,FW",Augsburg,26,1995,2.0,33,64,51.6,404,291,22,27,81.5,9,19,47.4,0,10,0.0,0,0.0,0.1,0.0,1,2,1,0,3,Matches
Bartol Franjić,hr CRO,MF,Wolfsburg,22,2000,2.5,61,79,77.2,929,258,33,36,91.7,21,27,77.8,4,7,57.1,1,0.1,0.1,+0.9,2,6,1,0,4,Matches
