player,nationality,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Oscar Vilhelmsson,se SWE,"MF,FW",Darmstadt 98,20-001,2003,1.6,1,1,0,1,0,0,0,,0,1,0,1,1,2,2,0,Matches
Kevin Vogt,de GER,DF,Hoffenheim,32-010,1991,4.7,2,1,2,0,0,1,3,33.3,2,4,4,0,4,6,26,0,Matches
Kevin Volland,de GER,MF,Union Berlin,31-065,1992,1.0,4,1,1,0,3,1,2,50.0,1,0,0,0,1,5,1,0,Matches
Aster Vranckx,be BEL,MF,Wolfsburg,20-364,2002,0.6,2,1,2,0,0,2,2,100.0,0,1,1,0,3,5,0,0,Matches
Luca Waldschmidt,de GER,"MF,FW",Köln,27-137,1996,3.7,9,6,0,8,1,2,9,22.2,7,8,2,6,3,12,4,0,Matches
Wout Weghorst,nl NED,FW,Hoffenheim,31-057,1992,3.2,3,1,2,1,0,2,2,100.0,0,8,4,4,1,4,3,0,Matches
Julian Weigl,de GER,MF,M'Gladbach,28-025,1995,6.0,11,7,4,6,1,5,10,50.0,5,12,3,9,8,19,14,0,Matches
Nelson Weiper,de GER,"FW,MF",Mainz 05,18-200,2005,1.2,1,0,1,0,0,1,2,50.0,1,1,0,1,1,2,0,0,Matches
Mitchell Weiser,de GER,"DF,FW",Werder Bremen,29-165,1994,5.4,16,10,7,7,2,7,12,58.3,5,10,1,9,1,17,4,0,Matches
Noah Weißhaupt,de GER,"FW,MF",Freiburg,22-013,2001,0.5,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,2,0,Matches
Timo Werner,de GER,"MF,FW",RB Leipzig,27-211,1996,1.1,1,1,0,0,1,0,0,,0,0,0,0,1,2,0,0,Matches
Patrick Wimmer,at AUT,FW,Wolfsburg,22-126,2001,2.5,4,3,4,0,0,3,4,75.0,1,7,0,7,2,6,3,0,Matches
Jonas Wind,dk DEN,FW,Wolfsburg,24-238,1999,5.7,1,1,1,0,0,1,3,33.3,2,4,2,2,0,1,6,0,Matches
Florian Wirtz,de GER,MF,Leverkusen,20-153,2003,5.2,5,3,2,2,1,3,6,50.0,3,5,0,5,0,5,1,0,Matches
Maximilian Wittek,de GER,"DF,MF",Bochum,28-043,1995,4.1,8,7,3,5,0,4,9,44.4,5,5,0,5,3,11,9,0,Matches
Maximilian Wöber,at AUT,DF,M'Gladbach,25-241,1998,5.8,10,5,8,2,0,5,9,55.6,4,12,7,5,15,25,28,0,Matches
Marius Wolf,de GER,DF,Dortmund,28-129,1995,2.7,3,2,1,2,0,0,2,0.0,2,1,0,1,1,4,2,0,Matches
Nick Woltemade,de GER,"FW,MF",Werder Bremen,21-231,2002,2.1,6,5,1,4,1,4,4,100.0,0,0,0,0,0,6,5,0,Matches
Jeong Woo-yeong,kr KOR,MF,Stuttgart,24-013,1999,2.7,4,3,1,3,0,2,4,50.0,2,2,0,2,4,8,0,0,Matches
Granit Xhaka,ch SUI,MF,Leverkusen,31-006,1992,5.7,9,6,5,4,0,5,8,62.5,3,7,1,6,8,17,8,0,Matches
Dan-Axel Zagadou,fr FRA,DF,Stuttgart,24-122,1999,5.1,7,4,6,1,0,1,1,100.0,0,5,5,0,7,14,21,0,Matches
Robin Zentner,de GER,GK,Mainz 05,28-340,1994,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,Matches
Cedric Zesiger,ch SUI,DF,Wolfsburg,25-101,1998,4.0,1,0,1,0,0,0,0,,0,4,2,2,2,3,26,0,Matches
Christoph Zimmermann,de GER,DF,Darmstadt 98,30-264,1993,1.8,2,1,2,0,0,2,5,40.0,3,1,1,0,5,7,8,1,Matches
Simon Zoller,de GER,"FW,MF",Bochum,32-099,1991,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
