index,ID,Name,Born,Position,Value,Squad,Zustand,Einsätze,Spieltagspunkte,Punkteschnitt,Punktetotal,nationality,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,gk_goals_against,gk_pens_allowed,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_passes_pct_launched,gk_pct_passes_launched,gk_passes_length_avg,gk_pct_goal_kicks_launched,gk_crosses_stopped_pct,gk_avg_distance_def_actions,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,npxg_per_shot,xg_net,npxg_net,passes_pct,passes_pct_short,passes_pct_medium,passes_pct_long,xg_assist_net,sca_per90,gca_per90,challenges,challenge_tackles_pct,blocks,blocked_shots,interceptions,clearances,errors,take_ons_won_pct,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received
389,3129,Kō Itakura,1997,Abwehrspieler,18.723.919,Borussia Mönchengladbach,Leicht angeschlagen,3,179.0,"120,00",360,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,2799,Luca Netz,2003,Abwehrspieler,7.746.578,Borussia Mönchengladbach,Fit,1,0.0,"-8,00",-8,de GER,3.0,310.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.7,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.45,0.29,0.0,0.07,-0.3,-0.3,77.8,88.2,88.4,32.0,-0.3,3.19,0.58,3.0,0.0,8.0,3.0,3.0,9.0,0.0,62.5,25.0,420.0,219.0,4.0,4.0,5.0,2.0,103.0
391,4333,Lukas Ullrich,2004,Abwehrspieler,500.000,Borussia Mönchengladbach,Fit,2,-38.0,"-24,00",-48,de GER,0.0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,66.7,100.0,0.0,0.0,0.0,0.0,3.0,33.3,0.0,0.0,0.0,1.0,0.0,0.0,100.0,50.0,10.0,1.0,0.0,2.0,3.0,11.0
392,2644,Stefan Lainer,1992,Abwehrspieler,500.000,Borussia Mönchengladbach,Verletzung,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,2941,Joe Scally,2002,Abwehrspieler,6.025.254,Borussia Mönchengladbach,Fit,3,39.0,"59,00",177,us USA,5.0,404.0,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.01,0.0,0.0,73.3,85.7,77.9,52.8,-0.1,1.11,0.0,7.0,71.4,9.0,5.0,1.0,16.0,0.0,16.7,83.3,497.0,171.0,2.0,1.0,6.0,4.0,140.0
395,8,Christoph Kramer,1991,Mittelfeldspieler,3.593.463,Borussia Mönchengladbach,Fit,0,0.0,0,0,de GER,0.0,30.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.4,94.7,83.3,100.0,0.0,5.81,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,33.3,66.7,148.0,85.0,0.0,2.0,2.0,2.0,28.0
396,1330,Julian Weigl,1995,Mittelfeldspieler,14.101.413,Borussia Mönchengladbach,Fit,3,53.0,"85,00",255,de GER,6.0,540.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.3,0.7,0.9,1.0,2.0,0.0,0.17,0.17,0.0,0.17,0.05,0.11,0.16,0.05,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.67,0.17,0.0,0.07,-0.3,-0.3,89.4,88.3,93.8,85.7,0.3,1.67,0.17,10.0,50.0,12.0,3.0,8.0,14.0,0.0,25.0,25.0,695.0,369.0,4.0,0.0,1.0,1.0,210.0
397,2261,Florian Neuhaus,1997,Mittelfeldspieler,11.987.689,Borussia Mönchengladbach,Fit,3,25.0,"27,67",83,de GER,4.0,374.0,4.2,2.0,0.0,2.0,2.0,1.0,0.0,1.5,1.5,0.5,2.0,11.0,8.0,0.48,0.0,0.48,0.48,0.48,0.35,0.12,0.48,0.35,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,3.13,1.2,0.15,0.12,0.5,0.5,84.3,94.0,86.4,53.3,-0.5,4.37,0.73,10.0,30.0,2.0,1.0,5.0,4.0,0.0,66.7,11.1,674.0,430.0,5.0,2.0,5.0,2.0,134.0
398,2897,Rocco Reitz,2002,Mittelfeldspieler,7.877.825,Borussia Mönchengladbach,Fit,3,32.0,"14,67",44,de GER,4.0,343.0,3.8,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.2,1.0,1.2,9.0,7.0,0.0,0.26,0.26,0.0,0.26,0.05,0.26,0.32,0.05,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.31,0.26,0.0,0.04,-0.2,-0.2,66.1,82.0,74.4,37.5,0.0,1.84,0.52,6.0,66.7,7.0,3.0,0.0,9.0,0.0,25.0,75.0,387.0,280.0,8.0,2.0,5.0,4.0,93.0
399,3011,Manu Koné,2001,Mittelfeldspieler,12.104.212,Borussia Mönchengladbach,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,2655,Hannes Wolf,1999,Mittelfeldspieler,1.430.865,Borussia Mönchengladbach,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,2074,Robin Hack,1998,Mittelfeldspieler,1.975.804,Borussia Mönchengladbach,Fit,2,0.0,"7,00",14,de GER,0.0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.57,0.57,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,5.63,3.38,0.0,0.1,-0.5,-0.5,83.0,96.2,91.7,60.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,50.0,159.0,78.0,3.0,2.0,1.0,0.0,46.0
402,3090,Yvandro Borges Sanches,2004,Mittelfeldspieler,2.581.428,Borussia Mönchengladbach,Fit,0,0.0,0,0,lu LUX,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,80.0,66.7,100.0,0.0,5.29,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,17.0,0.0,1.0,1.0,0.0,11.0
403,547,Patrick Herrmann,1991,Mittelfeldspieler,1.188.368,Borussia Mönchengladbach,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,6319,Franck Honorat,1996,Mittelfeldspieler,14.804.793,Borussia Mönchengladbach,Fit,3,-16.0,"61,00",183,fr FRA,5.0,419.0,4.7,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.3,2.1,2.3,15.0,46.0,0.0,0.21,0.21,0.0,0.21,0.06,0.45,0.5,0.06,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.07,0.43,0.0,0.05,-0.3,-0.3,64.6,82.8,67.6,38.9,-1.1,6.87,0.21,3.0,66.7,5.0,0.0,2.0,1.0,0.0,15.4,69.2,698.0,340.0,12.0,3.0,1.0,1.0,151.0
405,4419,Nathan Ngoumou,2000,Mittelfeldspieler,7.718.977,Borussia Mönchengladbach,Fit,3,31.0,"66,00",198,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,2288,Alassane Pléa,1993,Stürmer,11.488.553,Borussia Mönchengladbach,Fit,3,46.0,"41,00",123,fr FRA,5.0,389.0,4.3,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.2,2.2,11.0,37.0,0.46,0.23,0.69,0.46,0.69,0.24,0.27,0.51,0.24,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.85,0.46,0.25,0.13,1.0,1.0,69.0,78.6,67.3,66.7,-0.2,5.09,0.46,7.0,28.6,2.0,0.0,0.0,2.0,0.0,23.1,61.5,557.0,291.0,9.0,5.0,10.0,6.0,142.0
407,3454,Jordan,1996,Stürmer,8.551.241,Borussia Mönchengladbach,Leicht angeschlagen,2,-15.0,"13,50",27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,6665,Tomáš Čvančara,2000,Stürmer,15.681.612,Borussia Mönchengladbach,Fit,3,3.0,"71,67",215,cz CZE,3.0,298.0,3.3,3.0,1.0,4.0,2.0,3.0,0.0,2.9,1.3,0.5,1.8,2.0,10.0,0.91,0.3,1.21,0.6,0.91,0.88,0.15,1.03,0.4,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,3.32,1.21,0.18,0.12,0.1,0.7,71.2,78.9,76.2,0.0,0.5,1.81,0.3,0.0,0.0,2.0,0.0,0.0,4.0,0.0,16.7,66.7,225.0,81.0,2.0,2.0,13.0,2.0,89.0
409,3085,Grant-Leon Ranos,2003,Stürmer,500.000,Borussia Mönchengladbach,Fit,2,0.0,"1,00",2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,1580,Marvin Schwäbe,1995,Torhüter,8.254.541,1. FC Köln,Fit,3,50.0,"54,33",163,de GER,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.43,-0.9,41.7,32.2,32.3,36.4,1.5,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,100.0,97.0,55.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,714.0,459.0,0.0,0.0,0.0,0.0,142.0
411,2532,Philipp Pentke,1985,Torhüter,500.000,1. FC Köln,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,3561,Jonas Nickisch,2004,Torhüter,500.000,1. FC Köln,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,1249,Dominique Heintz,1993,Abwehrspieler,500.000,1. FC Köln,Fit,0,0.0,0,0,de GER,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,83.3,87.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,11.0,0.0,0.0,0.0,0.0,13.0
415,2069,Timo Hübers,1996,Abwehrspieler,11.016.166,1. FC Köln,Fit,3,76.0,"53,33",160,de GER,6.0,540.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.2,1.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.03,0.18,0.15,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,1.0,0.17,0.0,0.15,-0.9,-0.9,79.2,86.7,90.2,34.0,-0.2,0.83,0.0,19.0,57.9,9.0,3.0,17.0,30.0,0.0,100.0,0.0,998.0,421.0,4.0,1.0,2.0,2.0,209.0
416,3190,Julian Chabot,1998,Abwehrspieler,14.851.668,1. FC Köln,Fit,3,112.0,"76,00",228,de GER,6.0,528.0,5.9,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.11,-0.2,-0.2,84.2,92.6,88.0,48.7,-0.1,1.02,0.17,15.0,53.3,15.0,10.0,14.0,23.0,0.0,25.0,50.0,934.0,462.0,4.0,0.0,4.0,0.0,195.0
417,2349,Luca Kilian,1999,Abwehrspieler,3.052.813,1. FC Köln,Fit,2,14.0,"8,00",16,de GER,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,83.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,4.0
418,4588,Elias Bakatukanda,2004,Abwehrspieler,500.000,1. FC Köln,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,2453,Leart Paçarada,1994,Abwehrspieler,8.780.873,1. FC Köln,Fit,3,46.0,"37,33",112,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,2553,Noah Katterbach,2001,Abwehrspieler,500.000,1. FC Köln,Aufbautraining,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,7239,Max Finkgräfe,2004,Abwehrspieler,1.473.714,1. FC Köln,Fit,2,0.0,"-1,00",-2,de GER,0.0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.06,0.29,0.35,0.06,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.04,0.0,0.0,60.0,69.2,100.0,0.0,-0.2,5.19,0.0,4.0,50.0,0.0,0.0,0.0,1.0,0.0,60.0,20.0,182.0,92.0,2.0,2.0,2.0,1.0,22.0
422,1229,Benno Schmitz,1994,Abwehrspieler,4.734.945,1. FC Köln,Angeschlagen,3,1.0,"5,67",17,de GER,5.0,404.0,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.45,0.22,0.0,0.02,0.0,0.0,66.3,89.4,61.2,39.5,0.0,1.11,0.22,12.0,50.0,6.0,1.0,2.0,8.0,0.0,50.0,25.0,539.0,293.0,7.0,0.0,3.0,0.0,138.0
423,7161,Rasmus Carstensen,2000,Abwehrspieler,2.742.114,1. FC Köln,Fit,3,8.0,"22,67",68,dk DEN,4.0,352.0,3.9,0.0,0.0,0.0,0.0,2.0,1.0,0.2,0.2,0.7,0.9,9.0,31.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.23,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.02,0.26,0.0,0.05,-0.2,-0.2,60.2,71.2,69.6,30.8,-0.7,2.56,0.0,11.0,72.7,8.0,0.0,3.0,2.0,0.0,27.3,45.5,564.0,241.0,2.0,2.0,13.0,8.0,111.0
424,2702,Eric Martel,2002,Mittelfeldspieler,5.459.459,1. FC Köln,Verletzung,3,120.0,"69,67",209,de GER,3.0,248.0,2.8,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.07,-0.2,-0.2,84.3,90.9,92.3,44.4,0.0,0.73,0.36,5.0,20.0,9.0,2.0,6.0,12.0,0.0,0.0,0.0,273.0,78.0,0.0,0.0,2.0,1.0,70.0
426,6175,Jacob Christensen,2001,Mittelfeldspieler,4.307.350,1. FC Köln,Fit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,3029,Dejan Ljubičić,1997,Mittelfeldspieler,8.000.647,1. FC Köln,Fit,3,48.0,"54,33",163,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,3167,Mathias Olesen,2001,Mittelfeldspieler,500.000,1. FC Köln,Aufbautraining,3,2.0,"2,67",8,lu LUX,0.0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.03,0.0,0.0,82.4,84.2,81.8,100.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,100.0,0.0,134.0,65.0,1.0,0.0,1.0,1.0,22.0
429,3500,Denis Huseinbašić,2001,Mittelfeldspieler,5.144.710,1. FC Köln,Fit,1,0.0,"1,00",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,1725,Mark Uth,1991,Mittelfeldspieler,1.106.683,1. FC Köln,Aufbautraining,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,1903,Florian Kainz,1992,Mittelfeldspieler,16.530.899,1. FC Köln,Fit,3,120.0,"63,00",189,at AUT,6.0,457.0,5.1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2,0.7,0.9,14.0,20.0,0.2,0.0,0.2,0.0,0.0,0.19,0.13,0.33,0.04,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.03,0.0,-0.2,70.5,83.0,80.0,49.1,-0.7,4.55,0.0,12.0,66.7,2.0,0.0,1.0,2.0,0.0,53.8,30.8,926.0,409.0,12.0,3.0,6.0,8.0,179.0
433,3282,Faride Alidou,2001,Mittelfeldspieler,1.529.169,1. FC Köln,Fit,1,18.0,"18,00",18,de GER,0.0,118.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.16,0.01,0.17,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,3.05,1.53,0.0,0.05,-0.2,-0.2,67.4,81.0,66.7,16.7,0.0,2.29,0.0,2.0,50.0,1.0,0.0,3.0,1.0,0.0,20.0,60.0,316.0,147.0,3.0,2.0,3.0,5.0,45.0
