player,nationality,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches
Jan-Niklas Beste,de GER,"FW,MF",Heidenheim,24-357,1999,13.0,5,22,9,40.9,1.69,0.69,0.23,0.56,22.5,6,0,1,2.2,1.4,0.06,+2.8,+3.6,Matches
Tom Bischof,de GER,"MF,FW",Hoffenheim,18-182,2005,1.6,0,1,0,0.0,0.62,0.00,0.00,,26.9,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Leonardo Bittencourt,de GER,MF,Werder Bremen,30-008,1993,8.4,1,13,1,7.7,1.55,0.12,0.08,1.00,18.8,0,0,0,1.4,1.4,0.10,-0.4,-0.4,Matches
Janis Blaswich,de GER,GK,RB Leipzig,32-239,1991,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Victor Boniface,ng NGA,FW,Leverkusen,23-004,2000,14.2,10,70,28,40.0,4.94,1.97,0.13,0.32,15.7,0,1,1,12.1,11.3,0.16,-2.1,-2.3,Matches
Leonardo Bonucci,it ITA,DF,Union Berlin,36-240,1987,5.1,1,0,0,,0.00,0.00,,,,0,1,1,0.8,0.0,,+0.2,0.0,Matches
Yvandro Borges Sanches,lu LUX,"MF,FW",M'Gladbach,19-217,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Sebastiaan Bornauw,be BEL,DF,Wolfsburg,24-280,1999,5.4,0,2,1,50.0,0.37,0.18,0.00,0.00,10.3,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
Rafael Borré,co COL,FW,Werder Bremen,28-103,1995,9.2,4,17,7,41.2,1.84,0.76,0.24,0.57,14.8,0,0,0,2.1,2.1,0.13,+1.9,+1.9,Matches
Julian Brandt,de GER,"MF,FW",Dortmund,27-239,1996,13.5,5,21,9,42.9,1.56,0.67,0.24,0.56,18.2,1,0,0,3.0,3.0,0.14,+2.0,+2.0,Matches
Tim Breithaupt,de GER,MF,Augsburg,21-323,2002,2.9,0,2,0,0.0,0.69,0.00,0.00,,26.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Maximilian Breunig,de GER,FW,Freiburg,23-135,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
John Brooks,us USA,DF,Hoffenheim,30-333,1993,12.0,1,8,2,25.0,0.67,0.17,0.13,0.50,8.2,0,0,0,2.0,2.0,0.25,-1.0,-1.0,Matches
Moritz Broschinski,de GER,"FW,MF",Bochum,23-095,2000,3.4,0,4,1,25.0,1.18,0.29,0.00,0.00,15.0,0,0,0,0.6,0.6,0.16,-0.6,-0.6,Matches
Alexander Brunst,de GER,GK,Darmstadt 98,28-173,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marius Bülter,de GER,"DF,FW",Hoffenheim,30-273,1993,8.7,1,15,4,26.7,1.72,0.46,0.07,0.25,18.2,0,0,0,1.0,1.0,0.07,0.0,0.0,Matches
Jonathan Burkardt,de GER,"MF,FW",Mainz 05,23-169,2000,2.1,0,4,0,0.0,1.93,0.00,0.00,,13.0,0,0,0,0.6,0.6,0.14,-0.6,-0.6,Matches
Oliver Burke,sct SCO,FW,Werder Bremen,26-264,1997,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marnon Busch,de GER,DF,Heidenheim,29-019,1994,3.2,0,4,1,25.0,1.27,0.32,0.00,0.00,26.4,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Aurélio Buta,pt POR,"DF,MF",Eint Frankfurt,26-320,1997,10.5,1,7,3,42.9,0.67,0.29,0.14,0.33,17.9,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
Jamie Bynoe-Gittens,eng ENG,"FW,DF",Dortmund,19-141,2004,4.4,1,18,7,38.9,4.08,1.59,0.06,0.14,17.7,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
Anthony Caci,fr FRA,DF,Mainz 05,26-179,1997,12.8,2,14,2,14.3,1.10,0.16,0.14,1.00,18.9,0,0,0,0.5,0.5,0.04,+1.5,+1.5,Matches
Emre Can,de GER,MF,Dortmund,29-349,1994,10.6,1,4,0,0.0,0.38,0.00,0.00,,31.9,0,1,1,0.9,0.1,0.02,+0.1,-0.1,Matches
Irvin Cardona,fr FRA,"MF,DF",Augsburg,26-141,1997,0.6,0,3,0,0.0,5.00,0.00,0.00,,14.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Rasmus Carstensen,dk DEN,"DF,FW",Köln,23-077,2000,11.7,0,7,4,57.1,0.60,0.34,0.00,0.00,13.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Fabio Carvalho,pt POR,MF,RB Leipzig,21-119,2002,1.8,0,3,2,66.7,1.64,1.09,0.00,0.00,14.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Koen Casteels,be BEL,GK,Wolfsburg,31-185,1992,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Václav Černý,cz CZE,"FW,MF",Wolfsburg,26-071,1997,6.1,1,12,2,16.7,1.98,0.33,0.08,0.50,16.5,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
Julian Chabot,de GER,DF,Köln,25-318,1998,13.4,0,8,1,12.5,0.60,0.07,0.00,0.00,8.9,0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches
Fares Chaïbi,dz ALG,"MF,FW",Eint Frankfurt,21-029,2002,10.4,1,17,9,52.9,1.63,0.86,0.06,0.11,18.1,2,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
Fabio Chiarodia,it ITA,"DF,MF",M'Gladbach,18-205,2005,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kingsley Coman,fr FRA,FW,Bayern Munich,27-197,1996,9.3,3,26,6,23.1,2.80,0.65,0.12,0.50,16.8,0,0,0,2.4,2.4,0.09,+0.6,+0.6,Matches
Bambasé Conté,de GER,"FW,MF",Hoffenheim,20-173,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Danny da Costa,de GER,DF,Mainz 05,30-167,1993,8.1,0,6,1,16.7,0.74,0.12,0.00,0.00,19.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Nicolas Cozza,fr FRA,DF,Wolfsburg,24-353,1999,2.4,0,1,0,0.0,0.42,0.00,0.00,,30.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Tomáš Čvančara,cz CZE,FW,M'Gladbach,23-136,2000,7.1,4,19,8,42.1,2.67,1.12,0.16,0.38,15.4,1,1,2,4.6,3.0,0.16,-0.6,0.0,Matches
Finn Dahmen,de GER,GK,Augsburg,25-275,1998,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lukas Daschner,de GER,"MF,FW",Bochum,25-087,1998,3.4,1,11,4,36.4,3.28,1.19,0.09,0.25,16.2,0,0,0,2.2,2.2,0.20,-1.2,-1.2,Matches
David Datro Fofana,ci CIV,"FW,MF",Union Berlin,21-005,2002,7.6,1,26,12,46.2,3.43,1.58,0.04,0.08,15.6,4,0,0,2.8,2.8,0.11,-1.8,-1.8,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,23-055,2000,12.1,0,6,1,16.7,0.50,0.08,0.00,0.00,21.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Olivier Deman,be BEL,DF,Werder Bremen,23-265,2000,9.2,1,9,3,33.3,0.98,0.33,0.11,0.33,13.9,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
Ermedin Demirović,ba BIH,"MF,FW",Augsburg,25-277,1998,15.4,8,36,17,47.2,2.34,1.11,0.19,0.41,14.4,0,1,2,7.3,5.7,0.16,+0.7,+1.3,Matches
Sepp van den Berg,nl NED,DF,Mainz 05,22-007,2001,13.5,1,7,3,42.9,0.52,0.22,0.14,0.33,8.6,0,0,0,0.7,0.7,0.10,+0.3,+0.3,Matches
Florian Dietz,de GER,FW,Köln,25-146,1998,0.5,0,1,0,0.0,2.05,0.00,0.00,,16.4,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
Junior Dina Ebimbe,fr FRA,"MF,DF",Eint Frankfurt,23-036,2000,10.6,3,25,7,28.0,2.36,0.66,0.12,0.43,16.1,0,0,0,2.5,2.5,0.10,+0.5,+0.5,Matches
Eren Dinkçi,de GER,"FW,MF",Heidenheim,22-014,2001,13.4,6,25,11,44.0,1.87,0.82,0.24,0.55,21.3,0,0,0,1.7,1.7,0.07,+4.3,+4.3,Matches
Ritsu Doan,jp JPN,"MF,FW",Freiburg,25-194,1998,11.8,1,17,8,47.1,1.44,0.68,0.06,0.13,16.3,0,0,0,1.7,1.7,0.10,-0.7,-0.7,Matches
Danilho Doekhi,nl NED,DF,Union Berlin,25-180,1998,8.0,1,3,1,33.3,0.37,0.12,0.33,1.00,9.4,0,0,0,0.2,0.2,0.08,+0.8,+0.8,Matches
Niklas Dorsch,de GER,MF,Augsburg,25-346,1998,11.7,0,11,0,0.0,0.94,0.00,0.00,,24.3,2,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Nikola Dovedan,at AUT,"MF,FW",Heidenheim,29-174,1994,2.7,0,4,1,25.0,1.51,0.38,0.00,0.00,19.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Damion Downs,de GER,"FW,MF",Köln,19-174,2004,0.3,0,1,0,0.0,3.75,0.00,0.00,,6.7,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
Dion Drena Beljo,hr CRO,"FW,MF",Augsburg,21-301,2002,4.3,2,10,5,50.0,2.30,1.15,0.20,0.40,13.8,0,0,0,1.3,1.3,0.13,+0.7,+0.7,Matches
Marvin Ducksch,de GER,FW,Werder Bremen,29-295,1994,14.1,7,26,11,42.3,1.85,0.78,0.19,0.45,19.6,7,2,3,5.5,3.0,0.12,+1.5,+2.0,Matches
Maximilian Eggestein,de GER,MF,Freiburg,27-019,1996,15.5,0,22,2,9.1,1.42,0.13,0.00,0.00,21.1,0,0,0,1.3,1.3,0.06,-1.3,-1.3,Matches
Lilian Egloff,de GER,"MF,DF",Stuttgart,21-129,2002,1.2,0,3,0,0.0,2.55,0.00,0.00,,19.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,27-088,1996,11.9,1,8,3,37.5,0.67,0.25,0.13,0.33,11.8,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
Arne Engels,be BEL,"MF,DF",Augsburg,20-110,2003,7.6,1,9,3,33.3,1.18,0.39,0.11,0.33,15.8,0,0,0,1.0,1.0,0.12,0.0,0.0,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,26-109,1997,14.5,1,4,2,50.0,0.28,0.14,0.25,0.50,8.4,0,0,0,0.6,0.6,0.16,+0.4,+0.4,Matches
Edimilson Fernandes,ch SUI,DF,Mainz 05,27-256,1996,9.7,0,12,0,0.0,1.23,0.00,0.00,,26.0,3,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Nacho Ferri,es ESP,"FW,MF",Eint Frankfurt,19-083,2004,0.6,1,2,1,50.0,3.40,1.70,0.50,1.00,15.5,0,0,0,0.7,0.7,0.36,+0.3,+0.3,Matches
Max Finkgräfe,de GER,"DF,MF",Köln,19-275,2004,3.1,0,3,2,66.7,0.97,0.65,0.00,0.00,11.0,0,0,0,0.7,0.7,0.23,-0.7,-0.7,Matches
Jonas Föhrenbach,de GER,DF,Heidenheim,27-335,1996,14.1,0,5,0,0.0,0.35,0.00,0.00,,20.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,32-065,1991,5.2,2,11,4,36.4,2.13,0.78,0.18,0.50,22.5,1,0,1,1.4,0.6,0.05,+0.6,+1.4,Matches
Philipp Förster,de GER,"MF,FW",Bochum,28-326,1995,2.4,0,1,0,0.0,0.42,0.00,0.00,,18.0,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
Bartol Franjić,hr CRO,MF,Darmstadt 98,23-347,2000,6.0,0,1,0,0.0,0.17,0.00,0.00,,27.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Marco Friedl,at AUT,DF,Werder Bremen,25-286,1998,11.4,0,2,0,0.0,0.18,0.00,0.00,,31.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Marvin Friedrich,de GER,DF,M'Gladbach,28-014,1995,5.4,0,6,1,16.7,1.10,0.18,0.00,0.00,14.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Jeremie Frimpong,nl NED,DF,Leverkusen,23-017,2000,14.6,5,26,15,57.7,1.78,1.03,0.19,0.33,12.9,0,0,0,4.0,4.0,0.15,+1.0,+1.0,Matches
Chris Führich,de GER,"FW,MF",Stuttgart,25-352,1998,13.9,5,28,11,39.3,2.02,0.79,0.18,0.45,16.3,1,0,1,4.8,3.9,0.14,+0.2,+1.1,Matches
Niclas Füllkrug,de GER,FW,Werder Bremen,30-321,1993,2.0,0,5,1,20.0,2.50,0.50,0.00,0.00,15.6,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
Niclas Füllkrug,de GER,FW,Dortmund,30-321,1993,11.2,5,23,10,43.5,2.05,0.89,0.22,0.50,11.1,0,0,0,5.0,5.0,0.22,0.0,0.0,Matches
Cristian Gamboa,cr CRC,DF,Bochum,34-064,1989,10.5,0,6,1,16.7,0.57,0.10,0.00,0.00,31.2,0,0,0,0.1,0.1,0.01,-0.1,-0.1,Matches
Yannick Gerhardt,de GER,"MF,FW",Wolfsburg,29-289,1994,7.7,1,10,6,60.0,1.29,0.78,0.10,0.17,16.2,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches
Anwar El Ghazi,nl NED,"MF,DF",Mainz 05,28-238,1995,0.6,0,2,0,0.0,3.33,0.00,0.00,,21.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Benedikt Gimber,de GER,DF,Heidenheim,26-311,1997,6.7,1,3,1,33.3,0.45,0.15,0.33,1.00,9.6,0,0,0,0.5,0.5,0.16,+0.5,+0.5,Matches
Matthias Ginter,de GER,DF,Freiburg,29-342,1994,14.3,0,3,1,33.3,0.21,0.07,0.00,0.00,6.4,0,0,0,0.9,0.9,0.31,-0.9,-0.9,Matches
Klaus Gjasula,al ALB,"DF,MF",Darmstadt 98,34-013,1989,7.0,0,3,0,0.0,0.43,0.00,0.00,,11.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,28-166,1995,2.5,0,10,3,30.0,3.98,1.19,0.00,0.00,13.0,0,0,0,1.1,1.1,0.12,-1.1,-1.1,Matches
Leon Goretzka,de GER,MF,Bayern Munich,28-324,1995,9.2,2,27,7,25.9,2.92,0.76,0.07,0.29,16.4,0,0,0,2.5,2.5,0.09,-0.5,-0.5,Matches
Robin Gosens,de GER,"DF,MF",Union Berlin,29-175,1994,10.6,4,14,5,35.7,1.32,0.47,0.29,0.80,12.8,0,0,0,1.1,1.1,0.08,+2.9,+2.9,Matches
Mario Götze,de GER,"MF,FW",Eint Frankfurt,31-207,1992,8.7,0,2,1,50.0,0.23,0.12,0.00,0.00,14.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,32-170,1991,12.0,0,7,1,14.3,0.58,0.08,0.00,0.00,17.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Jens Grahl,de GER,GK,Eint Frankfurt,35-096,1988,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ryan Gravenberch,nl NED,FW,Bayern Munich,21-225,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Michael Gregoritsch,at AUT,FW,Freiburg,29-253,1994,6.4,3,34,10,29.4,5.30,1.56,0.09,0.30,13.2,0,0,0,3.5,3.5,0.10,-0.5,-0.5,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,30-264,1993,12.2,3,21,6,28.6,1.73,0.49,0.00,0.00,21.7,3,3,3,3.8,1.4,0.07,-0.8,-1.4,Matches
Florian Grillitsch,at AUT,MF,Hoffenheim,28-142,1995,8.6,1,12,2,16.7,1.40,0.23,0.08,0.50,27.6,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
Álex Grimaldo,es ESP,DF,Leverkusen,28-098,1995,15.9,7,32,12,37.5,2.01,0.75,0.22,0.58,21.1,8,0,0,2.3,2.3,0.07,+4.7,+4.7,Matches
Christian Groß,de GER,"MF,DF",Werder Bremen,34-322,1989,5.1,0,1,0,0.0,0.20,0.00,0.00,,20.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Brajan Gruda,de GER,"MF,FW",Mainz 05,19-210,2004,8.9,1,14,7,50.0,1.57,0.79,0.07,0.14,19.1,1,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
Ilia Gruev,bg BUL,MF,Werder Bremen,23-235,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Raphaël Guerreiro,pt POR,"MF,DF",Bayern Munich,30-005,1993,3.3,1,7,1,14.3,2.10,0.30,0.14,1.00,21.4,0,0,0,0.6,0.6,0.08,+0.4,+0.4,Matches
Josuha Guilavogui,fr FRA,DF,Mainz 05,33-099,1990,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Serhou Guirassy,gn GUI,FW,Stuttgart,27-290,1996,11.7,17,45,22,48.9,3.84,1.88,0.31,0.64,15.1,2,3,3,11.6,9.2,0.20,+5.4,+4.8,Matches
Manuel Gulde,de GER,DF,Freiburg,32-318,1991,8.0,1,6,1,16.7,0.75,0.13,0.17,1.00,9.5,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches
Robert Gumny,pl POL,DF,Augsburg,25-206,1998,5.1,0,3,1,33.3,0.59,0.20,0.00,0.00,13.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Christian Günter,de GER,DF,Freiburg,30-302,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Janik Haberer,de GER,MF,Union Berlin,29-269,1994,8.6,0,10,1,10.0,1.17,0.12,0.00,0.00,16.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Robin Hack,de GER,"MF,FW",M'Gladbach,25-122,1998,3.7,0,13,7,53.8,3.51,1.89,0.00,0.00,18.8,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Amadou Haidara,ml MLI,MF,RB Leipzig,25-330,1998,7.1,0,12,4,33.3,1.69,0.56,0.00,0.00,21.8,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Sébastien Haller,ci CIV,FW,Dortmund,29-188,1994,4.0,0,6,1,16.7,1.50,0.25,0.00,0.00,10.7,0,0,0,0.9,0.9,0.15,-0.9,-0.9,Matches
Andreas Hanche-Olsen,no NOR,DF,Mainz 05,26-344,1997,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Genki Haraguchi,jp JPN,MF,Stuttgart,32-232,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
