player,nationality,position,team,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,matches
Karim Bellarabi,de GER,"FW,MF",Leverkusen,31,1990,7.6,366,10,58,156,160,35,366,33,17,51.5,16,48.5,239,1572,873,24,18,7,19,12,270,69,Matches
Jude Bellingham,eng ENG,MF,Dortmund,18,2003,31.0,1959,48,331,1124,515,84,1959,96,55,57.3,41,42.7,1242,6020,2770,78,44,23,82,62,1499,138,Matches
George Bello,us USA,DF,Arminia,19,2002,4.8,234,21,74,99,67,7,234,22,9,40.9,13,59.1,114,680,348,9,5,2,10,4,121,18,Matches
László Bénes,sk SVK,MF,M'Gladbach,23,1997,2.7,223,6,43,136,47,3,223,3,1,33.3,2,66.7,123,423,218,6,1,1,7,1,151,9,Matches
Keanan Bennetts,eng ENG,"FW,DF",M'Gladbach,22,1999,0.6,39,0,4,23,13,2,39,7,3,42.9,4,57.1,19,176,64,3,1,1,3,0,23,3,Matches
Ramy Bensebaini,dz ALG,DF,M'Gladbach,26,1995,22.4,1590,131,604,795,207,39,1588,29,16,55.2,13,44.8,843,3930,2085,26,17,4,28,13,964,66,Matches
Jordan Beyer,de GER,DF,M'Gladbach,21,2000,15.4,1110,80,491,542,80,11,1110,15,9,60.0,6,40.0,631,2799,1494,25,18,5,7,5,776,30,Matches
Bartosz Białek,pl POL,"FW,DF",Wolfsburg,19,2001,2.0,66,3,7,31,28,7,66,3,0,0.0,3,100.0,34,182,94,1,4,0,6,5,51,14,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,31,1990,0.1,3,1,2,1,0,0,3,0,0,,0,,2,7,3,0,0,0,0,0,3,0,Matches
Tom Bischof,de GER,MF,Hoffenheim,16,2005,0.2,6,1,1,1,4,0,6,0,0,,0,,5,21,7,0,0,0,0,1,5,1,Matches
Danny Blum,de GER,FW,Bochum,30,1991,3.8,215,1,18,90,110,14,215,8,5,62.5,3,37.5,105,537,244,9,7,1,8,3,142,34,Matches
Kevin-Prince Boateng,gh GHA,"MF,FW",Hertha BSC,34,1987,7.7,403,12,60,250,96,12,403,9,6,66.7,3,33.3,201,626,232,0,4,0,18,13,263,21,Matches
Herbert Bockhorn,de GER,DF,Bochum,26,1995,9.4,456,25,129,213,124,11,456,23,15,65.2,8,34.8,229,1728,875,31,17,5,17,9,219,27,Matches
Jean-Paul Boëtius,nl NED,MF,Mainz 05,27,1994,20.0,1165,20,226,675,273,13,1165,32,22,68.8,10,31.3,615,2721,1193,17,14,3,41,28,736,49,Matches
Tarsis Bonga,de GER,"MF,FW",Bochum,24,1997,0.2,17,0,1,6,10,2,17,1,1,100.0,0,0.0,10,61,16,1,0,0,3,1,12,2,Matches
Solomon Bonnah,nl NED,DF,RB Leipzig,17,2003,0.1,5,0,1,3,1,0,5,0,0,,0,,3,9,1,0,0,0,0,0,3,0,Matches
Sebastiaan Bornauw,be BEL,DF,Wolfsburg,22,1999,22.3,1419,205,849,545,31,26,1419,4,2,50.0,2,50.0,818,2979,1077,0,1,1,5,3,906,5,Matches
Rafael Borré,co COL,FW,Eint Frankfurt,25,1995,26.4,995,10,59,476,477,104,995,56,29,51.8,27,48.2,594,2536,1015,43,28,16,95,30,724,168,Matches
Dedryck Boyata,be BEL,DF,Hertha BSC,30,1990,21.1,1019,211,636,359,28,18,1019,4,3,75.0,1,25.0,510,2236,1089,4,3,1,8,0,591,0,Matches
Julian Brandt,de GER,"MF,FW",Dortmund,25,1996,23.1,1575,24,178,788,622,50,1575,65,38,58.5,27,41.5,929,5020,2137,66,50,19,58,31,1148,171,Matches
Iker Bravo,es ESP,FW,Leverkusen,16,2005,0.1,2,0,0,1,1,0,2,0,0,,0,,1,0,0,0,0,0,1,0,1,0,Matches
Fabian Bredlow,de GER,GK,Stuttgart,26,1995,4.0,141,116,139,2,0,0,141,0,0,,0,,74,310,215,0,0,0,2,0,56,0,Matches
Josip Brekalo,hr CRO,FW,Wolfsburg,23,1998,0.2,20,0,1,9,10,1,20,1,1,100.0,0,0.0,16,74,20,0,1,0,1,2,15,3,Matches
Brian Brobbey,nl NED,"FW,MF",RB Leipzig,19,2002,1.5,49,0,0,23,26,8,49,2,2,100.0,0,0.0,29,121,26,1,1,0,8,1,39,12,Matches
John Brooks,us USA,DF,Wolfsburg,28,1993,29.1,2047,217,1018,967,72,26,2047,13,9,69.2,4,30.8,1210,5970,3192,22,17,2,23,5,1283,4,Matches
Daniel Brosinski,de GER,DF,Mainz 05,33,1988,4.3,276,16,70,122,88,0,276,2,0,0.0,2,100.0,118,618,360,9,5,0,6,2,147,24,Matches
Cédric Brunner,ch SUI,DF,Arminia,27,1994,24.3,1417,105,482,647,303,6,1417,28,15,53.6,13,46.4,578,2755,1092,23,25,1,20,11,597,45,Matches
Jacob Bruun Larsen,dk DEN,"FW,MF",Hoffenheim,22,1998,9.0,384,6,55,149,186,46,384,21,9,42.9,12,57.1,244,1732,819,31,17,14,22,6,291,106,Matches
Sascha Burchert,de GER,GK,Greuther Fürth,31,1989,14.0,598,501,590,8,0,0,598,0,0,,0,,326,1688,1162,0,0,0,0,0,259,0,Matches
Delano Burgzorg,nl NED,MF,Mainz 05,22,1998,0.3,12,0,1,2,9,4,12,4,1,25.0,3,75.0,7,96,3,0,1,1,2,0,8,3,Matches
Jonathan Burkardt,de GER,"FW,MF",Mainz 05,21,2000,29.0,986,21,79,436,493,160,985,79,40,50.6,39,49.4,619,3444,1599,65,37,34,117,62,717,200,Matches
Roman Bürki,ch SUI,GK,Dortmund,30,1990,1.0,24,14,23,1,0,0,24,0,0,,0,,11,59,27,0,0,0,0,0,10,0,Matches
Jamie Bynoe-Gittens,eng ENG,FW,Dortmund,16,2004,1.5,72,3,8,27,39,7,72,21,13,61.9,8,38.1,56,456,209,8,7,4,6,5,59,18,Matches
Daniel Caligiuri,it ITA,"DF,MF",Augsburg,33,1988,22.3,1250,60,264,578,430,29,1247,64,40,62.5,24,37.5,585,3793,1725,52,44,9,69,37,601,90,Matches
Emre Can,de GER,"DF,MF",Dortmund,27,1994,18.8,1647,104,553,946,160,17,1643,27,18,66.7,9,33.3,1006,4937,2354,31,26,3,22,9,1140,19,Matches
Koen Casteels,be BEL,GK,Wolfsburg,29,1992,28.0,1143,916,1136,11,0,0,1143,2,2,100.0,0,0.0,681,3155,1653,0,0,0,1,0,605,0,Matches
Gonzalo Castro,de GER,"MF,FW",Arminia,34,1987,4.8,214,4,37,108,76,8,214,5,2,40.0,3,60.0,105,485,240,7,4,0,10,2,116,15,Matches
Julian Chabot,de GER,DF,Köln,23,1998,2.3,185,12,99,82,4,2,185,2,1,50.0,1,50.0,98,355,157,0,1,0,3,0,108,0,Matches
Timothy Chandler,us USA,DF,Eint Frankfurt,31,1990,13.5,694,39,192,287,217,26,694,8,3,37.5,5,62.5,297,1203,564,16,16,5,15,6,353,63,Matches
Justin Che,us USA,"FW,DF",Hoffenheim,17,2003,0.5,30,0,5,17,8,2,30,0,0,,0,,17,92,52,0,0,0,0,0,19,5,Matches
Max Christiansen,de GER,MF,Greuther Fürth,24,1996,22.8,1234,102,384,758,103,7,1234,12,5,41.7,7,58.3,561,2483,990,8,12,0,16,8,634,9,Matches
Kingsley Coman,fr FRA,"FW,DF",Bayern Munich,25,1996,15.1,924,11,73,317,547,110,924,85,48,56.5,37,43.5,611,4030,2080,83,40,41,51,29,742,233,Matches
Lucas Copado,de GER,FW,Bayern Munich,17,2004,0.2,8,0,2,2,4,2,8,1,1,100.0,0,0.0,2,5,1,0,0,0,1,0,3,0,Matches
Sergio Córdova,ve VEN,"FW,MF",Augsburg,23,1997,3.6,95,4,12,37,48,16,95,8,2,25.0,6,75.0,48,264,105,6,2,2,8,9,63,16,Matches
Danny da Costa,de GER,"DF,MF",Eint Frankfurt,28,1993,8.1,408,28,117,176,119,9,408,11,5,45.5,6,54.5,170,904,442,12,7,5,11,2,174,29,Matches
Tanguy Coulibaly,fr FRA,"FW,MF",Stuttgart,20,2001,12.0,499,10,99,212,197,25,499,43,22,51.2,21,48.8,286,1857,807,27,21,7,43,15,307,88,Matches
Mickaël Cuisance,fr FRA,MF,Bayern Munich,21,1999,0.1,13,0,2,8,3,1,13,1,1,100.0,0,0.0,10,74,13,0,0,0,0,2,10,1,Matches
Matheus Cunha,br BRA,FW,Hertha BSC,22,1999,0.7,21,0,2,11,8,4,21,2,1,50.0,1,50.0,13,66,36,2,1,0,3,2,11,1,Matches
Rafael Czichos,de GER,DF,Köln,31,1990,15.6,1223,141,648,555,31,15,1223,6,4,66.7,2,33.3,741,4430,2806,19,2,1,8,0,796,3,Matches
Lennart-Marten Czyborra,de GER,DF,Arminia,22,1999,1.5,66,4,20,27,21,0,66,4,1,25.0,3,75.0,24,162,99,2,5,0,1,3,25,3,Matches
Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,29,1992,14.6,686,5,60,330,306,78,686,44,16,36.4,28,63.6,388,1488,505,11,11,4,41,36,483,96,Matches
Finn Dahmen,de GER,GK,Mainz 05,23,1998,2.0,83,69,83,0,0,0,83,0,0,,0,,44,242,110,0,0,0,0,0,42,0,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,25,1996,18.4,1263,43,235,745,296,24,1263,41,26,63.4,15,36.6,711,3499,1624,28,24,6,31,13,877,46,Matches
Márton Dárdai,de GER,DF,Hertha BSC,19,2002,8.4,480,47,289,164,29,7,480,3,3,100.0,0,0.0,254,1348,853,7,1,0,5,4,282,2,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,30,1990,19.8,1153,32,255,637,268,20,1153,29,18,62.1,11,37.9,567,2746,1018,15,14,0,37,23,744,69,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,20,2000,19.3,1592,45,358,678,594,80,1592,125,80,64.0,45,36.0,980,6590,4087,113,73,38,47,24,1030,201,Matches
Saulo Decarli,ch SUI,DF,Bochum,29,1992,0.1,7,0,1,4,2,1,7,0,0,,0,,5,11,6,0,0,0,0,0,5,0,Matches
Thomas Delaney,dk DEN,MF,Dortmund,29,1991,0.2,14,0,2,10,2,0,14,1,0,0.0,1,100.0,5,8,1,0,0,0,0,0,8,0,Matches
Kerem Demirbay,de GER,MF,Leverkusen,28,1993,22.8,1681,73,350,935,411,34,1679,42,28,66.7,14,33.3,947,4749,2165,34,35,6,34,23,1039,47,Matches
Ermedin Demirović,ba BIH,FW,Freiburg,23,1998,9.7,303,8,35,100,172,56,303,19,10,52.6,9,47.4,165,806,314,16,11,8,31,14,195,74,Matches
Mike van der Hoorn,nl NED,DF,Arminia,28,1992,0.2,5,2,4,1,0,0,5,0,0,,0,,2,3,3,0,0,0,0,0,2,0,Matches
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,22,1999,30.7,1318,6,97,602,645,133,1317,129,56,43.4,73,56.6,937,5928,3138,131,71,45,71,30,1031,261,Matches
Daniel Didavi,de GER,"MF,FW",Stuttgart,31,1990,3.1,146,1,13,68,68,8,146,7,5,71.4,2,28.6,94,552,276,6,5,2,9,6,106,25,Matches
Javairô Dilrosun,nl NED,FW,Hertha BSC,23,1998,1.5,51,1,14,28,11,0,51,4,2,50.0,2,50.0,32,258,111,3,4,0,3,3,34,4,Matches
Lee Dongjun,kr KOR,"MF,FW",Hertha BSC,24,1997,1.3,47,0,7,17,24,8,47,8,2,25.0,6,75.0,21,189,68,4,2,3,6,4,25,8,Matches
Niklas Dorsch,de GER,MF,Augsburg,23,1998,25.8,1372,81,473,787,134,0,1372,48,34,70.8,14,29.2,713,3199,1258,11,14,0,22,24,717,7,Matches
Ondrej Duda,sk SVK,"MF,FW",Köln,26,1994,17.9,902,17,85,487,343,52,902,66,37,56.1,29,43.9,538,2596,923,25,15,10,66,24,600,81,Matches
Jeremy Dudziak,tn TUN,"MF,FW",Greuther Fürth,25,1995,12.6,465,4,57,226,190,31,465,33,14,42.4,19,57.6,242,1442,593,18,17,8,29,23,273,62,Matches
Erik Durm,de GER,DF,Eint Frankfurt,29,1992,5.3,334,13,83,181,72,4,334,1,0,0.0,1,100.0,162,911,470,14,11,1,6,4,167,20,Matches
Maximilian Eggestein,de GER,MF,Freiburg,24,1996,24.4,1208,53,241,662,315,34,1208,19,7,36.8,12,63.2,520,2303,1208,23,19,0,42,22,689,52,Matches
Lilian Egloff,de GER,"MF,DF",Stuttgart,18,2002,0.3,16,0,2,7,7,1,16,0,0,,0,,11,16,1,0,0,0,5,0,12,4,Matches
Kingsley Ehizibue,nl NED,DF,Köln,26,1995,7.6,483,30,195,206,86,4,483,15,5,33.3,10,66.7,235,1275,727,22,12,2,13,6,235,22,Matches
Julian Eitschberger,de GER,DF,Hertha BSC,17,2004,0.5,40,5,18,18,4,1,40,0,0,,0,,20,74,57,2,0,0,0,0,19,1,Matches
Jurgen Ekkelenkamp,nl NED,"MF,FW",Hertha BSC,21,2000,8.0,339,3,44,176,123,26,339,12,6,50.0,6,50.0,170,676,318,9,7,3,27,11,221,48,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,24,1996,27.0,1992,204,1074,888,41,23,1992,7,6,85.7,1,14.3,1177,5347,2774,13,8,0,9,6,1323,3,Matches
Breel Embolo,ch SUI,FW,M'Gladbach,24,1997,24.1,833,15,36,428,378,102,833,76,42,55.3,34,44.7,514,2762,1110,38,35,19,90,60,665,158,Matches
Keita Endo,jp JPN,MF,Union Berlin,23,1997,0.6,36,0,4,12,20,5,36,1,0,0.0,1,100.0,24,108,50,1,0,0,2,0,28,12,Matches
Wataru Endo,jp JPN,MF,Stuttgart,28,1993,32.2,1981,96,494,1151,359,54,1981,54,34,63.0,20,37.0,1051,4554,2186,34,29,6,51,42,1290,63,Matches
Michael Esser,de GER,GK,Bochum,33,1987,3.0,146,126,146,0,0,0,146,0,0,,0,,88,416,252,0,0,0,0,0,73,0,Matches
Wahid Faghir,dk DEN,FW,Stuttgart,18,2003,1.4,46,0,0,17,31,6,46,6,5,83.3,1,16.7,35,161,59,2,6,1,4,1,43,18,Matches
Ömer Faruk Beyaz,tr TUR,"DF,MF",Stuttgart,17,2003,0.8,53,0,6,22,25,3,53,1,0,0.0,1,100.0,24,103,28,0,1,1,6,1,35,5,Matches
Adrian Fein,de GER,MF,Greuther Fürth,22,1999,0.4,12,0,2,8,2,1,12,0,0,,0,,7,27,14,0,0,0,0,1,7,1,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,23,1997,8.7,502,65,289,196,23,3,502,9,8,88.9,1,11.1,292,1570,831,7,3,0,1,5,310,4,Matches
Edimilson Fernandes,ch SUI,"MF,FW",Arminia,25,1996,3.1,157,11,29,69,61,6,157,4,3,75.0,1,25.0,99,426,208,6,5,2,5,6,101,21,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,32,1989,3.2,112,10,18,47,48,14,112,7,2,28.6,5,71.4,62,278,117,2,2,2,9,5,74,14,Matches
Mark Flekken,nl NED,GK,Freiburg,28,1993,32.0,1396,1088,1371,27,0,0,1396,2,2,100.0,0,0.0,827,5135,2956,0,0,0,0,0,686,0,Matches
Emil Forsberg,se SWE,MF,RB Leipzig,29,1991,19.0,951,8,69,481,413,61,947,31,23,74.2,8,25.8,592,3087,1391,39,40,12,55,26,743,118,Matches
Philipp Förster,de GER,"MF,FW",Stuttgart,26,1995,10.7,569,3,66,280,229,36,569,18,9,50.0,9,50.0,328,1963,1021,33,30,10,23,10,400,59,Matches
Timothy Fosu-Mensah,nl NED,DF,Leverkusen,23,1998,1.6,109,5,33,51,28,1,109,2,1,50.0,1,50.0,47,211,94,2,4,0,2,0,54,6,Matches
Raphael Framberger,de GER,DF,Augsburg,25,1995,9.4,554,30,162,239,156,4,554,12,6,50.0,6,50.0,206,1056,540,20,6,0,14,2,265,32,Matches
Marvin Friedrich,de GER,DF,M'Gladbach,25,1995,6.7,549,48,306,228,15,9,549,1,0,0.0,1,100.0,325,1206,463,1,0,0,2,0,397,4,Matches
Marvin Friedrich,de GER,DF,Union Berlin,25,1995,13.0,773,91,403,329,48,19,773,7,5,71.4,2,28.6,430,2046,1198,6,4,1,11,5,462,6,Matches
Jeremie Frimpong,nl NED,DF,Leverkusen,20,2000,22.8,1480,69,467,655,382,62,1480,79,47,59.5,32,40.5,854,6153,3459,112,73,32,48,26,889,121,Matches
Christian Früchtl,de GER,GK,Bayern Munich,21,2000,0.1,4,2,4,0,0,0,4,0,0,,0,,2,1,0,0,0,0,0,0,2,0,Matches
Chris Führich,de GER,"FW,MF",Stuttgart,23,1998,19.0,900,16,109,412,402,41,900,65,40,61.5,25,38.5,521,3376,1684,61,41,11,42,23,581,102,Matches
Marius Funk,de GER,GK,Greuther Fürth,25,1996,8.0,392,327,391,1,0,0,392,0,0,,0,,206,1094,533,0,0,0,0,0,196,0,Matches
Stephan Fürstner,de GER,MF,Mainz 05,33,1987,0.1,5,0,1,4,0,0,5,0,0,,0,,3,6,1,0,0,0,0,0,2,0,Matches
Mijat Gaćinović,rs SRB,"FW,MF",Hoffenheim,26,1995,1.2,64,2,11,37,18,1,64,3,3,100.0,0,0.0,31,127,66,1,1,0,2,2,37,2,Matches
Cristian Gamboa,cr CRC,DF,Bochum,31,1989,19.1,1178,79,468,570,161,7,1178,22,14,63.6,8,36.4,556,3243,1716,34,22,4,17,7,567,19,Matches
Silvère Ganvoula M'Boussy,cg CGO,FW,Bochum,25,1996,1.7,79,2,3,36,43,9,79,3,2,66.7,1,33.3,34,213,104,3,4,3,9,4,58,9,Matches
Linus Gechter,de GER,DF,Hertha BSC,17,2004,8.0,466,60,251,200,19,6,466,1,1,100.0,0,0.0,266,1483,704,7,3,0,8,1,294,2,Matches
Dennis Geiger,de GER,MF,Hoffenheim,23,1998,15.3,908,25,182,532,204,12,908,10,5,50.0,5,50.0,508,2448,1015,16,15,1,15,9,581,22,Matches
Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,27,1994,17.5,1021,39,221,560,256,34,1021,21,14,66.7,7,33.3,544,2907,1448,42,33,3,34,15,600,79,Matches
Hamadi Al Ghaddioui,ma MAR,FW,Stuttgart,30,1990,5.5,171,7,14,78,79,21,171,4,0,0.0,4,100.0,67,189,68,3,1,2,16,6,123,29,Matches
Niko Gießelmann,de GER,"DF,FW",Union Berlin,29,1991,23.1,1323,42,313,596,421,31,1323,20,4,20.0,16,80.0,573,2465,1085,19,21,2,24,9,710,81,Matches
Rafał Gikiewicz,pl POL,GK,Augsburg,33,1987,34.0,1350,1085,1329,21,0,0,1350,0,0,,0,,668,3894,2348,0,0,0,3,0,554,0,Matches
Daniel Ginczek,de GER,"MF,FW",Wolfsburg,30,1991,0.1,7,0,1,3,3,1,7,0,0,,0,,3,3,0,0,0,0,1,0,4,1,Matches
Matthias Ginter,de GER,DF,M'Gladbach,27,1994,26.2,1996,132,867,961,176,44,1996,10,6,60.0,4,40.0,1227,6114,3665,36,25,2,11,3,1432,40,Matches
Serge Gnabry,de GER,"FW,DF",Bayern Munich,26,1995,24.3,1661,13,167,687,824,152,1661,104,63,60.6,41,39.4,1053,6186,3007,100,77,43,62,21,1253,313,Matches
Leon Goretzka,de GER,MF,Bayern Munich,26,1995,15.5,1042,27,188,557,307,57,1042,14,10,71.4,4,28.6,547,2405,1132,25,21,2,27,13,740,71,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,30,1991,28.6,1528,200,858,620,75,26,1527,19,14,73.7,5,26.3,732,4148,2377,19,13,2,23,6,788,10,Matches
